Time (ms), Temperature (C), Shunt Voltage, Bus Voltage (V), Current (mA), Power (mW), Load Voltage (V)
307500,32.44,-0.02,3.98,-0.30,0.00,3.98
308000,32.44,-0.03,3.98,-0.10,0.00,3.98
308500,32.50,0.00,3.98,0.00,0.00,3.98
309000,32.50,-0.02,3.98,-0.20,0.00,3.98
309500,32.50,-0.02,3.98,-0.10,0.00,3.98
310000,32.50,-0.01,3.98,-0.20,0.00,3.98
310500,32.56,-0.02,3.98,-0.20,0.00,3.98
311000,32.56,-0.01,3.98,-0.20,0.00,3.98
311500,32.56,-0.02,3.98,-0.20,0.00,3.98
312000,32.56,-0.02,3.98,-0.30,0.00,3.98
312500,32.56,-0.01,3.98,-0.10,0.00,3.98
313000,32.56,-0.03,3.98,0.00,0.00,3.98
313500,32.56,-0.03,3.98,-0.20,0.00,3.98
314000,32.56,-0.01,3.98,-0.20,0.00,3.98
314500,32.56,-0.02,3.98,-0.40,0.00,3.98
315000,32.56,-0.02,3.98,-0.30,0.00,3.98
315500,32.63,-0.01,3.98,-0.30,0.00,3.98
316000,32.69,0.00,3.98,-0.20,0.00,3.98
316500,32.69,-0.02,3.98,-0.20,0.00,3.98
317000,32.69,-0.02,3.98,0.00,0.00,3.98
317500,32.69,-0.03,3.98,-0.30,0.00,3.98
318000,32.69,-0.02,3.98,-0.20,0.00,3.98
318500,32.69,-0.05,3.98,-0.10,0.00,3.98
319000,32.69,-0.02,3.98,-0.20,0.00,3.98
319500,32.69,-0.01,3.98,-0.10,0.00,3.98
320000,32.75,-0.03,3.98,-0.30,0.00,3.98
320500,32.75,-0.03,3.98,-0.10,0.00,3.98
321000,32.81,-0.02,3.98,-0.10,0.00,3.98
321500,32.81,-0.02,3.98,-0.30,0.00,3.98
322000,32.81,-0.02,3.98,-0.20,0.00,3.98
322500,32.81,-0.03,3.98,-0.30,0.00,3.98
323000,32.81,-0.02,3.98,-0.10,0.00,3.98
323500,32.81,-0.02,3.98,-0.10,0.00,3.98
324000,32.81,-0.02,3.98,-0.40,0.00,3.98
324500,32.88,-0.03,3.98,-0.20,0.00,3.98
325000,32.88,0.00,3.98,-0.20,0.00,3.98
325500,32.94,-0.01,3.98,-0.20,0.00,3.98
326000,32.94,0.01,3.98,-0.30,0.00,3.98
326500,32.94,-0.01,3.98,-0.20,0.00,3.98
327000,32.94,-0.03,3.98,-0.20,0.00,3.98
327500,33.00,-0.03,3.98,-0.10,0.00,3.98
328000,33.00,-0.02,3.98,-0.30,0.00,3.98
328500,33.00,-0.02,3.98,0.00,0.00,3.98
329000,33.00,0.00,3.98,-0.20,0.00,3.98
329500,33.06,-0.02,3.98,-0.10,0.00,3.98
330000,33.06,-0.03,3.98,-0.20,0.00,3.98
330500,33.06,-0.01,3.98,-0.20,0.00,3.98
331000,33.06,-0.04,3.98,-0.40,0.00,3.98
331500,33.06,-0.01,3.98,0.10,0.00,3.98
332000,33.06,-0.01,3.98,-0.20,0.00,3.98
332500,33.13,-0.01,3.98,-0.10,0.00,3.98
333000,33.13,-0.01,3.98,-0.10,0.00,3.98
333500,33.13,-0.01,3.98,-0.30,0.00,3.98
334000,33.13,-0.01,3.98,-0.10,4.00,3.98
334500,33.13,0.00,3.98,-0.20,0.00,3.98
335000,33.19,-0.01,3.98,-0.30,0.00,3.98
335500,33.19,-0.03,3.98,-0.40,0.00,3.98
336000,33.19,0.00,3.98,-0.10,0.00,3.98
336500,33.19,-0.04,3.98,-0.20,0.00,3.98
337000,33.25,-0.04,3.98,-0.10,0.00,3.98
337500,33.25,-0.01,3.98,-0.30,0.00,3.98
338000,33.25,-0.02,3.98,0.00,0.00,3.98
338500,33.25,-0.04,3.98,-0.10,0.00,3.98
339000,33.25,0.00,3.98,-0.40,0.00,3.98
339500,33.25,-0.01,3.98,0.00,0.00,3.98
340000,33.25,-0.03,3.98,-0.20,0.00,3.98
340500,33.31,-0.03,3.98,-0.20,0.00,3.98
341000,33.31,-0.03,3.98,-0.10,0.00,3.98
341500,33.31,0.00,3.98,-0.20,0.00,3.98
342000,33.31,0.01,3.98,-0.10,0.00,3.98
342500,33.38,-0.01,3.98,-0.20,0.00,3.98
343000,33.31,-0.02,3.98,-0.30,0.00,3.98
343500,33.25,-0.03,3.98,-0.40,0.00,3.98
344000,33.25,-0.02,3.98,-0.10,0.00,3.98
344500,33.25,-0.02,3.98,-0.30,0.00,3.98
345000,33.25,-0.03,3.98,-0.30,0.00,3.98
345500,33.25,-0.01,3.98,0.00,0.00,3.98
346000,33.25,-0.02,3.98,-0.30,0.00,3.98
346500,33.25,-0.03,3.98,-0.30,0.00,3.98
347000,33.25,-0.02,3.98,-0.20,0.00,3.98
347500,33.25,0.00,3.98,-0.10,0.00,3.98
348000,33.25,0.00,3.98,-0.20,0.00,3.98
348500,33.25,0.00,3.98,0.00,0.00,3.98
349000,33.31,-0.05,3.98,-0.30,0.00,3.98
349500,33.31,0.00,3.98,-0.20,0.00,3.98
350000,33.31,-0.05,3.98,-0.30,0.00,3.98
350500,33.38,-0.03,3.98,-0.30,0.00,3.98
351000,33.38,-0.01,3.98,-0.20,0.00,3.98
351500,33.38,-0.02,3.98,-0.20,0.00,3.98
352000,33.38,-0.02,3.98,-0.40,0.00,3.98
352500,33.38,-0.01,3.98,-0.10,0.00,3.98
353000,33.38,-0.01,3.98,-0.20,0.00,3.98
353500,33.38,0.01,3.98,-0.20,0.00,3.98
354000,33.38,-0.02,3.98,-0.30,0.00,3.98
354500,33.44,-0.01,3.98,-0.30,0.00,3.98
355000,33.44,0.00,3.98,-0.20,0.00,3.98
355500,33.44,-0.03,3.98,-0.30,0.00,3.98
356000,33.44,-0.03,3.98,-0.30,0.00,3.98
356500,33.50,-0.04,3.98,-0.30,0.00,3.98
357000,33.44,0.00,3.98,0.00,0.00,3.98
357500,33.44,-0.02,3.98,-0.30,0.00,3.98
358000,33.44,-0.03,3.98,0.00,0.00,3.98
358500,33.44,-0.02,3.98,-0.20,0.00,3.98
359000,33.44,-0.01,3.98,-0.10,0.00,3.98
359500,33.44,-0.03,3.98,-0.20,0.00,3.98
360000,33.44,-0.02,3.98,-0.10,0.00,3.98
360500,33.44,-0.01,3.98,-0.20,0.00,3.98
361000,33.44,0.00,3.98,-0.10,0.00,3.98
361500,33.44,-0.01,3.98,-0.30,0.00,3.98
362000,33.44,0.00,3.98,-0.30,0.00,3.98
362500,33.50,-0.03,3.98,-0.20,0.00,3.98
363000,33.50,-0.01,3.98,-0.20,0.00,3.98
363500,33.50,-0.03,3.98,-0.20,0.00,3.98
364000,33.50,-0.02,3.98,-0.40,0.00,3.98
364500,33.56,0.00,3.98,0.00,0.00,3.98
365000,33.56,-0.04,3.98,-0.10,0.00,3.98
365500,33.56,-0.03,3.98,-0.20,0.00,3.98
366000,33.56,-0.02,3.98,-0.40,0.00,3.98
366500,33.56,-0.04,3.98,-0.10,0.00,3.98
367000,33.63,-0.02,3.98,-0.20,0.00,3.98
367500,33.63,-0.02,3.98,-0.30,0.00,3.98
368000,33.63,-0.04,3.98,-0.10,0.00,3.98
368500,33.63,-0.02,3.98,-0.20,0.00,3.98
369000,33.63,-0.03,3.98,-0.20,0.00,3.98
369500,33.63,-0.01,3.98,-0.10,0.00,3.98
370000,33.63,-0.02,3.98,0.10,0.00,3.98
370500,33.63,0.00,3.98,-0.20,0.00,3.98
371000,33.63,-0.02,3.98,-0.30,4.00,3.98
371500,33.63,-0.03,3.98,-0.10,0.00,3.98
372000,33.56,-0.02,3.98,-0.40,0.00,3.98
372500,33.56,-0.03,3.98,-0.20,0.00,3.98
373000,33.50,-0.02,3.98,-0.10,0.00,3.98
373500,33.50,-0.03,3.98,-0.10,0.00,3.98
374000,33.50,0.00,3.98,0.00,0.00,3.98
374500,33.50,-0.02,3.98,-0.30,0.00,3.98
375000,33.56,-0.01,3.98,-0.30,0.00,3.98
375500,33.56,-0.02,3.98,-0.30,0.00,3.98
376000,33.56,0.01,3.98,-0.10,0.00,3.98
376500,33.50,-0.01,3.98,-0.40,0.00,3.98
377000,33.50,-0.04,3.98,-0.30,0.00,3.98
377500,33.50,0.00,3.98,-0.50,0.00,3.98
378000,33.50,-0.03,3.98,-0.40,0.00,3.98
378500,33.44,-0.02,3.98,-0.30,0.00,3.98
379000,33.44,-0.03,3.98,-0.30,4.00,3.98
379500,33.44,0.00,3.98,-0.20,0.00,3.98
380000,33.44,-0.02,3.98,-0.30,0.00,3.98
380500,33.44,0.00,3.98,-0.20,0.00,3.98
381000,33.44,-0.01,3.98,-0.30,0.00,3.98
381500,33.44,-0.01,3.98,-0.20,0.00,3.98
382000,33.44,-0.01,3.98,-0.10,0.00,3.98
382500,33.44,-0.03,3.98,-0.20,0.00,3.98
383000,33.44,-0.03,3.98,-0.10,0.00,3.98
383500,33.38,-0.01,3.98,-0.20,0.00,3.98
