Time (ms), Temperature (C), Shunt Voltage, Bus Voltage (V), Current (mA), Power (mW), Load Voltage (V)
1238000,41.19,-0.03,3.98,0.00,0.00,3.98
1238500,41.19,-0.02,3.98,-0.40,0.00,3.98
1239000,41.19,-0.02,3.98,-0.20,0.00,3.98
1239500,41.19,0.00,3.98,-0.10,0.00,3.98
1240000,41.13,-0.02,3.98,-0.10,0.00,3.98
1240500,41.13,-0.03,3.98,-0.10,0.00,3.98
1241000,41.13,0.00,3.98,-0.20,0.00,3.98
1241500,41.06,-0.02,3.98,-0.10,0.00,3.98
1242000,41.06,0.00,3.98,-0.10,0.00,3.98
1242500,41.06,-0.02,3.98,-0.20,0.00,3.98
1243000,41.06,-0.01,3.98,-0.10,0.00,3.98
1243500,41.00,-0.01,3.98,-0.10,0.00,3.98
1244000,41.00,-0.02,3.98,-0.40,0.00,3.98
1244500,41.00,-0.02,3.98,-0.10,0.00,3.98
1245000,41.00,0.00,3.98,-0.30,0.00,3.98
1245500,40.94,-0.02,3.98,0.00,0.00,3.98
1246000,40.94,-0.03,3.98,-0.10,0.00,3.98
1246500,40.94,-0.03,3.98,0.00,0.00,3.98
1247000,40.94,-0.01,3.98,-0.20,0.00,3.98
1247500,40.94,-0.03,3.98,-0.40,0.00,3.98
1248000,41.00,-0.01,3.98,0.00,0.00,3.98
1248500,40.94,-0.02,3.98,-0.30,0.00,3.98
1249000,40.94,-0.02,3.98,-0.20,0.00,3.98
1249500,40.94,-0.03,3.98,-0.10,0.00,3.98
1250000,40.88,-0.02,3.98,-0.20,0.00,3.98
1250500,40.88,-0.02,3.98,-0.20,0.00,3.98
1251000,40.88,-0.02,3.98,-0.20,0.00,3.98
1251500,40.81,-0.03,3.98,-0.20,0.00,3.98
1252000,40.81,-0.03,3.98,-0.30,0.00,3.98
1252500,40.81,-0.02,3.98,-0.30,0.00,3.98
1253000,40.75,-0.02,3.98,-0.20,0.00,3.98
1253500,40.81,-0.02,3.98,-0.30,0.00,3.98
1254000,40.81,-0.01,3.98,-0.20,0.00,3.98
1254500,40.81,-0.02,3.98,-0.30,0.00,3.98
1255000,40.81,-0.05,3.98,-0.10,0.00,3.98
1255500,40.75,-0.03,3.98,-0.30,0.00,3.98
1256000,40.81,-0.03,3.98,-0.10,0.00,3.98
1256500,40.81,-0.04,3.98,-0.10,0.00,3.98
1257000,40.81,-0.01,3.98,-0.10,0.00,3.98
1257500,40.81,0.00,3.97,-0.20,0.00,3.97
1258000,40.81,0.00,3.98,-0.30,0.00,3.98
1258500,40.81,-0.02,3.98,-0.30,0.00,3.98
1259000,40.81,0.00,3.98,-0.20,0.00,3.98
1259500,40.81,-0.04,3.98,-0.10,0.00,3.98
1260000,40.81,-0.01,3.98,-0.10,0.00,3.98
1260500,40.88,-0.02,3.98,-0.10,0.00,3.98
1261000,40.81,-0.02,3.98,-0.30,0.00,3.98
1261500,40.81,-0.02,3.98,-0.10,0.00,3.98
1262000,40.81,0.00,3.98,-0.40,0.00,3.98
1262500,40.88,-0.02,3.98,0.00,0.00,3.98
1263000,40.88,-0.04,3.98,-0.30,0.00,3.98
1263500,40.88,-0.01,3.98,-0.10,0.00,3.98
1264000,40.88,-0.01,3.98,-0.10,0.00,3.98
1264500,40.81,-0.03,3.98,-0.30,0.00,3.98
1265000,40.88,-0.03,3.98,-0.20,0.00,3.98
1265500,40.88,-0.03,3.98,-0.20,0.00,3.98
1266000,40.81,-0.04,3.98,-0.40,0.00,3.98
1266500,40.81,-0.04,3.98,-0.30,0.00,3.98
1267000,40.81,-0.02,3.98,-0.40,0.00,3.98
1267500,40.81,-0.01,3.98,-0.30,0.00,3.98
1268000,40.81,-0.02,3.98,-0.20,0.00,3.98
1268500,40.81,-0.05,3.98,-0.20,0.00,3.98
1269000,40.81,-0.02,3.98,-0.10,0.00,3.98
1269500,40.81,-0.01,3.98,-0.10,0.00,3.98
1270000,40.81,-0.02,3.97,-0.10,0.00,3.97
1270500,40.81,-0.02,3.98,-0.20,0.00,3.98
1271000,40.81,0.00,3.98,-0.20,0.00,3.98
1271500,40.81,-0.02,3.98,-0.40,0.00,3.98
1272000,40.81,-0.03,3.98,-0.10,0.00,3.98
1272500,40.81,-0.03,3.98,-0.10,0.00,3.98
1273000,40.75,0.01,3.98,-0.10,0.00,3.98
1273500,40.75,0.00,3.98,-0.30,0.00,3.98
1274000,40.69,-0.04,3.98,-0.40,0.00,3.98
1274500,40.69,-0.02,3.98,-0.50,4.00,3.98
1275000,40.69,-0.03,3.98,-0.40,0.00,3.98
1275500,40.69,-0.01,3.98,-0.40,0.00,3.98
1276000,40.63,-0.02,3.98,-0.20,0.00,3.98
1276500,40.63,-0.02,3.98,-0.40,0.00,3.98
1277000,40.63,-0.03,3.98,-0.10,0.00,3.98
1277500,40.63,-0.03,3.98,0.00,0.00,3.98
1278000,40.63,-0.02,3.98,-0.20,0.00,3.98
1278500,40.63,-0.03,3.98,-0.30,0.00,3.98
1279000,40.63,-0.03,3.98,-0.30,0.00,3.98
1279500,40.56,-0.03,3.98,0.00,0.00,3.98
1280000,40.63,-0.02,3.98,0.00,0.00,3.98
1280500,40.63,-0.03,3.98,-0.20,0.00,3.98
1281000,40.63,-0.03,3.98,-0.20,0.00,3.98
1281500,40.63,-0.04,3.98,-0.10,0.00,3.98
1282000,40.63,-0.02,3.98,-0.20,0.00,3.98
1282500,40.63,-0.01,3.98,-0.30,0.00,3.98
1283000,40.63,-0.01,3.98,-0.40,0.00,3.98
1283500,40.63,0.00,3.98,0.10,0.00,3.98
1284000,40.63,-0.01,3.98,-0.50,0.00,3.98
1284500,40.56,-0.02,3.98,-0.20,0.00,3.98
1285000,40.56,0.00,3.98,-0.10,0.00,3.98
1285500,40.56,-0.03,3.98,-0.30,0.00,3.98
1286000,40.56,0.00,3.98,-0.20,0.00,3.98
1286500,40.56,-0.02,3.98,-0.20,0.00,3.98
1287000,40.56,0.01,3.98,-0.20,0.00,3.98
1287500,40.56,-0.03,3.98,0.00,0.00,3.98
1288000,40.50,-0.02,3.98,-0.10,0.00,3.98
1288500,40.50,-0.02,3.98,-0.10,0.00,3.98
1289000,40.50,-0.02,3.98,-0.40,0.00,3.98
1289500,40.44,-0.01,3.98,-0.20,0.00,3.98
1290000,40.44,-0.01,3.98,-0.40,0.00,3.98
1290500,40.38,-0.03,3.98,0.00,0.00,3.98
1291000,40.38,-0.02,3.98,-0.40,0.00,3.98
1291500,40.38,-0.01,3.98,-0.10,0.00,3.98
1292000,40.38,-0.02,3.98,-0.20,0.00,3.98
1292500,40.31,-0.03,3.98,-0.10,0.00,3.98
1293000,40.31,0.00,3.98,-0.30,0.00,3.98
1293500,40.31,-0.02,3.98,-0.30,0.00,3.98
1294000,40.31,-0.01,3.98,-0.40,0.00,3.98
1294500,40.25,0.01,3.98,-0.50,0.00,3.98
1295000,40.31,-0.02,3.98,-0.20,0.00,3.98
1295500,40.25,-0.01,3.98,-0.20,0.00,3.98
1296000,40.25,-0.04,3.98,-0.30,0.00,3.98
1296500,40.25,0.00,3.98,-0.30,0.00,3.98
1297000,40.19,-0.04,3.98,-0.30,0.00,3.98
1297500,40.19,-0.01,3.98,0.10,0.00,3.98
1298000,40.25,-0.02,3.98,0.00,0.00,3.98
1298500,40.25,-0.03,3.98,-0.30,0.00,3.98
1299000,40.19,-0.04,3.98,-0.20,0.00,3.98
1299500,40.19,-0.03,3.98,-0.30,0.00,3.98
1300000,40.19,-0.03,3.98,-0.30,0.00,3.98
1300500,40.19,-0.04,3.98,-0.20,0.00,3.98
1301000,40.19,-0.01,3.98,0.00,0.00,3.98
1301500,40.19,-0.03,3.98,-0.10,0.00,3.98
1302000,40.13,-0.05,3.98,-0.20,0.00,3.98
1302500,40.06,-0.03,3.98,0.10,0.00,3.98
1303000,40.06,-0.04,3.98,-0.30,0.00,3.98
1303500,40.06,-0.03,3.98,-0.10,0.00,3.98
1304000,40.06,-0.02,3.98,-0.20,0.00,3.98
1304500,40.00,-0.04,3.98,-0.40,0.00,3.98
1305000,40.00,-0.02,3.98,-0.40,0.00,3.98
1305500,40.00,-0.03,3.98,-0.20,0.00,3.98
1306000,40.00,-0.01,3.98,0.00,0.00,3.98
1306500,39.94,0.00,3.98,-0.20,0.00,3.98
1307000,39.94,-0.03,3.98,-0.10,0.00,3.98
1307500,39.88,-0.01,3.98,0.00,0.00,3.98
1308000,39.88,-0.02,3.98,-0.30,4.00,3.98
1308500,39.88,-0.05,3.98,-0.20,0.00,3.98
1309000,39.88,-0.04,3.98,-0.10,0.00,3.98
1309500,39.88,0.00,3.98,-0.20,0.00,3.98
1310000,39.81,0.00,3.98,-0.30,0.00,3.98
1310500,39.81,-0.02,3.98,-0.10,0.00,3.98
1311000,39.75,-0.02,3.98,-0.10,0.00,3.98
1311500,39.75,-0.02,3.98,-0.40,0.00,3.98
1312000,39.75,0.00,3.98,-0.30,0.00,3.98
1312500,39.75,-0.02,3.98,-0.20,0.00,3.98
1313000,39.75,0.00,3.98,-0.20,0.00,3.98
1313500,39.75,-0.01,3.98,-0.10,0.00,3.98
1314000,39.69,-0.03,3.98,-0.30,0.00,3.98
1314500,39.69,-0.02,3.98,-0.30,0.00,3.98
1315000,39.69,-0.01,3.98,-0.30,0.00,3.98
1315500,39.69,-0.02,3.98,-0.30,0.00,3.98
1316000,39.75,-0.01,3.98,-0.10,0.00,3.98
1316500,39.75,-0.03,3.98,-0.10,0.00,3.98
1317000,39.69,-0.03,3.98,-0.20,0.00,3.98
1317500,39.69,-0.01,3.98,0.00,0.00,3.98
1318000,39.63,-0.05,3.98,0.10,0.00,3.98
1318500,39.63,-0.01,3.98,-0.40,0.00,3.98
1319000,39.63,-0.01,3.98,-0.40,4.00,3.98
1319500,39.56,-0.01,3.98,0.00,0.00,3.98
1320000,39.63,-0.04,3.98,-0.20,0.00,3.98
1320500,39.63,-0.03,3.98,-0.30,0.00,3.98
1321000,39.63,-0.01,3.98,-0.10,0.00,3.98
1321500,39.63,-0.03,3.98,0.00,0.00,3.98
1322000,39.63,-0.02,3.98,-0.20,0.00,3.98
1322500,39.69,-0.03,3.98,0.10,4.00,3.98
1323000,39.63,0.02,3.98,-0.20,0.00,3.98
1323500,39.69,-0.02,3.98,-0.30,0.00,3.98
1324000,39.69,-0.04,3.98,-0.20,0.00,3.98
1324500,39.69,0.02,3.98,0.10,0.00,3.98
1325000,39.69,-0.03,3.98,-0.30,0.00,3.98
1325500,39.69,-0.01,3.98,-0.10,0.00,3.98
1326000,39.69,-0.03,3.98,-0.10,0.00,3.98
1326500,39.69,-0.01,3.98,-0.30,0.00,3.98
1327000,39.69,-0.02,3.98,0.00,0.00,3.98
1327500,39.69,-0.03,3.98,-0.30,0.00,3.98
1328000,39.63,0.02,3.98,-0.10,0.00,3.98
1328500,39.63,0.00,3.98,-0.30,0.00,3.98
1329000,39.56,-0.02,3.98,0.00,0.00,3.98
1329500,39.56,-0.01,3.98,-0.20,0.00,3.98
1330000,39.56,-0.02,3.98,-0.40,0.00,3.98
1330500,39.50,-0.01,3.98,-0.40,0.00,3.98
1331000,39.50,-0.01,3.98,0.00,0.00,3.98
1331500,39.50,-0.03,3.98,0.20,0.00,3.98
1332000,39.56,-0.02,3.98,-0.20,0.00,3.98
1332500,39.56,-0.01,3.98,0.00,0.00,3.98
1333000,39.50,-0.04,3.98,-0.40,0.00,3.98
1333500,39.50,-0.01,3.98,-0.30,0.00,3.98
1334000,39.50,-0.06,3.98,-0.10,0.00,3.98
1334500,39.50,-0.03,3.98,-0.20,0.00,3.98
1335000,39.50,-0.02,3.98,-0.20,0.00,3.98
1335500,39.50,0.00,3.98,-0.40,0.00,3.98
1336000,39.50,-0.01,3.98,-0.10,0.00,3.98
1336500,39.50,-0.04,3.98,-0.10,0.00,3.98
1337000,39.44,-0.02,3.98,-0.10,0.00,3.98
1337500,39.44,-0.01,3.98,-0.20,0.00,3.98
1338000,39.38,0.00,3.98,-0.10,0.00,3.98
1338500,39.44,-0.01,3.98,-0.10,0.00,3.98
1339000,39.44,-0.01,3.98,-0.30,0.00,3.98
1339500,39.44,0.00,3.98,-0.40,0.00,3.98
1340000,39.44,-0.01,3.98,-0.10,0.00,3.98
1340500,39.38,-0.01,3.98,-0.10,0.00,3.98
1341000,39.44,0.00,3.98,-0.10,0.00,3.98
1341500,39.44,-0.01,3.98,0.00,0.00,3.98
1342000,39.38,-0.06,3.98,-0.10,0.00,3.98
1342500,39.38,-0.03,3.98,-0.30,0.00,3.98
1343000,39.31,-0.03,3.98,-0.40,0.00,3.98
1343500,39.31,-0.03,3.98,0.10,0.00,3.98
1344000,39.31,-0.02,3.98,-0.10,0.00,3.98
1344500,39.31,-0.03,3.98,-0.10,0.00,3.98
1345000,39.31,-0.02,3.98,-0.20,0.00,3.98
1345500,39.31,0.00,3.98,-0.10,0.00,3.98
1346000,39.31,-0.01,3.98,0.00,0.00,3.98
1346500,39.31,-0.01,3.98,0.00,0.00,3.98
1347000,39.31,0.00,3.98,-0.20,0.00,3.98
1347500,39.31,-0.03,3.98,0.00,0.00,3.98
1348000,39.31,-0.03,3.98,-0.50,4.00,3.98
1348500,39.31,-0.01,3.98,-0.30,0.00,3.98
1349000,39.31,-0.02,3.98,-0.10,0.00,3.98
1349500,39.25,-0.03,3.98,-0.40,0.00,3.98
1350000,39.31,-0.06,3.98,-0.10,0.00,3.98
1350500,39.25,-0.01,3.98,-0.20,0.00,3.98
1351000,39.25,-0.05,3.98,-0.30,0.00,3.98
1351500,39.25,-0.01,3.98,-0.10,0.00,3.98
1352000,39.25,-0.03,3.98,-0.10,0.00,3.98
1352500,39.25,-0.05,3.98,0.00,0.00,3.98
1353000,39.25,0.00,3.98,-0.30,0.00,3.98
1353500,39.25,-0.02,3.98,0.00,0.00,3.98
1354000,39.25,-0.02,3.97,-0.10,0.00,3.97
1354500,39.25,-0.03,3.98,-0.30,0.00,3.98
1355000,39.25,-0.02,3.98,-0.10,0.00,3.98
1355500,39.25,-0.02,3.98,-0.30,0.00,3.98
1356000,39.19,0.00,3.98,-0.10,0.00,3.98
1356500,39.19,-0.03,3.98,-0.20,0.00,3.98
1357000,39.25,-0.04,3.98,-0.20,0.00,3.98
1357500,39.19,-0.02,3.98,-0.20,0.00,3.98
1358000,39.19,-0.03,3.98,-0.40,0.00,3.98
1358500,39.19,0.00,3.98,-0.30,0.00,3.98
1359000,39.19,0.01,3.98,0.00,0.00,3.98
1359500,39.19,-0.02,3.98,-0.10,0.00,3.98
1360000,39.19,0.01,3.98,0.00,0.00,3.98
1360500,39.19,-0.04,3.98,-0.10,0.00,3.98
1361000,39.19,-0.02,3.98,-0.30,0.00,3.98
1361500,39.19,-0.03,3.98,-0.10,0.00,3.98
1362000,39.25,-0.01,3.98,-0.20,0.00,3.98
1362500,39.19,-0.02,3.98,-0.20,0.00,3.98
1363000,39.19,-0.02,3.98,-0.20,0.00,3.98
1363500,39.19,-0.01,3.98,-0.30,0.00,3.98
1364000,39.19,-0.02,3.98,0.00,0.00,3.98
1364500,39.19,-0.03,3.98,-0.30,0.00,3.98
1365000,39.19,-0.03,3.98,-0.10,0.00,3.98
1365500,39.19,0.00,3.98,-0.40,0.00,3.98
1366000,39.19,-0.02,3.98,0.10,0.00,3.98
1366500,39.13,-0.03,3.98,-0.10,0.00,3.98
1367000,39.13,-0.02,3.98,-0.20,0.00,3.98
1367500,39.13,-0.02,3.98,0.00,0.00,3.98
1368000,39.13,-0.02,3.98,-0.40,0.00,3.98
1368500,39.13,-0.01,3.98,-0.20,0.00,3.98
1369000,39.13,-0.01,3.98,-0.30,0.00,3.98
1369500,39.06,-0.03,3.98,0.10,0.00,3.98
1370000,39.00,-0.02,3.98,-0.30,0.00,3.98
1370500,38.94,-0.02,3.98,-0.20,0.00,3.98
1371000,38.94,-0.01,3.98,-0.10,0.00,3.98
1371500,38.94,-0.02,3.98,-0.10,0.00,3.98
1372000,38.94,-0.02,3.98,-0.30,0.00,3.98
1372500,38.94,-0.03,3.98,-0.20,0.00,3.98
1373000,38.94,-0.04,3.98,-0.40,0.00,3.98
1373500,38.94,-0.01,3.98,-0.30,0.00,3.98
1374000,38.94,-0.01,3.98,-0.10,0.00,3.98
1374500,38.88,-0.01,3.98,0.00,0.00,3.98
1375000,38.88,-0.02,3.98,-0.30,0.00,3.98
1375500,38.88,-0.03,3.98,-0.40,0.00,3.98
1376000,38.81,-0.02,3.98,-0.10,0.00,3.98
1376500,38.81,-0.02,3.98,-0.30,0.00,3.98
1377000,38.75,0.00,3.98,-0.40,0.00,3.98
1377500,38.75,-0.02,3.98,-0.20,0.00,3.98
1378000,38.75,-0.04,3.98,-0.20,0.00,3.98
1378500,38.75,-0.01,3.98,0.00,0.00,3.98
1379000,38.75,-0.02,3.98,-0.10,0.00,3.98
1379500,38.69,0.01,3.98,-0.20,0.00,3.98
1380000,38.69,-0.03,3.98,-0.10,0.00,3.98
1380500,38.69,-0.01,3.98,-0.30,0.00,3.98
1381000,38.69,0.01,3.98,-0.20,0.00,3.98
1381500,38.69,-0.02,3.98,-0.30,0.00,3.98
1382000,38.63,-0.02,3.98,0.00,0.00,3.98
1382500,38.63,-0.02,3.98,-0.10,0.00,3.98
1383000,38.63,-0.01,3.98,-0.30,0.00,3.98
1383500,38.56,-0.01,3.98,-0.20,0.00,3.98
1384000,38.56,-0.01,3.98,-0.30,0.00,3.98
1384500,38.56,-0.03,3.98,0.00,0.00,3.98
1385000,38.56,-0.02,3.98,-0.10,0.00,3.98
1385500,38.56,-0.01,3.98,-0.40,0.00,3.98
1386000,38.56,-0.02,3.98,-0.20,0.00,3.98
1386500,38.50,-0.03,3.98,-0.30,0.00,3.98
1387000,38.44,-0.02,3.98,-0.20,0.00,3.98
1387500,38.38,-0.02,3.98,-0.40,0.00,3.98
1388000,38.38,-0.03,3.98,-0.40,0.00,3.98
1388500,38.31,-0.02,3.98,-0.10,0.00,3.98
1389000,38.31,-0.01,3.98,-0.30,0.00,3.98
1389500,38.31,-0.02,3.98,-0.20,0.00,3.98
1390000,38.25,-0.03,3.98,-0.20,0.00,3.98
1390500,38.25,-0.02,3.98,-0.10,0.00,3.98
1391000,38.19,-0.02,3.98,0.00,0.00,3.98
1391500,38.19,-0.02,3.98,-0.10,0.00,3.98
1392000,38.19,-0.02,3.98,-0.10,0.00,3.98
1392500,38.19,0.01,3.98,-0.10,0.00,3.98
1393000,38.19,-0.01,3.98,-0.20,0.00,3.98
1393500,38.19,-0.02,3.98,-0.40,0.00,3.98
1394000,38.19,-0.03,3.98,-0.10,0.00,3.98
1394500,38.19,-0.03,3.98,-0.20,0.00,3.98
1395000,38.19,-0.04,3.98,-0.20,0.00,3.98
1395500,38.13,-0.02,3.98,-0.10,0.00,3.98
1396000,38.13,-0.03,3.98,-0.30,0.00,3.98
1396500,38.13,0.02,3.98,-0.10,0.00,3.98
1397000,38.13,-0.02,3.98,-0.20,0.00,3.98
1397500,38.13,0.00,3.98,-0.30,0.00,3.98
1398000,38.13,-0.03,3.98,-0.30,0.00,3.98
1398500,38.13,-0.02,3.98,-0.10,0.00,3.98
1399000,38.13,-0.03,3.98,-0.20,0.00,3.98
1399500,38.13,0.00,3.98,-0.20,0.00,3.98
1400000,38.13,-0.02,3.98,-0.20,0.00,3.98
1400500,38.13,-0.01,3.98,-0.30,0.00,3.98
1401000,38.06,-0.03,3.98,-0.40,0.00,3.98
1401500,38.06,-0.03,3.98,-0.10,0.00,3.98
1402000,38.06,-0.02,3.98,-0.20,0.00,3.98
1402500,38.06,-0.02,3.98,0.00,0.00,3.98
1403000,38.06,-0.01,3.98,-0.30,0.00,3.98
1403500,38.06,0.00,3.98,-0.30,0.00,3.98
1404000,38.06,-0.03,3.98,-0.30,0.00,3.98
1404500,38.06,-0.03,3.98,-0.10,0.00,3.98
1405000,38.00,-0.03,3.98,-0.10,0.00,3.98
1405500,38.00,-0.01,3.98,-0.50,4.00,3.98
1406000,38.00,-0.03,3.98,-0.10,0.00,3.98
1406500,38.00,0.00,3.98,-0.20,0.00,3.98
1407000,38.00,-0.04,3.98,-0.20,0.00,3.98
1407500,38.00,-0.02,3.98,-0.10,0.00,3.98
1408000,38.00,0.00,3.98,-0.10,4.00,3.98
1408500,38.00,-0.02,3.98,-0.20,0.00,3.98
1409000,37.94,-0.01,3.98,-0.20,0.00,3.98
1409500,37.94,174.91,0.03,1747.60,50.00,0.20
1410000,38.00,178.19,0.03,1782.50,50.00,0.21
1410500,38.00,179.79,0.03,1798.10,50.00,0.21
1411000,38.00,178.43,0.03,1783.90,50.00,0.21
1411500,38.00,180.55,0.03,1805.40,50.00,0.21
1412000,37.94,177.51,0.03,1774.10,42.00,0.21
1412500,37.94,178.81,0.03,1788.00,56.00,0.21
1413000,37.94,181.21,0.03,1808.00,58.00,0.21
1413500,37.94,180.74,0.03,1808.60,50.00,0.21
1414000,37.94,181.67,0.03,1815.60,58.00,0.21
1414500,37.94,181.88,0.03,1814.20,58.00,0.21
1415000,37.94,183.05,0.03,1830.50,58.00,0.21
1415500,37.94,179.67,0.03,1803.30,50.00,0.21
1416000,37.94,177.60,0.03,1781.80,50.00,0.21
1416500,37.94,179.50,0.03,1792.80,50.00,0.21
1417000,37.88,178.84,0.03,1788.50,50.00,0.21
1417500,37.94,181.67,0.03,1816.70,52.00,0.21
1418000,37.94,180.29,0.03,1800.60,50.00,0.21
1418500,37.94,181.26,0.03,1809.80,52.00,0.21
1419000,37.94,181.40,0.03,1811.90,50.00,0.21
1419500,37.94,182.59,0.03,1824.10,52.00,0.21
1420000,37.94,182.98,0.03,1829.60,52.00,0.21
1420500,37.94,183.00,0.03,1827.60,52.00,0.21
1421000,37.94,183.00,0.03,1820.60,58.00,0.21
1421500,37.94,185.29,0.03,1852.50,52.00,0.22
1422000,37.94,185.93,0.03,1859.80,52.00,0.22
1422500,38.00,186.41,0.03,1860.00,58.00,0.22
1423000,37.94,185.70,0.03,1856.30,58.00,0.22
1423500,38.00,184.38,0.03,1843.10,52.00,0.21
1424000,37.94,184.58,0.03,1845.60,52.00,0.22
1424500,37.88,182.27,0.03,1820.90,52.00,0.21
1425000,37.88,182.15,0.03,1822.10,52.00,0.21
1425500,37.88,182.18,0.03,1826.80,52.00,0.21
1426000,37.88,181.46,0.02,1813.20,50.00,0.21
1426500,37.88,184.55,0.03,1841.70,58.00,0.21
1427000,37.88,186.13,0.03,1847.20,52.00,0.21
1427500,37.88,182.30,0.03,1820.80,52.00,0.21
1428000,37.81,181.94,0.03,1815.40,58.00,0.21
1428500,37.81,181.78,0.03,1819.70,52.00,0.21
1429000,37.88,179.40,0.03,1799.30,58.00,0.21
1429500,37.88,178.28,0.02,1779.30,50.00,0.20
1430000,37.88,180.97,0.03,1820.80,52.00,0.21
1430500,37.88,178.19,0.03,1784.40,50.00,0.21
1431000,37.88,180.27,0.02,1802.10,50.00,0.20
1431500,37.88,180.60,0.03,1801.50,50.00,0.21
1432000,37.88,181.82,0.03,1817.30,52.00,0.21
1432500,37.88,178.45,0.03,1782.90,42.00,0.21
1433000,37.88,177.68,0.03,1785.90,50.00,0.21
1433500,37.88,182.62,0.03,1822.50,52.00,0.21
1434000,37.94,182.49,0.03,1823.40,52.00,0.21
1434500,37.88,184.68,0.03,1858.10,58.00,0.21
1435000,37.88,184.28,0.03,1843.50,52.00,0.21
1435500,37.81,183.45,0.03,1833.80,58.00,0.21
1436000,37.88,184.75,0.03,1847.10,52.00,0.22
1436500,37.88,187.80,0.03,1878.20,58.00,0.22
1437000,37.88,186.72,0.03,1868.70,58.00,0.22
1437500,37.88,185.58,0.03,1855.20,52.00,0.21
1438000,37.88,190.57,0.03,1905.50,52.00,0.22
1438500,37.88,190.75,0.03,1908.90,52.00,0.22
1439000,37.88,190.05,0.03,1899.80,62.00,0.22
1439500,37.81,189.23,0.03,1892.70,58.00,0.22
1440000,37.81,190.24,0.03,1902.40,62.00,0.22
1440500,37.75,190.29,0.03,1903.30,68.00,0.22
1441000,37.75,190.34,0.03,1902.90,62.00,0.22
1441500,37.81,189.78,0.03,1897.00,62.00,0.22
1442000,37.75,190.11,0.03,1902.90,62.00,0.22
1442500,37.81,190.08,0.03,1902.30,62.00,0.22
1443000,37.81,190.28,0.04,1902.00,62.00,0.23
1443500,37.81,190.45,0.03,1903.50,62.00,0.22
1444000,37.81,189.95,0.03,1899.00,62.00,0.22
1444500,37.88,190.17,0.03,1902.80,68.00,0.22
1445000,37.81,190.12,0.03,1903.80,62.00,0.22
1445500,37.88,189.87,0.03,1899.60,62.00,0.22
1446000,37.88,190.44,0.03,1905.10,62.00,0.22
1446500,37.88,190.14,0.03,1899.30,62.00,0.22
1447000,37.88,189.93,0.03,1898.60,62.00,0.22
1447500,37.94,189.95,0.03,1898.60,62.00,0.22
1448000,37.94,189.99,0.03,1900.00,68.00,0.22
1448500,37.94,190.59,0.03,1905.40,68.00,0.22
1449000,38.00,190.20,0.03,1902.40,52.00,0.22
1449500,38.00,190.64,0.03,1906.50,52.00,0.22
1450000,38.00,189.85,0.03,1898.10,62.00,0.22
1450500,38.00,189.45,0.03,1894.40,62.00,0.22
1451000,38.00,189.74,0.03,1897.10,68.00,0.22
1451500,37.94,189.58,0.03,1896.50,62.00,0.22
1452000,38.00,190.44,0.04,1908.40,62.00,0.23
1452500,38.00,190.20,0.04,1900.20,62.00,0.23
1453000,38.00,189.58,0.03,1888.80,58.00,0.22
1453500,38.06,188.33,0.03,1881.20,52.00,0.22
1454000,38.06,187.52,0.03,1881.80,58.00,0.22
1454500,38.06,189.77,0.03,1899.70,62.00,0.22
1455000,38.06,188.13,0.03,1885.90,58.00,0.22
1455500,38.13,187.81,0.03,1879.80,58.00,0.22
1456000,38.13,193.90,0.03,1938.50,62.00,0.23
1456500,38.13,193.67,0.04,1936.50,68.00,0.23
1457000,38.13,193.36,0.04,1928.40,62.00,0.23
1457500,38.13,191.97,0.04,1921.40,62.00,0.23
1458000,38.13,191.27,0.04,1912.80,62.00,0.23
1458500,38.19,188.30,0.03,1892.80,58.00,0.22
1459000,38.19,189.89,0.04,1895.60,62.00,0.23
1459500,38.19,188.85,0.03,1886.70,52.00,0.22
1460000,38.19,189.68,0.03,1908.40,62.00,0.22
1460500,38.13,190.25,0.03,1902.00,62.00,0.22
1461000,38.13,189.11,0.03,1905.40,58.00,0.22
1461500,38.19,190.22,0.03,1901.60,62.00,0.22
1462000,38.19,186.09,0.03,1871.90,58.00,0.21
1462500,38.19,189.33,0.03,1888.20,52.00,0.22
1463000,38.19,188.16,0.03,1881.80,52.00,0.22
1463500,38.19,187.11,0.03,1872.60,58.00,0.22
1464000,38.25,188.55,0.03,1885.00,58.00,0.22
1464500,38.25,188.94,0.03,1889.20,52.00,0.22
1465000,38.25,188.19,0.03,1879.80,58.00,0.22
1465500,38.25,187.05,0.03,1876.80,58.00,0.22
1466000,38.25,188.21,0.03,1892.70,62.00,0.22
1466500,38.25,190.01,0.03,1897.90,62.00,0.22
1467000,38.25,185.05,0.03,1851.20,52.00,0.21
1467500,38.25,190.27,0.03,1903.00,52.00,0.22
1468000,38.25,188.55,0.03,1883.90,58.00,0.22
1468500,38.25,186.70,0.03,1852.90,58.00,0.21
1469000,38.25,187.25,0.03,1870.60,58.00,0.22
1469500,38.25,192.78,0.03,1932.20,62.00,0.22
1470000,38.25,189.67,0.03,1897.70,62.00,0.22
1470500,38.25,192.06,0.04,1924.40,68.00,0.23
1471000,38.25,191.90,0.03,1913.80,62.00,0.22
1471500,38.25,191.92,0.03,1918.70,62.00,0.22
1472000,38.19,192.13,0.04,1920.70,62.00,0.23
1472500,38.25,190.55,0.03,1910.80,62.00,0.22
1473000,38.25,193.12,0.04,1927.70,62.00,0.23
1473500,38.25,192.98,0.03,1929.80,62.00,0.22
