Times (us),interval (us),strain (raw),sensorValue0 (raw)
13501952,12500,2287580,288
13514452,12500,2275386,288
13526956,12504,2265708,288
13539456,12500,2286042,288
13551956,12500,2282565,288
13564456,12500,2269810,288
13576956,12500,2268602,288
13589456,12500,2280296,288
13601956,12500,2285347,288
13614460,12504,2276052,288
13626960,12500,2268050,288
13639460,12500,2284388,288
13651960,12500,2281417,288
13664460,12500,2270930,288
13676964,12504,2270464,288
13689464,12500,2280216,288
13701968,12504,2283504,288
13714468,12500,2275235,288
13726968,12500,2269592,288
13739468,12500,2275821,288
13751968,12500,2279818,288
13764468,12500,2270952,288
13776968,12500,2271509,288
13789472,12504,2280208,288
13801972,12500,2282771,288
13814472,12500,2275387,288
13826972,12500,2270542,288
13839472,12500,2276167,288
13851972,12500,2278740,288
13864472,12500,2271298,288
13876972,12500,2272800,288
13889472,12500,2280841,288
13901972,12500,2281543,288
13914476,12504,2273851,288
13926976,12500,2270955,288
13939476,12500,2277821,288
13951976,12500,2282811,288
13964480,12504,2270834,288
13976984,12504,2273568,288
13989488,12504,2281172,288
14001988,12500,2281348,288
14014492,12504,2274024,288
14026992,12500,2271424,288
14039492,12500,2277457,288
14051992,12500,2282112,288
14064492,12500,2271626,288
14076992,12500,2273568,288
14089492,12500,2280663,288
14101992,12500,2281167,288
14114492,12500,2274013,288
14126992,12500,2271129,288
14139492,12500,2276720,288
14151992,12500,2281816,288
14164492,12500,2278506,288
14176992,12500,2273407,288
14189492,12500,2279119,288
14201996,12504,2280593,288
14214496,12500,2276046,288
14226996,12500,2272834,288
14239500,12504,2275318,288
14252000,12500,2279166,288
14264504,12504,2278328,288
14277004,12500,2274302,288
14289508,12504,2278002,288
14302008,12500,2279399,288
14314508,12500,2276149,288
14327008,12500,2273778,288
14339512,12504,2276283,288
14352016,12504,2279221,288
14364516,12500,2277482,288
14377020,12504,2273961,288
14389520,12500,2278674,288
14402020,12500,2279069,288
14414520,12500,2275777,288
14427020,12500,2274095,288
14439520,12500,2276231,288
14452020,12500,2278410,288
14464520,12500,2277216,288
14477020,12500,2275059,288
14489520,12500,2277907,288
14502024,12504,2278088,288
14514528,12504,2276295,288
14527032,12504,2275128,288
14539532,12500,2276008,288
14552032,12500,2277238,288
14564532,12500,2277079,288
14577032,12500,2276074,288
14589532,12500,2275936,288
14602032,12500,2277472,288
14614536,12504,2276926,288
14627036,12500,2275916,288
14639536,12500,2275738,288
14652036,12500,2276872,288
14664540,12504,2277418,288
14677040,12500,2276844,288
14689540,12500,2276202,288
14702044,12504,2276765,288
14714544,12500,2276982,288
14727044,12500,2276885,288
14739544,12500,2276584,288
14752044,12500,2276254,288
14764544,12500,2276353,288
14777044,12500,2276748,288
14789548,12504,2276805,288
14802048,12500,2276407,288
14814552,12504,2276865,288
14827052,12500,2277891,288
14839552,12500,2277490,288
14852052,12500,2275511,288
14864556,12504,2274505,288
14877056,12500,2276378,288
14889556,12500,2278667,288
14902056,12500,2277689,288
14914564,12508,2274520,288
14927068,12504,2277603,288
14939568,12500,2279439,288
14952072,12504,2276887,288
14964576,12504,2273785,288
14977076,12500,2275159,288
14989576,12500,2278677,288
15002076,12500,2278747,288
15014576,12500,2273887,288
15027076,12500,2276556,288
15039576,12500,2278926,288
15052076,12500,2277719,288
15064580,12504,2275309,288
15077080,12500,2275146,288
15089580,12500,2276930,288
15102084,12504,2277502,288
15114584,12500,2276211,288
15127088,12504,2276731,288
15139588,12500,2277533,288
15152088,12500,2276855,288
15164588,12500,2276286,288
15177088,12500,2276612,288
15189588,12500,2276764,288
15202088,12500,2276123,288
15214588,12500,2275941,288
15227092,12504,2277507,288
15239596,12504,2277133,288
15252096,12500,2276071,288
15264596,12500,2275777,288
15277096,12500,2276665,288
15289596,12500,2277363,288
15302100,12504,2276808,288
15314600,12500,2276266,288
15327100,12500,2276634,288
15339600,12500,2276875,288
15352104,12504,2275861,288
15364604,12500,2276114,288
15377104,12500,2277163,288
15389604,12500,2277225,288
15402104,12500,2276237,288
15414604,12500,2276055,288
15427104,12500,2277192,288
15439604,12500,2276548,288
15452104,12500,2275504,288
15464604,12500,2276522,288
15477104,12500,2277922,288
15489604,12500,2277246,288
15502104,12500,2275496,288
15514608,12504,2276010,288
15527108,12500,2277880,288
15539608,12500,2277930,288
15552112,12504,2275475,288
15564612,12500,2276851,288
15577112,12500,2277769,288
15589616,12504,2276629,288
15602116,12500,2275380,288
15614616,12500,2276204,288
15627116,12500,2278098,288
15639620,12504,2277991,288
15652120,12500,2274920,288
15664624,12504,2276615,288
15677124,12500,2278112,288
15689624,12500,2277232,288
