Time (ms),Sensor 0 (raw),Sensor 1 (raw),Sensor 2 (raw)
4604,269,266,262
4608,270,267,263
4612,271,267,263
4616,271,267,263
4620,271,268,264
4624,271,268,265
4628,270,266,263
4632,269,265,262
4636,268,266,262
4640,268,266,262
4644,268,264,261
4648,268,264,260
4652,268,265,261
4656,269,266,263
4660,270,266,263
4664,271,266,262
4668,272,268,264
4672,272,269,265
4676,271,268,265
4680,270,266,263
4684,269,266,262
4688,268,265,262
4692,266,263,261
4696,266,262,259
4700,265,262,258
4704,267,264,260
4708,268,265,261
4712,270,266,262
4716,271,267,262
4720,273,269,265
4724,272,270,266
4728,272,268,265
4732,270,266,263
4736,269,266,263
4740,267,266,263
4744,267,264,261
4748,267,263,259
4752,268,265,261
4756,270,266,263
4760,271,267,263
4764,272,267,263
4768,272,269,264
4772,271,269,265
4776,270,267,264
4780,268,265,262
4784,266,263,261
4788,266,264,261
4792,266,263,260
4796,267,262,259
4800,268,264,260
4804,269,266,262
4808,271,268,264
4812,271,267,263
4816,270,267,263
4820,270,268,264
4824,270,268,264
4828,268,265,262
4832,269,265,261
4836,268,265,262
4840,269,267,263
4844,268,265,262
4848,270,266,262
4852,269,267,263
4856,270,268,264
4860,268,266,262
4864,269,265,261
4868,268,265,262
4872,269,266,263
4876,267,265,262
4880,269,264,261
4884,268,265,261
4888,270,267,264
4892,270,267,263
4896,271,267,263
4900,271,267,264
4904,271,268,265
4908,270,267,264
4912,269,265,262
4916,267,264,261
4920,267,264,261
4924,266,264,261
4928,267,263,259
4932,268,263,259
4936,269,266,262
4940,271,268,264
4944,272,268,264
4948,273,269,265
4952,273,270,266
4956,272,270,267
4960,270,268,265
4964,268,265,262
4968,266,264,261
4972,265,263,260
4976,264,261,258
4980,265,261,257
4984,267,263,259
4988,270,266,262
4992,272,267,263
4996,273,268,264
5000,274,270,265
