Time (ms),Sensor 0 (raw),Sensor 1 (raw),Sensor 2 (raw)
4652,226,223,222
4656,238,231,226
4660,258,248,238
4664,280,268,256
4668,299,286,273
4672,311,300,288
4676,314,307,299
4680,307,305,300
4684,291,293,292
4688,271,275,278
4692,250,256,261
4696,238,242,246
4700,228,230,234
4704,227,226,226
4708,236,231,228
4712,252,244,237
4716,272,261,251
4720,291,279,267
4724,304,294,282
4728,310,303,294
4732,306,303,297
4736,299,297,294
4740,282,284,285
4744,262,267,271
4748,245,250,255
4752,233,236,240
4756,230,229,231
4760,235,232,230
4764,247,241,235
4768,265,255,246
4772,284,272,261
4776,298,288,277
4780,305,298,289
4784,307,302,295
4788,301,298,294
4792,287,288,288
4796,270,274,276
4800,252,257,261
4804,239,242,246
4808,233,234,236
4812,235,233,232
4816,245,239,234
4820,260,251,243
4824,273,264,254
4828,289,279,269
4832,300,291,281
4836,304,298,289
4840,301,297,292
4844,290,290,289
4848,275,277,279
4852,258,261,264
4856,244,247,250
4860,236,238,240
4864,235,234,234
4868,240,236,233
4872,252,245,239
4876,267,258,250
4880,283,274,264
4884,295,286,276
4888,302,294,285
4892,301,297,290
4896,293,292,289
4900,279,281,281
4904,264,266,269
4908,252,255,257
4912,242,245,247
4916,237,237,238
4920,240,236,235
4924,249,243,238
4928,263,255,247
4932,278,269,259
4936,291,281,271
4940,299,291,282
4944,299,295,288
4948,293,292,288
4952,286,285,283
4956,272,273,274
4960,258,261,263
4964,246,249,252
4968,240,241,242
4972,241,238,237
4976,247,243,239
4980,259,252,246
4984,273,264,256
4988,286,277,267
4992,293,286,277
4996,298,293,285
5000,296,292,287
