Times (us),interval (us),strain (raw),sensorValue0 (raw)
1642176,12504,-6384328,338
1654676,12500,-6373985,336
1667180,12504,-6366093,334
1679680,12500,-6364151,335
1692180,12500,-6365416,336
1704680,12500,-6367466,334
1717180,12500,-6366216,333
1729684,12504,-6393334,334
1742184,12500,-6396337,335
1754684,12500,-6391708,333
1767184,12500,-6377145,331
1779684,12500,-6377076,332
1792184,12500,-6390520,333
1804684,12500,-6398141,331
1817184,12500,-6398153,329
1829688,12504,-6393225,330
1842188,12500,-6393842,331
1854688,12500,-6399892,330
1867188,12500,-6396279,328
1879688,12500,-6392255,329
1892188,12500,-6393985,330
1904688,12500,-6399363,328
1917192,12504,-6400045,326
1929692,12500,-6395705,327
1942196,12504,-6393870,328
1954696,12500,-6394393,327
1967200,12504,-6395558,325
1979704,12504,-6395900,326
1992204,12500,-6391031,327
2004708,12504,-6390769,325
2017208,12500,-6391331,323
2029708,12500,-6391450,324
2042208,12500,-6387340,325
2054712,12504,-6381757,324
2067212,12500,-6382956,322
2079712,12500,-6390708,323
2092212,12500,-6395462,324
2104712,12500,-6387544,323
2117212,12500,-6379457,321
2129712,12500,-6387269,321
2142216,12504,-6388092,323
2154720,12504,-6382760,322
2167220,12500,-6379619,320
2179724,12504,-6383133,320
2192224,12500,-6388671,322
2204724,12500,-6389776,320
2217228,12504,-6386304,318
2229732,12504,-6383509,319
2242232,12500,-6389119,320
2254732,12500,-6391293,319
2267236,12504,-6388580,317
2279736,12500,-6384467,317
2292236,12500,-6382608,319
2304736,12500,-6383076,318
2317240,12504,-6380578,316
2329740,12500,-6377553,316
2342240,12500,-6372808,318
2354740,12500,-6368836,317
2367240,12500,-6372677,315
2379740,12500,-6379570,315
2392244,12504,-6368630,317
2404744,12500,-6375300,316
2417248,12504,-6385261,314
2429748,12500,-6388749,314
2442248,12500,-6383508,315
2454748,12500,-6377275,315
2467248,12500,-6380328,313
2479748,12500,-6375095,313
2492252,12504,-6364204,315
2504756,12504,-6363672,314
2517256,12500,-6362138,312
2529756,12500,-6367084,312
2542256,12500,-6371019,313
2554756,12500,-6368073,313
2567256,12500,-6362943,311
2579756,12500,-6362402,311
2592256,12500,-6368676,312
2604756,12500,-6369916,312
2617256,12500,-6366965,310
2629756,12500,-6374253,310
2642256,12500,-6381392,311
2654756,12500,-6382711,311
2667256,12500,-6382412,309
2679756,12500,-6385763,309
2692256,12500,-6389381,310
2704756,12500,-6395540,310
2717256,12500,-6391895,308
2729756,12500,-6383537,308
2742256,12500,-6385974,309
2754756,12500,-6393434,309
2767256,12500,-6393545,307
2779756,12500,-6386250,307
2792260,12504,-6380895,308
2804760,12500,-6383624,308
2817260,12500,-6386178,306
2829760,12500,-6381408,306
2842260,12500,-6374364,307
2854760,12500,-6375393,307
2867264,12504,-6374567,305
2879764,12500,-6378422,305
2892264,12500,-6384900,306
2904764,12500,-6383812,306
2917264,12500,-6370104,304
2929764,12500,-6362672,304
2942264,12500,-6362948,305
2954764,12500,-6366336,306
2967264,12500,-6368036,304
2979764,12500,-6364663,303
2992268,12504,-6365209,305
3004768,12500,-6368574,305
3017272,12504,-6367707,303
3029776,12504,-6365938,302
3042280,12504,-6368683,304
3054780,12500,-6367622,304
3067280,12500,-6365628,302
3079780,12500,-6364740,301
3092280,12500,-6364108,303
3104780,12500,-6367099,304
3117284,12504,-6373207,302
3129784,12500,-6372772,301
3142284,12500,-6368874,302
3154788,12504,-6374742,303
3167292,12504,-6377879,301
3179792,12500,-6376353,300
3192292,12500,-6371902,301
3204796,12504,-6370641,302
3217300,12504,-6371538,300
3229800,12500,-6367754,299
3242300,12500,-6356738,301
3254800,12500,-6351668,301
3267300,12500,-6349225,300
3279800,12500,-6352193,298
3292300,12500,-6352241,300
3304800,12500,-6353606,301
3317300,12500,-6351870,299
3329800,12500,-6348849,298
3342300,12500,-6350255,299
3354800,12500,-6350137,300
3367300,12500,-6348513,298
3379800,12500,-6348361,297
3392300,12500,-6347214,298
3404804,12504,-6347402,299
3417304,12500,-6352083,298
3429804,12500,-6356987,296
3442304,12500,-6362315,298
3454804,12500,-6367030,299
3467304,12500,-6369499,297
3479804,12500,-6366509,296
3492308,12504,-6365629,297
3504808,12500,-6369667,298
3517308,12500,-6367246,297
3529808,12500,-6366689,295
3542308,12500,-6365739,296
3554808,12500,-6366350,298
3567308,12500,-6368389,296
3579812,12504,-6371599,294
3592312,12500,-6370467,296
3604816,12504,-6367829,297
3617316,12500,-6367291,296
3629816,12500,-6368528,294
3642316,12500,-6367647,295
3654820,12504,-6358726,296
3667324,12504,-6361778,295
3679828,12504,-6363400,293
3692328,12500,-6361731,295
3704828,12500,-6356729,296
3717328,12500,-6351611,295
3729828,12500,-6359116,293
3742328,12500,-6367045,294
3754832,12504,-6365448,296
3767336,12504,-6364262,294
3779836,12500,-6362787,293
3792336,12500,-6362650,294
3804836,12500,-6362814,295
3817340,12504,-6364343,294
3829840,12500,-6367097,292
3842344,12504,-6370883,293
3854848,12504,-6372086,295
3867348,12500,-6372071,294
3879848,12500,-6370552,292
3892348,12500,-6368712,293
3904852,12504,-6365199,294
3917352,12500,-6363951,293
3929852,12500,-6360705,291
3942352,12500,-6359667,292
3954856,12504,-6361156,294
3967356,12500,-6363318,293
3979860,12504,-6362295,291
3992360,12500,-6361352,292
4004868,12508,-6365593,293
4017368,12500,-6370705,292
4029868,12500,-6362014,290
4042368,12500,-6359456,291
4054872,12504,-6363557,293
4067372,12500,-6367447,292
4079872,12500,-6369575,290
4092372,12500,-6362092,291
4104872,12500,-6351509,292
4117372,12500,-6349522,292
4129872,12500,-6351123,290
4142376,12504,-6352958,290
4154880,12504,-6365435,292
4167380,12500,-6368328,291
4179880,12500,-6366171,289
4192380,12500,-6366420,290
4204884,12504,-6367350,292
4217388,12504,-6364777,291
4229888,12500,-6367109,289
4242388,12500,-6368703,289
4254888,12500,-6367566,291
4267392,12504,-6371863,291
4279892,12500,-6374003,289
4292392,12500,-6377910,289
4304896,12504,-6374462,291
4317396,12500,-6370797,290
4329896,12500,-6377499,288
4342396,12500,-6377153,289
4354896,12500,-6360277,290
4367400,12504,-6354991,290
4379900,12500,-6360195,288
4392404,12504,-6356532,288
4404904,12500,-6353235,290
4417408,12504,-6361170,290
4429908,12500,-6360379,288
4442408,12500,-6359185,288
4454912,12504,-6366652,290
4467412,12500,-6358699,290
4479912,12500,-6350092,288
4492412,12500,-6351269,288
4504916,12504,-6355849,290
4517416,12500,-6352729,290
4529916,12500,-6354208,288
4542420,12504,-6353479,288
4554920,12500,-6347169,289
4567420,12500,-6341363,290
4579920,12500,-6337776,288
4592424,12504,-6337916,288
4604932,12508,-6335720,290
4617432,12500,-6333936,290
4629932,12500,-6333409,288
4642436,12504,-6338818,287
4654936,12500,-6344467,289
4667436,12500,-6349353,289
4679936,12500,-6348396,288
4692440,12504,-6346817,287
4704940,12500,-6338505,289
4717444,12504,-6336391,289
4729948,12504,-6338518,287
4742452,12504,-6334566,287
4754952,12500,-6329263,289
4767452,12500,-6329371,289
4779952,12500,-6326848,287
4792456,12504,-6350472,286
4804960,12504,-6358057,288
4817460,12500,-6357227,289
4829964,12504,-6353550,287
4842468,12504,-6347313,286
4854972,12504,-6340065,288
4867472,12500,-6335058,288
4879976,12504,-6332702,287
4892476,12500,-6335441,286
4904976,12500,-6336318,288
4917476,12500,-6334708,289
4929976,12500,-6325484,287
4942476,12500,-6326534,286
4954980,12504,-6322009,288
4967484,12504,-6320495,288
4979984,12500,-6327540,287
4992488,12504,-6344284,286
5004988,12500,-6349033,288
5017492,12504,-6348180,289
5029996,12504,-6363045,287
5042496,12500,-6367764,286
5054996,12500,-6345660,288
5067496,12500,-6343117,289
5079996,12500,-6345393,287
5092496,12500,-6344556,286
5104996,12500,-6342597,288
5117496,12500,-6338733,289
5129996,12500,-6341174,287
5142500,12504,-6345358,286
5155000,12500,-6348556,288
5167500,12500,-6362223,289
5180000,12500,-6363718,287
5192500,12500,-6363164,286
5205000,12500,-6366203,288
5217500,12500,-6375619,289
5230000,12500,-6376944,287
5242500,12500,-6373472,286
5255000,12500,-6370506,287
5267500,12500,-6376423,288
5280004,12504,-6378220,287
5292504,12500,-6373697,286
5305004,12500,-6372338,287
5317504,12500,-6372022,288
5330004,12500,-6370046,287
5342504,12500,-6368902,286
5355004,12500,-6368532,287
5367508,12504,-6364051,288
5380012,12504,-6361761,287
5392516,12504,-6361992,286
5405016,12500,-6366561,287
5417516,12500,-6366541,288
5430020,12504,-6367802,287
5442520,12500,-6369495,286
5455024,12504,-6365972,286
5467524,12500,-6362187,288
5480028,12504,-6361044,287
5492528,12500,-6367126,285
5505032,12504,-6370107,286
5517536,12504,-6368148,288
5530036,12500,-6367384,287
5542540,12504,-6367886,285
5555044,12504,-6365698,286
5567548,12504,-6367685,287
5580048,12500,-6364749,286
5592548,12500,-6361649,285
5605052,12504,-6360743,286
5617556,12504,-6364422,287
5630060,12504,-6365426,286
5642564,12504,-6363339,285
5655068,12504,-6361509,285
5667568,12500,-6367381,287
5680068,12500,-6371898,286
5692568,12500,-6366276,285
5705068,12500,-6361326,285
5717568,12500,-6357544,286
5730068,12500,-6359113,286
5742568,12500,-6358572,284
5755072,12504,-6358586,285
5767576,12504,-6359328,286
5780076,12500,-6358786,286
5792576,12500,-6355978,284
5805076,12500,-6352244,285
5817580,12504,-6346490,286
5830080,12500,-6338788,286
5842580,12500,-6336324,284
5855080,12500,-6333014,285
5867580,12500,-6330334,286
5880084,12504,-6332302,286
5892588,12504,-6338946,284
5905088,12500,-6344984,284
5917588,12500,-6348987,286
5930088,12500,-6345996,286
5942592,12504,-6364533,284
5955092,12500,-6368629,284
5967592,12500,-6361790,286
5980096,12504,-6350869,286
5992596,12500,-6349674,284
6005096,12500,-6352985,284
6017596,12500,-6356034,286
6030096,12500,-6360623,286
6042596,12500,-6365299,284
6055096,12500,-6367509,284
6067596,12500,-6373576,286
6080100,12504,-6363196,286
6092600,12500,-6341288,284
6105100,12500,-6329087,284
6117600,12500,-6334569,286
6130104,12504,-6337301,286
6142604,12500,-6332222,284
6155108,12504,-6328805,284
6167608,12500,-6333506,285
6180108,12500,-6334501,285
6192608,12500,-6335696,284
6205112,12504,-6332618,284
6217612,12500,-6331316,285
6230112,12500,-6332416,285
6242616,12504,-6334352,284
6255116,12500,-6330050,283
6267616,12500,-6329702,285
6280116,12500,-6334614,285
6292620,12504,-6338865,284
6305120,12500,-6341481,283
6317620,12500,-6336869,285
6330120,12500,-6330118,285
6342620,12500,-6333987,284
6355120,12500,-6337851,283
6367620,12500,-6337235,285
6380124,12504,-6333569,285
6392624,12500,-6332186,284
6405124,12500,-6334520,283
6417628,12504,-6336201,285
6430132,12504,-6337283,285
6442632,12500,-6338781,284
6455132,12500,-6336137,283
6467636,12504,-6335370,285
6480136,12500,-6331747,285
6492636,12500,-6323859,284
6505136,12500,-6320904,283
6517636,12500,-6320140,285
6530140,12504,-6321723,285
6542640,12500,-6323494,284
6555140,12500,-6323681,283
6567640,12500,-6320425,284
6580140,12500,-6308415,285
6592640,12500,-6301289,284
6605144,12504,-6299670,283
6617644,12500,-6297253,284
6630144,12500,-6301108,285
6642644,12500,-6305704,284
6655144,12500,-6304602,283
6667644,12500,-6300182,284
6680144,12500,-6301013,285
6692644,12500,-6304462,284
6705144,12500,-6306766,283
6717644,12500,-6305859,284
6730144,12500,-6305080,285
6742644,12500,-6304972,284
6755144,12500,-6305783,283
6767644,12500,-6307283,284
6780144,12500,-6310258,285
6792644,12500,-6307179,284
6805148,12504,-6305045,283
6817648,12500,-6304442,284
6830148,12500,-6302302,285
6842652,12504,-6291704,284
6855152,12500,-6290605,283
6867652,12500,-6291958,284
6880152,12500,-6292055,285
6892656,12504,-6292472,284
6905160,12504,-6293963,283
6917660,12500,-6295435,284
6930160,12500,-6297745,285
6942660,12500,-6295397,284
6955160,12500,-6290081,283
6967660,12500,-6299146,284
6980160,12500,-6305001,285
6992664,12504,-6307495,284
7005168,12504,-6315076,282
7017672,12504,-6328756,284
7030172,12500,-6334077,285
7042672,12500,-6336496,284
7055172,12500,-6333853,283
7067672,12500,-6332896,284
7080172,12500,-6333492,285
7092672,12500,-6331724,284
7105172,12500,-6328906,283
7117672,12500,-6327728,284
7130176,12504,-6328858,285
7142676,12500,-6335193,284
7155176,12500,-6337313,283
7167676,12500,-6336870,284
7180180,12504,-6334948,285
7192680,12500,-6333130,284
7205184,12504,-6341081,283
7217688,12504,-6357503,284
7230192,12504,-6351124,285
7242696,12504,-6344169,284
7255196,12500,-6337568,283
7267696,12500,-6339391,283
7280196,12500,-6338891,285
7292696,12500,-6336209,284
7305200,12504,-6338017,283
7317700,12500,-6340785,283
7330200,12500,-6339072,285
7342700,12500,-6336264,284
7355200,12500,-6336628,283
7367700,12500,-6336324,283
7380200,12500,-6336079,285
7392700,12500,-6339400,284
7405200,12500,-6340992,283
7417700,12500,-6342478,283
7430204,12504,-6343492,285
7442704,12500,-6345521,284
7455204,12500,-6346091,283
7467704,12500,-6342663,283
7480204,12500,-6342831,285
7492704,12500,-6344915,284
7505204,12500,-6343203,283
7517704,12500,-6344694,283
7530204,12500,-6349280,285
7542704,12500,-6348818,284
7555204,12500,-6346360,283
7567704,12500,-6342382,283
7580208,12504,-6336178,285
7592712,12504,-6336114,284
7605216,12504,-6331569,283
7617716,12500,-6333900,283
7630216,12500,-6333025,285
7642720,12504,-6331361,284
7655220,12500,-6330346,283
7667724,12504,-6329869,283
7680228,12504,-6324949,284
7692728,12500,-6321700,284
7705228,12500,-6323576,283
7717728,12500,-6326930,283
7730228,12500,-6352850,284
7742728,12500,-6380629,284
7755228,12500,-6379720,283
7767728,12500,-6375933,283
7780228,12500,-6377550,284
7792732,12504,-6376199,284
7805232,12500,-6375034,283
7817732,12500,-6374184,283
7830232,12500,-6375301,284
7842732,12500,-6379986,284
7855232,12500,-6384099,282
7867732,12500,-6377557,282
7880232,12500,-6373586,284
7892732,12500,-6370248,284
7905232,12500,-6366822,282
7917736,12504,-6367667,282
7930240,12504,-6368859,284
7942740,12500,-6374985,284
7955244,12504,-6385446,282
7967752,12508,-6392431,282
7980252,12500,-6397218,284
7992756,12504,-6383228,284
8005260,12504,-6375021,282
8017760,12500,-6375965,282
8030260,12500,-6376192,284
8042760,12500,-6386457,284
8055260,12500,-6394412,282
8067760,12500,-6396037,282
8080264,12504,-6399789,283
8092764,12500,-6401903,284
8105264,12500,-6399936,282
8117768,12504,-6400287,282
8130268,12500,-6402933,283
8142768,12500,-6402521,284
8155268,12500,-6404162,282
8167768,12500,-6406187,282
8180268,12500,-6410112,283
8192768,12500,-6409554,284
8205268,12500,-6405945,282
8217768,12500,-6401916,282
8230268,12500,-6401028,283
8242768,12500,-6404113,284
8255268,12500,-6406413,282
8267768,12500,-6403924,282
8280268,12500,-6403715,283
8292768,12500,-6405625,284
8305268,12500,-6403823,282
8317772,12504,-6400355,282
8330272,12500,-6400227,283
8342772,12500,-6399751,284
8355272,12500,-6399565,282
8367772,12500,-6397467,282
8380272,12500,-6400560,283
8392772,12500,-6405092,284
8405272,12500,-6406138,282
8417772,12500,-6407488,282
8430276,12504,-6406370,283
8442776,12500,-6404284,284
8455280,12504,-6404948,282
8467780,12500,-6407906,281
8480280,12500,-6410732,283
8492780,12500,-6412752,284
8505280,12500,-6412326,282
8517784,12504,-6410280,281
8530288,12504,-6410957,283
8542788,12500,-6409626,284
8555288,12500,-6404748,282
8567788,12500,-6406954,281
8580288,12500,-6413549,283
8592792,12504,-6421380,284
8605292,12500,-6420347,282
8617792,12500,-6412878,281
8630292,12500,-6417947,283
8642792,12500,-6413593,284
8655292,12500,-6414585,283
8667792,12500,-6415023,282
8680292,12500,-6415137,283
8692792,12500,-6415555,284
8705292,12500,-6413053,283
8717796,12504,-6407134,282
8730300,12504,-6407357,283
8742800,12500,-6408653,284
8755300,12500,-6406457,283
8767800,12500,-6413440,282
8780300,12500,-6415821,283
8792800,12500,-6412978,284
8805300,12500,-6414508,283
8817804,12504,-6418727,282
8830304,12500,-6416073,283
8842808,12504,-6411858,284
8855308,12500,-6413144,283
8867808,12500,-6413981,282
8880308,12500,-6415717,283
8892812,12504,-6413285,284
8905312,12500,-6410115,283
8917816,12504,-6413796,282
8930316,12500,-6416632,283
8942816,12500,-6416992,284
8955316,12500,-6417405,283
8967816,12500,-6419485,282
8980316,12500,-6424985,283
8992816,12500,-6425166,284
9005316,12500,-6426643,283
9017816,12500,-6429751,282
9030316,12500,-6429592,283
9042816,12500,-6429968,284
9055320,12504,-6429392,283
9067824,12504,-6429306,282
9080324,12500,-6428823,283
9092824,12500,-6430087,284
9105324,12500,-6430058,283
9117824,12500,-6429700,282
9130328,12504,-6425742,283
9142828,12500,-6425755,284
9155332,12504,-6436041,283
9167832,12500,-6440812,282
9180332,12500,-6435453,282
9192832,12500,-6430618,284
9205332,12500,-6427517,283
9217836,12504,-6431430,282
9230344,12508,-6433779,282
9242844,12500,-6430890,284
9255344,12500,-6432659,283
9267844,12500,-6438925,282
9280344,12500,-6438580,282
9292844,12500,-6435973,284
9305348,12504,-6429099,283
9317848,12500,-6428344,282
9330348,12500,-6429302,282
9342848,12500,-6428378,284
9355352,12504,-6421913,283
9367852,12500,-6419474,282
9380352,12500,-6418711,282
9392852,12500,-6409059,284
9405352,12500,-6407559,283
9417852,12500,-6413977,282
9430356,12504,-6416191,282
9442856,12500,-6415818,284
9455356,12500,-6416936,283
9467856,12500,-6419793,282
9480356,12500,-6423679,282
9492856,12500,-6425533,284
9505356,12500,-6428522,283
9517856,12500,-6430804,282
9530356,12500,-6434534,282
9542856,12500,-6436667,284
9555356,12500,-6429744,284
9567860,12504,-6422123,282
9580360,12500,-6420068,282
9592860,12500,-6421642,284
9605360,12500,-6428394,284
9617860,12500,-6432928,282
9630360,12500,-6423847,282
9642860,12500,-6421914,284
9655360,12500,-6435501,284
9667860,12500,-6438037,282
9680360,12500,-6432759,282
9692860,12500,-6432154,284
9705364,12504,-6433116,284
9717864,12500,-6437820,282
9730368,12504,-6438225,282
9742868,12500,-6432537,284
9755372,12504,-6433167,284
9767872,12500,-6437398,282
9780372,12500,-6456865,282
9792876,12504,-6444083,284
9805380,12504,-6426601,284
9817880,12500,-6421093,282
9830380,12500,-6419558,282
9842884,12504,-6420011,283
9855388,12504,-6425852,284
9867888,12500,-6435462,282
9880388,12500,-6439068,282
9892892,12504,-6436488,283
9905392,12500,-6436474,284
9917892,12500,-6434815,282
9930392,12500,-6431505,282
9942892,12500,-6428105,284
9955392,12500,-6430088,284
9967896,12504,-6430875,282
9980400,12504,-6420858,282
9992900,12500,-6413283,283
10005400,12500,-6418483,284
10017904,12504,-6414423,282
10030404,12500,-6418668,282
10042904,12500,-6419581,283
10055404,12500,-6415551,284
10067904,12500,-6409654,282
10080404,12500,-6413963,282
10092908,12504,-6420905,283
10105408,12500,-6418342,284
10117912,12504,-6407103,282
10130416,12504,-6409284,282
10142916,12500,-6407801,283
10155420,12504,-6401606,284
10167924,12504,-6405340,282
10180424,12500,-6406708,282
10192924,12500,-6409952,283
10205424,12500,-6415043,284
10217928,12504,-6413109,282
10230428,12500,-6415198,281
10242928,12500,-6419530,283
10255428,12500,-6416707,284
10267928,12500,-6415785,282
10280432,12504,-6413832,282
10292932,12500,-6413219,283
10305432,12500,-6410030,284
10317932,12500,-6407426,282
10330436,12504,-6408610,281
10342936,12500,-6407021,283
10355440,12504,-6406199,284
10367940,12500,-6403726,282
10380440,12500,-6403486,282
10392940,12500,-6407456,283
10405440,12500,-6406000,284
10417940,12500,-6396229,283
10430440,12500,-6398740,282
10442940,12500,-6396761,283
10455440,12500,-6396222,284
10467940,12500,-6396103,283
10480440,12500,-6397030,282
10492940,12500,-6399725,283
10505440,12500,-6398330,284
10517940,12500,-6393731,283
10530440,12500,-6394755,282
10542944,12504,-6396659,283
10555448,12504,-6397184,284
10567952,12504,-6397401,283
10580452,12500,-6394229,282
10592952,12500,-6392878,283
10605452,12500,-6395037,284
10617952,12500,-6396246,283
10630456,12504,-6398794,282
10642956,12500,-6399997,283
10655456,12500,-6397708,284
10667960,12504,-6395021,283
10680460,12500,-6397967,282
10692960,12500,-6398665,283
10705464,12504,-6395825,284
10717964,12500,-6393807,283
10730468,12504,-6395958,282
10742968,12500,-6399741,283
10755468,12500,-6403516,284
10767968,12500,-6405157,283
10780468,12500,-6407810,282
10792972,12504,-6405847,283
10805476,12504,-6408172,284
10817980,12504,-6406899,283
10830484,12504,-6406331,282
10842984,12500,-6406150,283
10855484,12500,-6406404,284
10867984,12500,-6406955,283
10880488,12504,-6405729,282
10892988,12500,-6405700,282
10905488,12500,-6404107,284
10917992,12504,-6402687,283
10930492,12500,-6405952,282
10942996,12504,-6404543,282
10955500,12504,-6402462,284
10968004,12504,-6401563,283
10980504,12500,-6398566,282
10993004,12500,-6393955,282
11005508,12504,-6397783,284
11018012,12504,-6401894,283
11030512,12500,-6399480,282
11043012,12500,-6400584,282
11055512,12500,-6398833,284
11068016,12504,-6398712,283
11080516,12500,-6396413,282
11093016,12500,-6395918,282
11105516,12500,-6395982,284
11118020,12504,-6396983,283
11130520,12500,-6403193,282
11143024,12504,-6400110,282
11155524,12500,-6401309,284
11168024,12500,-6397528,283
11180524,12500,-6400925,282
11193024,12500,-6400906,282
11205524,12500,-6400312,284
11218024,12500,-6393096,283
11230524,12500,-6389927,282
11243024,12500,-6388888,282
11255524,12500,-6395909,284
11268024,12500,-6398076,283
11280524,12500,-6393680,282
11293024,12500,-6389697,282
11305528,12504,-6391889,284
11318028,12500,-6396737,283
11330528,12500,-6397334,282
11343028,12500,-6397342,282
11355528,12500,-6395562,283
11368028,12500,-6396571,283
11380532,12504,-6397431,282
11393032,12500,-6394481,282
11405536,12504,-6395214,283
11418036,12500,-6399431,283
11430536,12500,-6403810,282
11443040,12504,-6395282,282
11455544,12504,-6394323,283
11468044,12500,-6390440,283
11480544,12500,-6392702,282
11493044,12500,-6395074,282
11505548,12504,-6399871,283
11518048,12500,-6402027,283
11530552,12504,-6400195,282
11543052,12500,-6406264,282
11555552,12500,-6400907,283
11568056,12504,-6400533,283
11580556,12500,-6397562,282
11593060,12504,-6396233,282
11605560,12500,-6402403,283
11618060,12500,-6405091,283
11630560,12500,-6404904,282
11643060,12500,-6397824,282
11655560,12500,-6393035,283
11668060,12500,-6397670,283
11680560,12500,-6396983,282
11693064,12504,-6405343,282
11705568,12504,-6410014,283
11718068,12500,-6402023,283
11730568,12500,-6395365,282
11743072,12504,-6400414,282
11755576,12504,-6403146,283
11768076,12500,-6404124,283
11780576,12500,-6402163,282
11793076,12500,-6403097,281
11805576,12500,-6403830,283
11818076,12500,-6402299,283
11830576,12500,-6406074,282
11843076,12500,-6409258,282
11855576,12500,-6408165,283
11868080,12504,-6406980,283
11880584,12504,-6416396,282
11893084,12500,-6417050,281
11905584,12500,-6415250,283
11918088,12504,-6412724,283
11930592,12504,-6416684,282
11943092,12500,-6411598,281
11955592,12500,-6411537,283
11968096,12504,-6412084,283
11980596,12500,-6416546,282
11993096,12500,-6415723,281
12005596,12500,-6413684,283
12018096,12500,-6405789,283
12030596,12500,-6401091,282
12043096,12500,-6401618,281
12055596,12500,-6399996,283
12068096,12500,-6397405,283
12080600,12504,-6397834,282
12093104,12504,-6397432,281
12105604,12500,-6395764,283
12118108,12504,-6396852,283
12130612,12504,-6392610,282
12143112,12500,-6393973,281
12155612,12500,-6398268,282
12168112,12500,-6394472,283
12180616,12504,-6392875,282
12193116,12500,-6398618,281
12205616,12500,-6405632,282
12218116,12500,-6404504,283
12230620,12504,-6395221,282
12243120,12500,-6392269,281
12255620,12500,-6398468,282
12268120,12500,-6399932,283
12280624,12504,-6402367,282
12293124,12500,-6402475,281
12305628,12504,-6404286,282
12318132,12504,-6403660,283
12330632,12500,-6407814,282
12343136,12504,-6412217,281
12355636,12500,-6415588,282
12368140,12504,-6418060,283
12380640,12500,-6416371,282
12393140,12500,-6413468,281
12405644,12504,-6412312,282
12418148,12504,-6412006,283
12430652,12504,-6412877,282
12443152,12500,-6413875,281
12455652,12500,-6413856,282
12468152,12500,-6418358,283
12480652,12500,-6418095,282
12493156,12504,-6416229,281
12505656,12500,-6416816,282
12518156,12500,-6417269,283
12530656,12500,-6414044,282
12543160,12504,-6411138,281
12555660,12500,-6409107,282
12568160,12500,-6406626,283
