Times (us),interval (us),strain (raw),sensorValue0 (raw)
12551472,12504,-6047923,281
12563976,12504,-6050030,280
12576480,12504,-6048403,281
12588980,12500,-6044021,281
12601480,12500,-6037388,281
12613984,12504,-6034757,281
12626488,12504,-6033351,281
12638988,12500,-6036490,281
12651492,12504,-6037142,281
12663992,12500,-6030827,281
12676492,12500,-6031238,281
12688992,12500,-6027358,281
12701492,12500,-6024581,281
12713992,12500,-6026933,281
12726492,12500,-6027516,281
12738992,12500,-6029008,281
12751492,12500,-6030487,281
12763996,12504,-6036434,281
12776496,12500,-6033298,281
12788996,12500,-6033886,281
12801496,12500,-6037901,281
12814000,12504,-6035265,281
12826504,12504,-6033223,281
12839004,12500,-6033654,281
12851504,12500,-6034731,281
12864004,12500,-6041796,281
12876504,12500,-6047555,281
12889004,12500,-6048309,281
12901508,12504,-6055175,281
12914008,12500,-6048812,281
12926508,12500,-6045794,281
12939008,12500,-6042685,281
12951508,12500,-6047242,281
12964012,12504,-6056036,281
12976516,12504,-6062433,281
12989020,12504,-6064445,281
13001524,12504,-6065812,281
13014024,12500,-6062835,281
13026524,12500,-6056547,281
13039028,12504,-6059048,281
13051532,12504,-6054538,281
13064036,12504,-6044096,281
13076540,12504,-6040924,281
13089044,12504,-6041042,281
13101544,12500,-6044151,281
13114044,12500,-6047777,281
13126544,12500,-6048878,281
13139044,12500,-6045634,281
13151544,12500,-6043160,281
13164044,12500,-6024060,281
13176544,12500,-6023121,281
13189044,12500,-6032718,281
13201544,12500,-6044435,281
13214044,12500,-6046560,281
13226548,12504,-6049377,281
13239048,12500,-6052515,281
13251548,12500,-6053949,281
13264048,12500,-6051910,281
13276548,12500,-6047389,281
13289048,12500,-6041943,281
13301548,12500,-6039858,281
13314052,12504,-6041405,281
13326552,12500,-6045832,281
13339052,12500,-6054870,281
13351552,12500,-6060584,281
13364052,12500,-6057099,281
13376552,12500,-6048387,281
13389052,12500,-6041567,281
13401552,12500,-6040234,281
13414052,12500,-6033869,281
13426552,12500,-6038027,281
13439052,12500,-6041331,281
13451556,12504,-6041715,281
13464056,12500,-6047991,281
13476556,12500,-6053996,281
13489056,12500,-6051440,281
13501556,12500,-6046161,281
13514056,12500,-6042852,281
13526560,12504,-6045734,281
13539064,12504,-6055966,281
13551568,12504,-6059191,281
13564068,12500,-6060215,281
13576572,12504,-6058647,281
13589072,12500,-6057776,281
13601572,12500,-6057035,281
13614072,12500,-6056791,281
13626572,12500,-6054797,281
13639072,12500,-6049180,281
13651572,12500,-6044486,281
13664076,12504,-6040310,281
13676576,12500,-6045329,281
13689080,12504,-6049137,281
13701580,12500,-6048556,281
13714080,12500,-6046365,281
13726580,12500,-6045688,281
13739080,12500,-6041152,281
13751580,12500,-6034029,281
13764080,12500,-6026251,281
13776580,12500,-6026588,281
13789080,12500,-6031506,281
13801584,12504,-6040159,281
13814084,12500,-6040360,281
13826584,12500,-6036999,281
13839084,12500,-6034460,281
13851584,12500,-6025344,281
13864084,12500,-6021908,281
13876588,12504,-6020586,281
13889088,12500,-6024425,281
13901588,12500,-6029612,281
13914092,12504,-6030195,281
13926592,12500,-6032464,281
13939092,12500,-6033565,281
13951596,12504,-6030525,281
13964096,12500,-6032877,281
13976600,12504,-6036631,281
13989104,12504,-6037115,281
14001604,12500,-6044898,281
14014104,12500,-6048670,281
14026604,12500,-6051308,281
14039104,12500,-6057355,281
14051604,12500,-6053918,281
14064104,12500,-6051377,281
14076608,12504,-6050477,281
14089108,12500,-6041749,281
14101608,12500,-6038955,281
14114112,12504,-6035172,281
14126612,12500,-6037484,281
14139112,12500,-6042727,281
14151612,12500,-6044998,281
14164116,12504,-6043386,281
14176616,12500,-6039050,281
14189116,12500,-6038552,281
14201616,12500,-6032910,281
14214120,12504,-6031415,281
14226620,12500,-6031382,281
14239120,12500,-6030190,281
14251620,12500,-6032834,281
14264120,12500,-6039826,281
14276624,12504,-6052596,281
14289124,12500,-6056203,281
14301628,12504,-6043703,281
14314128,12500,-6031416,281
14326628,12500,-6028344,281
14339128,12500,-6019662,281
14351628,12500,-6018048,281
14364128,12500,-6027911,281
14376628,12500,-6031977,281
14389132,12504,-6033065,281
14401636,12504,-6035584,281
14414136,12500,-6031283,281
14426636,12500,-6019783,281
14439136,12500,-6029093,281
14451640,12504,-6033524,281
14464140,12500,-6036833,281
14476640,12500,-6040146,281
14489140,12500,-6040529,281
14501640,12500,-6037190,281
14514140,12500,-6038472,281
14526640,12500,-6045077,281
14539140,12500,-6048453,281
14551640,12500,-6045165,281
14564144,12504,-6044309,281
14576644,12500,-6042225,281
14589144,12500,-6045863,281
14601644,12500,-6050509,281
14614144,12500,-6055873,281
14626644,12500,-6052324,281
14639144,12500,-6052867,281
14651644,12500,-6054286,281
14664148,12504,-6060166,281
14676648,12500,-6061965,281
14689152,12504,-6052815,281
14701652,12500,-6047679,281
14714156,12504,-6047390,281
14726660,12504,-6051946,281
14739164,12504,-6054524,281
14751668,12504,-6055462,281
14764168,12500,-6050505,281
14776668,12500,-6046072,281
14789168,12500,-6042043,281
14801672,12504,-6041248,281
14814172,12500,-6041649,281
14826672,12500,-6048644,281
14839176,12504,-6049115,281
14851676,12500,-6049531,281
14864176,12500,-6051716,281
14876676,12500,-6046206,281
14889176,12500,-6039862,281
14901680,12504,-6037536,281
14914180,12500,-6036489,281
14926680,12500,-6031167,281
14939184,12504,-6026547,281
14951688,12504,-6020301,281
14964188,12500,-6021633,281
14976692,12504,-6020450,281
14989192,12500,-6020270,281
15001696,12504,-6020225,281
15014196,12500,-6020142,281
15026696,12500,-6017147,281
15039196,12500,-6021081,281
15051696,12500,-6027416,281
15064196,12500,-6027772,281
15076696,12500,-6030485,281
15089196,12500,-6028022,281
15101696,12500,-6024491,281
15114196,12500,-6020438,281
15126696,12500,-6016278,281
15139196,12500,-6015798,281
15151696,12500,-6023176,281
15164196,12500,-6029408,281
15176696,12500,-6029846,281
15189196,12500,-6030540,281
15201696,12500,-6026939,281
15214196,12500,-6022979,281
15226696,12500,-6023063,281
15239200,12504,-6020070,281
15251700,12500,-6017837,281
15264200,12500,-6017222,281
15276704,12504,-6022136,281
15289208,12504,-6024855,281
15301712,12504,-6025527,281
15314212,12500,-6025694,281
15326712,12500,-6026517,281
15339216,12504,-6022603,281
15351716,12500,-6015749,281
15364216,12500,-6014457,281
15376716,12500,-6014495,281
15389220,12504,-6017939,281
15401720,12500,-6020071,281
15414220,12500,-6024023,281
15426720,12500,-6024317,281
15439220,12500,-6029483,281
15451720,12500,-6039725,281
15464224,12504,-6037133,281
15476724,12500,-6034369,281
15489224,12500,-6029364,281
15501728,12504,-6037156,281
15514232,12504,-6047106,281
15526732,12500,-6045846,281
15539232,12500,-6047382,281
15551732,12500,-6043784,281
15564232,12500,-6043836,281
15576732,12500,-6040866,281
15589232,12500,-6043082,281
15601736,12504,-6039397,281
15614236,12500,-6036757,281
15626740,12504,-6045005,281
15639240,12500,-6053071,281
15651740,12500,-6050012,281
15664240,12500,-6035757,281
15676744,12504,-6026943,281
15689244,12500,-6029089,281
15701744,12500,-6028372,281
