Time (ms),Sensor 0 (raw),Sensor 1 (raw),Sensor 2 (raw)
2600,302,285,267
2604,321,307,290
2608,338,326,311
2612,337,331,322
2616,325,325,321
2620,298,303,306
2624,267,275,283
2628,235,245,256
2632,212,221,231
2636,201,205,212
2640,207,204,205
2644,227,218,212
2648,248,237,227
2652,279,264,249
2656,308,292,275
2660,328,314,298
2664,336,327,315
2668,328,325,319
2672,308,310,310
2676,279,286,292
2680,248,259,268
2684,222,231,242
2688,210,214,221
2692,205,205,209
2696,215,211,209
2700,237,227,219
2704,267,252,239
2708,296,279,263
2712,319,304,288
2716,331,320,307
2720,329,324,315
2724,314,315,312
2728,290,296,299
2732,268,275,281
2736,240,248,257
2740,219,226,234
2744,209,212,218
2748,214,212,213
2752,229,222,217
2756,256,242,231
2760,283,269,254
2764,309,294,278
2768,324,312,298
2772,328,320,309
2776,322,319,313
2780,304,307,306
2784,278,285,290
2788,251,259,267
2792,228,235,244
2796,215,220,226
2800,214,214,216
2804,224,218,216
2808,247,235,227
2812,272,259,246
2816,292,280,267
2820,312,300,286
2824,324,313,301
2828,322,317,309
2832,309,310,307
2836,287,292,294
2840,262,269,275
2844,238,246,253
2848,222,228,235
2852,216,217,221
2856,223,218,217
2860,234,227,222
2864,257,246,236
2868,282,268,255
2872,303,289,275
2876,317,306,293
2880,320,314,304
2884,313,311,306
2888,294,297,297
2892,272,277,281
2896,248,256,262
2900,230,236,243
2904,222,223,228
2908,221,220,220
2912,230,225,222
2916,249,240,232
2920,272,259,247
2924,294,281,267
2928,310,299,286
2932,317,309,299
2936,313,309,303
2940,300,300,298
2944,285,287,289
2948,263,269,273
2952,242,248,254
2956,228,232,237
2960,223,224,226
2964,228,226,224
2968,243,235,229
2972,263,252,242
2976,284,272,260
2980,302,291,278
2984,312,303,292
2988,313,307,299
2992,307,305,300
2996,292,294,294
3000,272,277,280
3004,252,257,262
3008,235,240,245
3012,227,230,233
3016,228,227,227
3020,238,232,228
3024,256,246,238
3028,276,265,254
3032,290,280,269
3036,304,294,283
3040,311,303,293
3044,308,304,298
3048,297,297,295
3052,279,282,284
3056,260,264,268
3060,243,247,252
3064,232,235,239
3068,229,229,230
3072,233,229,227
3076,246,239,233
3080,264,254,245
3084,282,271,260
3088,297,287,275
