Times (us),interval (us),strain (raw),sensorValue0 (raw)
13473116,12500,2285164,292
13485616,12500,2282452,292
13498120,12504,2280247,292
13510620,12500,2282090,292
13523120,12500,2284871,292
13535620,12500,2284139,292
13548124,12504,2281265,292
13560624,12500,2280863,291
13573128,12504,2284695,292
13585628,12500,2282881,292
13598132,12504,2281071,292
13610632,12500,2282135,291
13623132,12500,2284326,291
13635632,12500,2284058,292
13648132,12500,2281725,292
13660632,12500,2281041,291
13673136,12504,2283109,291
13685636,12500,2283146,292
13698136,12500,2281363,292
13710640,12504,2282045,291
13723144,12504,2284026,291
13735648,12504,2284163,292
13748148,12500,2282139,292
13760648,12500,2281355,291
13773152,12504,2282920,291
13785652,12500,2283253,292
13798156,12504,2281797,291
13810660,12504,2282100,291
13823164,12504,2283683,291
13835668,12504,2283852,291
13848172,12504,2282482,291
13860672,12500,2281795,291
13873172,12500,2282642,291
13885676,12504,2283637,291
13898176,12500,2282140,291
13910676,12500,2282312,291
13923180,12504,2283459,291
13935680,12500,2283482,291
13948184,12504,2282624,291
13960684,12500,2282317,290
13973184,12500,2282974,290
13985688,12504,2283402,291
13998188,12500,2282259,291
14010688,12500,2282518,290
14023192,12504,2283151,290
14035696,12504,2283108,291
14048196,12500,2282652,291
14060696,12500,2282690,290
14073196,12500,2283046,290
14085696,12500,2282968,291
14098196,12500,2282685,291
14110696,12500,2282944,290
14123196,12500,2282665,290
14135696,12500,2282399,291
14148196,12500,2282594,291
14160696,12500,2283005,290
14173196,12500,2283016,290
14185696,12500,2282587,290
14198200,12504,2282430,290
14210700,12500,2282981,290
14223204,12504,2282820,290
14235708,12504,2282446,290
14248208,12500,2282556,290
14260712,12504,2283055,290
14273212,12500,2283215,290
14285716,12504,2282789,290
14298216,12500,2282422,290
14310720,12504,2283024,290
14323220,12500,2283012,290
14335720,12500,2282540,290
14348220,12500,2282358,290
14360720,12500,2282935,290
14373220,12500,2283242,290
14385724,12504,2282853,290
14398224,12500,2282390,290
14410724,12500,2282497,290
14423224,12500,2283089,290
14435724,12500,2282666,290
14448224,12500,2282353,290
14460724,12500,2282564,290
14473228,12504,2282979,290
14485728,12500,2283009,290
14498228,12500,2282595,290
14510732,12504,2282348,290
14523232,12500,2283144,290
14535732,12500,2282871,290
14548232,12500,2282527,290
14560732,12500,2282703,290
14573232,12500,2282762,290
14585732,12500,2282541,290
14598232,12500,2282494,290
14610732,12500,2282741,290
14623236,12504,2282782,290
14635740,12504,2282837,290
14648240,12500,2282983,290
14660740,12500,2282613,290
14673240,12500,2282401,290
14685740,12500,2282896,290
14698240,12500,2283161,290
14710740,12500,2282722,290
14723240,12500,2282127,290
14735744,12504,2283462,290
14748244,12500,2283071,290
14760744,12500,2281912,290
14773244,12500,2282000,290
14785744,12500,2283340,290
14798248,12504,2283494,290
14810748,12500,2282119,290
14823252,12504,2281456,290
14835752,12500,2282829,290
14848252,12500,2283260,290
14860756,12504,2281466,290
14873256,12500,2281672,290
14885756,12500,2283446,290
14898260,12504,2283929,290
14910760,12500,2282322,290
14923264,12504,2281292,290
14935764,12500,2282482,290
14948264,12500,2283186,290
14960764,12500,2281394,290
14973264,12500,2281659,289
14985764,12500,2283575,290
14998268,12504,2283879,290
15010768,12500,2282403,290
15023272,12504,2281429,289
15035772,12500,2282355,290
15048272,12500,2283665,290
15060776,12504,2281915,290
15073276,12500,2281545,290
15085776,12500,2282827,290
15098276,12500,2283361,290
15110776,12500,2282660,290
15123276,12500,2282303,289
15135776,12500,2282763,290
15148280,12504,2283022,290
15160780,12500,2281849,290
15173280,12500,2281901,289
15185780,12500,2282960,290
15198280,12500,2283861,290
15210780,12500,2283248,290
15223284,12504,2281811,289
15235784,12500,2281696,290
15248288,12504,2282941,290
15260788,12500,2283818,290
15273288,12500,2281233,289
15285788,12500,2281576,290
15298288,12500,2283438,290
15310788,12500,2284183,290
15323288,12500,2282693,289
15335792,12504,2281187,290
15348292,12500,2281860,290
15360792,12500,2283668,290
15373292,12500,2281802,289
15385792,12500,2281574,290
15398292,12500,2283050,290
15410796,12504,2283614,290
15423296,12500,2282328,290
15435796,12500,2281320,290
15448296,12500,2282284,290
15460800,12504,2283545,290
15473300,12500,2283026,290
15485800,12500,2281685,290
15498300,12500,2283284,290
15510804,12504,2283594,290
15523308,12504,2282029,290
15535812,12504,2281367,290
15548316,12504,2282301,290
15560820,12504,2283367,290
15573324,12504,2282845,290
15585828,12504,2281619,290
15598328,12500,2282877,290
15610832,12504,2283086,290
15623332,12500,2282097,290
15635832,12500,2281566,290
15648336,12504,2282371,290
15660836,12500,2283123,290
15673340,12504,2282528,290
15685844,12504,2281709,290
15698344,12500,2282789,290
