Times (us),interval (us),strain (raw),sensorValue0 (raw)
4216160,12500,2273811,302
4228660,12500,2260758,302
4241160,12500,2258782,302
4253660,12500,2269243,302
4266164,12504,2276615,301
4278664,12500,2271468,301
4291168,12504,2262310,301
4303668,12500,2270153,301
4316168,12500,2273800,301
4328672,12504,2268610,301
4341176,12504,2263614,301
4353676,12500,2266602,301
4366176,12500,2272290,301
4378680,12504,2271609,300
4391180,12500,2265724,301
4403684,12504,2267827,301
4416184,12500,2272782,300
4428684,12500,2271451,300
4441184,12500,2265648,300
4453684,12500,2263409,300
4466184,12500,2267779,300
4478688,12504,2272055,300
4491192,12504,2270077,300
4503692,12500,2264828,300
4516192,12500,2268816,300
4528696,12504,2272218,299
4541196,12500,2269651,299
4553696,12500,2264994,300
4566196,12500,2264839,299
4578696,12500,2269109,299
4591196,12500,2271367,299
4603696,12500,2269153,299
4616200,12504,2266272,299
4628704,12504,2268710,299
4641204,12500,2270196,299
4653704,12500,2268493,299
4666204,12500,2265771,299
4678704,12500,2265548,298
4691208,12504,2268512,299
4703712,12504,2270545,299
4716212,12500,2267828,298
4728712,12500,2268268,298
4741212,12500,2272160,298
4753716,12504,2268908,298
4766216,12500,2263200,298
4778716,12500,2267321,298
4791216,12500,2287711,298
4803720,12504,2309607,298
4816220,12500,2324105,298
4828724,12504,2349763,297
4841224,12500,2362822,298
4853728,12504,2373525,298
4866228,12500,2386687,298
4878728,12500,2411890,297
4891232,12504,2441129,297
4903736,12504,2466529,297
4916236,12500,2494994,297
4928740,12504,2533257,297
4941244,12504,2607541,297
4953744,12500,2638082,297
4966248,12504,2667730,297
4978752,12504,2696704,297
4991256,12504,2724007,297
5003756,12500,2751135,297
5016256,12500,2779143,297
5028756,12500,2807308,297
5041256,12500,2864035,297
5053756,12500,2900090,297
5066256,12500,2943782,297
5078760,12504,2992981,297
5091260,12500,3044688,296
5103764,12504,3094771,297
5116264,12500,3140895,297
5128764,12500,3182747,296
5141268,12504,3266519,296
5153768,12500,3309878,296
5166268,12500,3351973,296
5178768,12500,3390806,296
5191272,12504,3424229,296
5203772,12500,3453494,296
5216272,12500,3481323,296
5228776,12504,3508360,296
5241276,12500,3535726,296
5253776,12500,3596241,296
5266276,12500,3631646,296
5278776,12500,3669214,296
5291276,12500,3706750,296
5303780,12504,3742305,296
5316280,12500,3774477,296
5328784,12504,3803339,296
5341284,12500,3829527,295
5353784,12500,3875229,295
5366288,12504,3896848,296
5378788,12500,3916726,295
5391288,12500,3935215,295
5403792,12504,3953139,295
5416292,12500,3971606,295
5428792,12500,3992345,295
5441292,12500,4016762,295
5453792,12500,4043808,295
5466292,12500,4100628,295
5478792,12500,4128874,295
5491296,12504,4157214,294
5503800,12504,4184332,295
5516300,12500,4209176,295
5528804,12504,4231668,295
5541308,12504,4251611,294
5553812,12504,4269786,295
5566312,12500,4306567,295
5578812,12500,4325598,294
5591312,12500,4345129,294
5603816,12504,4364753,294
5616316,12500,4383144,294
5628816,12500,4399936,294
5641316,12500,4414631,294
5653816,12500,4427302,294
5666316,12500,4438737,294
5678820,12504,4457550,294
5691320,12500,4464682,294
5703820,12500,4471179,294
5716324,12504,4477538,294
5728828,12504,4484023,294
5741328,12500,4491380,294
5753828,12500,4500216,294
5766332,12504,4510760,294
5778832,12500,4534337,294
5791336,12504,4545969,293
5803836,12500,4556712,294
5816336,12500,4567148,294
5828836,12500,4577532,294
5841336,12500,4588624,293
5853840,12504,4600265,293
5866340,12500,4612262,294
5878840,12500,4624652,294
5891340,12500,4648013,293
5903840,12500,4658987,293
5916340,12500,4670233,294
5928840,12500,4682079,293
5941340,12500,4694180,293
5953844,12504,4706200,293
5966344,12500,4717513,293
5978848,12504,4727917,293
5991352,12504,4745288,293
6003852,12500,4752284,293
6016356,12504,4758132,293
6028856,12500,4762477,293
6041360,12504,4765913,293
6053860,12500,4768241,293
6066360,12500,4768551,293
6078860,12500,4767298,293
6091360,12500,4765748,293
6103860,12500,4764977,293
6116360,12500,4767282,293
6128860,12500,4770872,293
6141364,12504,4774636,292
6153868,12504,4778006,293
6166368,12500,4780738,293
6178868,12500,4783424,293
6191368,12500,4786522,292
6203868,12500,4794233,292
6216372,12504,4798241,293
6228872,12500,4801655,293
6241376,12504,4804645,292
6253876,12500,4807266,292
6266376,12500,4809274,293
6278876,12500,4810702,292
6291376,12500,4811444,292
6303876,12500,4810963,292
6316376,12500,4806435,292
6328880,12504,4802255,292
6341380,12500,4797120,292
6353880,12500,4791459,292
6366384,12504,4785086,292
6378884,12500,4778319,292
6391384,12500,4771528,292
6403884,12500,4764952,292
6416392,12508,4749948,292
6428892,12500,4741084,292
6441392,12500,4731224,292
6453896,12504,4720678,292
6466400,12504,4709075,292
6478904,12504,4697498,292
6491408,12504,4686854,292
6503908,12500,4676785,292
6516408,12500,4655738,292
6528908,12500,4643870,292
6541412,12504,4630982,292
6553912,12500,4616887,292
6566412,12500,4600353,292
6578912,12500,4580712,292
6591416,12504,4558190,292
6603916,12500,4532298,292
6616420,12504,4502166,292
6628920,12500,4429181,292
6641420,12500,4387709,292
6653920,12500,4344244,292
6666420,12500,4299212,292
6678920,12500,4251768,292
6691420,12500,4200164,292
6703924,12504,4142989,292
6716424,12500,4080345,292
6728924,12500,3937891,292
6741428,12504,3857658,292
6753932,12504,3771487,292
6766436,12504,3679505,292
6778940,12504,3582290,292
6791440,12500,3481690,292
6803944,12504,3379969,292
6816448,12504,3279026,292
6828948,12500,3180760,292
6841452,12504,2995762,292
6853956,12504,2910573,292
6866460,12504,2831469,292
6878960,12500,2758558,292
6891460,12500,2692519,292
6903960,12500,2633942,292
6916464,12504,2581751,292
6928964,12500,2535387,292
6941464,12500,2453921,292
6953964,12500,2414139,292
6966464,12500,2378388,292
6978964,12500,2347188,292
6991464,12500,2319201,292
7003964,12500,2295044,292
7016464,12500,2274591,292
7028964,12500,2258558,292
7041464,12500,2254514,292
7053964,12500,2281467,292
7066468,12504,2276719,292
7078972,12504,2261044,292
7091476,12504,2256023,292
7103980,12504,2267528,292
7116484,12504,2279693,292
7128988,12504,2277095,292
7141492,12504,2263617,292
7153992,12500,2265350,292
7166496,12504,2277338,292
7178996,12500,2277653,292
7191500,12504,2266441,292
7204000,12500,2258210,292
7216504,12504,2263757,292
7229004,12500,2275105,292
7241508,12504,2277489,292
7254008,12500,2268228,292
7266512,12504,2262738,292
7279012,12500,2273842,292
7291512,12500,2277854,292
7304016,12504,2270056,292
7316516,12500,2260736,292
7329020,12504,2262290,292
7341520,12500,2272542,292
7354020,12500,2277561,292
7366520,12500,2261455,292
7379020,12500,2262323,292
7391520,12500,2272009,292
7404020,12500,2277310,291
7416524,12504,2271488,292
7429024,12500,2262008,292
7441524,12500,2261775,292
7454028,12504,2271102,291
7466528,12500,2276844,292
7479028,12500,2263021,292
7491528,12500,2262396,292
7504028,12500,2270602,291
7516528,12500,2276254,292
7529028,12500,2272031,292
7541532,12504,2263697,292
7554032,12500,2262473,291
7566532,12500,2269827,292
7579032,12500,2272104,292
7591532,12500,2264625,292
7604036,12504,2263023,291
7616540,12504,2269338,292
7629040,12500,2274654,292
7641540,12500,2271929,292
7654044,12504,2265112,291
7666544,12500,2263592,292
7679044,12500,2274259,292
7691544,12500,2272117,291
7704044,12500,2265907,291
7716544,12500,2263917,291
7729048,12504,2268384,292
7741552,12504,2273367,291
7754052,12500,2272160,291
7766552,12500,2266328,291
7779056,12504,2263996,292
7791560,12504,2273671,291
7804060,12500,2272377,291
7816564,12504,2266313,291
7829064,12500,2263636,292
7841564,12500,2268048,291
7854064,12500,2273405,291
7866568,12504,2272419,291
7879068,12500,2266531,291
7891568,12500,2268173,291
7904072,12504,2273164,291
7916572,12500,2272287,291
7929072,12500,2266819,291
7941576,12504,2264102,291
7954076,12500,2267828,290
7966576,12500,2272860,291
7979080,12504,2272277,291
7991580,12500,2267086,291
8004080,12500,2267894,290
8016580,12500,2272223,291
8029080,12500,2271675,291
8041580,12500,2267221,291
8054080,12500,2264909,290
8066580,12500,2267816,291
8079080,12500,2272013,291
8091580,12500,2271563,291
8104084,12504,2264831,290
8116588,12504,2267881,290
8129088,12500,2272059,291
8141588,12500,2271506,291
8154088,12500,2267295,290
8166588,12500,2265229,290
8179088,12500,2268057,291
8191592,12504,2271971,291
8204092,12500,2271353,290
8216596,12504,2265425,290
8229096,12500,2268052,291
8241596,12500,2271426,290
8254096,12500,2271128,290
8266596,12500,2267512,290
8279096,12500,2265537,291
8291600,12504,2268187,290
8304100,12500,2271523,290
8316600,12500,2267293,290
8329100,12500,2265768,291
8341600,12500,2268207,290
8354100,12500,2271369,290
8366600,12500,2270895,290
8379104,12504,2267378,291
8391604,12500,2265661,291
8404104,12500,2268335,290
8416604,12500,2271690,290
8429108,12504,2267463,291
8441608,12500,2265644,291
8454108,12500,2268089,290
8466608,12500,2271224,290
8479108,12500,2271135,291
8491608,12500,2267824,291
8504108,12500,2265687,290
8516616,12508,2267650,290
8529116,12500,2271181,291
8541616,12500,2268277,291
8554120,12504,2266335,290
8566620,12500,2267850,290
8579120,12500,2270292,291
8591620,12500,2270593,291
8604120,12500,2268467,290
8616620,12500,2266770,290
8629124,12504,2267677,291
8641624,12500,2270391,291
8654128,12504,2268621,290
8666632,12504,2267050,290
8679132,12500,2267667,291
8691636,12504,2269506,291
8704136,12500,2270137,290
8716636,12500,2268596,290
8729136,12500,2267211,291
8741640,12504,2269806,291
8754140,12500,2270113,290
8766644,12504,2268426,290
8779144,12500,2267126,291
8791644,12500,2268012,291
8804144,12500,2269979,290
8816648,12504,2270339,290
8829152,12504,2268686,291
8841652,12500,2267363,291
8854156,12504,2269473,290
8866660,12504,2270034,290
8879164,12504,2268952,291
8891668,12504,2267750,291
8904168,12500,2268163,290
8916668,12500,2269546,290
8929168,12500,2269820,290
8941668,12500,2268638,291
8954168,12500,2268358,290
8966668,12500,2269434,290
8979168,12500,2269691,290
8991668,12500,2268442,290
9004168,12500,2267622,290
9016668,12500,2268436,290
9029168,12500,2269775,290
9041668,12500,2269845,290
9054168,12500,2268585,290
9066668,12500,2268594,290
9079168,12500,2269686,290
9091668,12500,2269359,290
9104168,12500,2267929,290
9116668,12500,2267708,290
9129168,12500,2268839,290
9141668,12500,2269836,290
9154168,12500,2269236,290
9166672,12504,2267770,290
9179172,12500,2268928,290
9191676,12504,2269816,290
9204180,12504,2269345,290
9216684,12504,2268156,290
9229188,12504,2267653,290
9241688,12500,2268559,290
9254188,12500,2269593,290
9266688,12500,2268244,290
9279188,12500,2268075,290
9291688,12500,2268941,290
9304188,12500,2269594,290
9316692,12504,2269308,290
9329192,12500,2268287,290
9341692,12500,2267761,290
9354192,12500,2268357,290
9366696,12504,2269062,290
9379196,12500,2268429,290
9391696,12500,2268122,290
9404196,12500,2268647,290
9416696,12500,2269253,290
9429200,12504,2269108,290
9441700,12500,2268364,290
9454204,12504,2268066,290
9466704,12500,2268725,290
9479208,12504,2269258,290
9491708,12500,2268328,290
9504208,12500,2267739,290
9516708,12500,2268285,290
9529208,12500,2269289,290
9541708,12500,2269287,290
9554212,12504,2268307,290
9566712,12500,2268014,290
9579212,12500,2268487,290
9591712,12500,2268756,290
9604212,12500,2268725,290
9616716,12504,2268682,290
9629220,12504,2268879,290
9641724,12504,2269140,290
9654224,12500,2269620,290
9666728,12504,2269336,290
9679232,12504,2268047,290
9691732,12500,2268563,290
9704232,12500,2270231,290
9716740,12508,2269222,290
9729240,12500,2266903,290
9741740,12500,2266755,290
9754240,12500,2269083,290
9766744,12504,2270771,289
9779244,12500,2269040,290
9791744,12500,2266239,290
9804244,12500,2269960,290
9816744,12500,2271229,289
9829248,12504,2268476,289
9841748,12500,2265518,290
9854248,12500,2266582,289
9866752,12504,2269944,289
9879256,12504,2270695,290
9891756,12500,2268185,290
9904256,12500,2268502,290
9916756,12500,2270716,289
9929256,12500,2269789,290
9941756,12500,2267223,290
9954256,12500,2266807,290
9966756,12500,2269108,290
9979260,12504,2270458,290
9991760,12500,2269034,290
10004260,12500,2266908,290
10016760,12500,2269131,290
10029260,12500,2270119,290
10041760,12500,2268621,290
10054260,12500,2266905,290
10066764,12504,2267284,290
10079264,12500,2268980,290
10091764,12500,2269860,290
10104264,12500,2268914,290
10116764,12500,2267517,290
10129264,12500,2268937,290
10141768,12504,2269637,290
10154268,12500,2268680,290
10166768,12500,2267357,290
10179272,12504,2267523,290
10191772,12500,2269033,290
10204272,12500,2269809,290
10216772,12500,2268458,289
10229272,12500,2268125,290
10241772,12500,2269858,290
10254272,12500,2269956,290
10266772,12500,2268398,289
10279276,12504,2266479,290
10291776,12500,2265910,290
10304276,12500,2268354,290
10316776,12500,2271460,289
10329280,12504,2265802,290
10341780,12500,2263472,290
10354280,12500,2268515,290
10366780,12500,2274695,289
10379280,12500,2272036,290
10391780,12500,2263295,290
10404280,12500,2261375,290
10416784,12504,2270053,289
10429284,12500,2276294,290
10441784,12500,2261623,290
10454284,12500,2262966,290
10466784,12500,2272506,289
10479284,12500,2276053,290
10491784,12500,2268464,290
10504288,12504,2260898,290
10516792,12504,2263944,289
10529296,12504,2273093,290
10541796,12500,2267920,290
10554300,12504,2261570,290
10566800,12500,2265036,289
10579300,12500,2272993,290
10591800,12500,2274336,290
10604300,12500,2267419,290
10616800,12500,2262082,289
10629300,12500,2265576,290
10641800,12500,2273566,290
10654304,12504,2267425,290
10666804,12500,2263200,289
10679304,12500,2266505,290
10691804,12500,2272415,290
10704304,12500,2272815,290
10716808,12504,2267056,289
10729308,12500,2263286,289
10741808,12500,2267235,290
10754308,12500,2272294,290
10766808,12500,2265759,289
10779308,12500,2262998,289
10791808,12500,2267858,290
10804312,12504,2273274,290
10816812,12500,2271849,289
10829316,12504,2266029,289
10841816,12500,2264231,290
10854320,12504,2273778,290
10866824,12504,2271652,289
10879328,12504,2266325,289
10891828,12500,2265271,290
10904328,12500,2269673,290
10916828,12500,2273159,289
10929328,12500,2271010,289
10941832,12504,2266219,290
10954332,12500,2265429,290
10966832,12500,2273067,289
10979336,12504,2270773,289
10991836,12500,2266425,290
11004336,12500,2265918,290
11016836,12500,2269963,289
11029340,12504,2272890,289
11041840,12500,2270624,290
11054340,12500,2266688,290
11066840,12500,2270563,289
11079340,12500,2273631,289
11091840,12500,2271377,290
11104340,12500,2267635,289
11116840,12500,2267666,289
11129340,12500,2271430,289
11141840,12500,2273738,290
11154344,12504,2271501,290
11166844,12500,2268051,289
11179348,12504,2271574,289
11191848,12500,2273455,290
11204348,12500,2271142,290
11216852,12504,2267858,289
11229352,12500,2268331,289
11241856,12504,2271820,290
11254356,12500,2273300,290
11266856,12500,2270511,289
11279356,12500,2269062,289
11291856,12500,2272669,290
11304356,12500,2273371,290
11316860,12504,2270373,289
11329360,12500,2267849,289
11341860,12500,2269054,290
11354360,12500,2272301,290
11366864,12504,2273263,289
11379364,12500,2270862,289
11391868,12504,2268232,290
11404368,12500,2271864,290
11416868,12500,2272543,289
11429372,12504,2268665,289
11441876,12504,2267456,290
11454380,12504,2272450,290
11466880,12500,2275096,289
11479380,12500,2270229,289
11491880,12500,2269237,290
11504384,12504,2274296,290
11516884,12500,2273488,289
11529384,12500,2280324,289
11541884,12500,2310041,289
11554384,12500,2341439,290
11566884,12500,2369407,289
11579384,12500,2403665,289
11591888,12504,2448850,289
11604392,12504,2540078,290
11616892,12500,2576234,289
11629396,12504,2607059,289
11641896,12500,2632636,289
11654396,12500,2653872,290
11666900,12504,2675750,289
11679400,12500,2702527,289
11691904,12504,2732606,289
11704404,12500,2809040,289
11716904,12500,2858584,289
11729404,12500,2913851,289
11741908,12504,2974303,289
11754408,12500,3040433,289
11766908,12500,3111123,289
11779408,12500,3180873,289
11791908,12500,3245292,289
11804408,12500,3302927,289
11816908,12500,3408177,289
11829408,12500,3464708,289
11841908,12500,3525037,289
11854412,12504,3590198,289
11866912,12500,3655194,289
11879416,12504,3712959,288
11891920,12504,3760485,289
11904424,12504,3798345,289
11916924,12500,3855580,289
11929424,12500,3883570,289
11941928,12504,3916603,289
11954428,12500,3954200,290
11966928,12500,3993945,289
11979428,12500,4033643,289
11991932,12504,4072382,289
12004436,12504,4110822,290
12016940,12504,4192582,289
12029440,12500,4234479,289
12041940,12500,4274072,289
12054440,12500,4307766,290
12066940,12500,4332803,289
12079440,12500,4349694,289
12091944,12504,4361730,289
12104444,12500,4374056,290
12116944,12500,4391834,289
12129444,12500,4445878,289
12141948,12504,4478321,289
12154448,12500,4511075,289
12166948,12500,4541914,289
12179448,12500,4570265,289
12191952,12504,4595505,289
12204456,12504,4617049,290
12216956,12500,4634772,289
12229456,12500,4659815,289
12241960,12504,4665806,289
12254464,12504,4667652,290
12266964,12500,4667662,289
12279464,12500,4669705,289
12291964,12500,4676623,289
12304464,12500,4687712,290
12316964,12500,4700392,289
12329468,12504,4712383,289
12341968,12500,4730811,289
12354468,12500,4738424,290
12366968,12500,4747423,289
12379468,12500,4757524,289
12391968,12500,4769106,289
12404468,12500,4781696,290
12416968,12500,4794477,290
12429468,12500,4806405,289
12441968,12500,4825634,289
12454468,12500,4834827,290
12466972,12504,4844397,290
12479472,12500,4854824,289
12491976,12504,4864170,289
12504476,12500,4869959,290
12516976,12500,4872083,289
12529476,12500,4872712,289
12541976,12500,4873566,289
12554476,12500,4877525,290
12566976,12500,4880200,289
12579476,12500,4882639,289
12591980,12504,4885006,289
12604484,12504,4887266,290
12616988,12504,4889350,290
12629488,12500,4892330,289
12641988,12500,4895931,289
12654488,12500,4900868,290
12666988,12500,4901284,290
12679488,12500,4900418,289
12691988,12500,4898982,289
12704488,12500,4898234,290
12716988,12500,4898867,290
12729488,12500,4900938,289
12741988,12500,4903831,289
12754488,12500,4907339,290
12766988,12500,4915739,290
12779488,12500,4919871,289
12791992,12504,4924724,289
12804496,12504,4930065,290
12816996,12500,4936131,290
12829496,12500,4942403,289
12841996,12500,4948751,289
12854496,12500,4954987,290
12867000,12504,4966670,290
12879500,12500,4971883,289
12892000,12500,4976712,289
12904504,12504,4981337,290
12917004,12500,4985544,290
12929504,12500,4989039,289
12942004,12500,4991264,289
12954504,12500,4992132,290
12967004,12500,4992174,290
12979504,12500,4988420,289
12992008,12504,4984287,289
13004508,12500,4979514,290
13017008,12500,4974377,290
13029508,12500,4969156,289
13042008,12500,4963695,289
13054508,12500,4957676,290
13067008,12500,4952110,290
13079508,12500,4943108,289
13092012,12504,4940232,289
13104516,12504,4938204,290
13117020,12504,4935961,290
13129520,12500,4932696,289
13142020,12500,4928964,289
13154520,12500,4925590,290
13167020,12500,4923218,290
13179520,12500,4921956,289
13192024,12504,4921376,289
13204528,12504,4919763,290
13217032,12504,4916855,290
13229536,12504,4913517,289
13242040,12504,4911050,289
13254540,12500,4909401,290
13267040,12500,4908673,290
13279540,12500,4908489,289
13292044,12504,4907762,289
13304548,12504,4908007,290
13317048,12500,4908219,290
13329548,12500,4908334,289
13342052,12504,4908738,289
13354552,12500,4908950,290
13367056,12504,4908531,290
13379556,12500,4907345,289
13392056,12500,4905510,289
13404560,12504,4901480,290
13417060,12500,4899466,290
13429560,12500,4897194,289
13442064,12504,4893630,289
13454564,12500,4888748,290
13467064,12500,4883102,290
13479564,12500,4876933,289
13492064,12500,4869744,289
13504568,12504,4851412,290
13517068,12500,4839673,290
13529568,12500,4825387,289
