"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
3.177783667E0,4.362903248E-1,5.177550416E0,-1.874683996E0,5.523750324E0
3.187736667E0,9.115194514E-1,9.159043515E0,2.677553483E0,9.585835304E0
3.197688667E0,8.214592472E-2,1.016035230E1,7.104389237E0,1.239805845E1
3.207640667E0,-1.906642392E0,6.746516835E0,8.220362504E0,1.080394068E1
3.217592667E0,-1.606696748E0,4.550983837E0,7.011498030E0,8.511993477E0
3.227545667E0,8.204606889E-1,5.731678764E0,1.595822096E0,6.005992454E0
3.237497667E0,2.778922568E0,5.922026684E0,-2.892369077E0,7.152524698E0
3.247449667E0,4.269231657E0,3.537302345E0,-2.238663815E0,5.979169048E0
3.257401667E0,4.362995561E0,8.760766268E-1,-1.644487302E0,4.744215321E0
3.267354667E0,5.378856018E0,-6.652938581E-1,-6.078145587E-1,5.453819443E0
3.277306667E0,5.302872620E0,-3.786253399E-1,1.222775584E0,5.455180593E0
3.287258667E0,4.144931547E0,2.790460879E-1,1.250699548E0,4.338499004E0
3.297210667E0,4.186310830E0,1.327715564E0,6.350041115E-1,4.437483207E0
3.307163667E0,4.696524835E0,3.192901343E0,-1.512463824E-1,5.681094963E0
3.317115667E0,8.342427224E-1,3.296909276E0,-6.000845397E-1,3.453356795E0
3.327067667E0,9.059550217E-1,1.916353594E0,-1.051369135E0,2.366123973E0
3.337019667E0,7.287579288E-1,-5.719313657E-1,-9.911218373E-1,1.356656221E0
3.346972667E0,-3.691444890E0,-3.834132155E0,-9.450152993E-1,5.405588652E0
3.356924667E0,-5.349390144E0,-5.718033117E0,-5.980345058E-1,7.852994519E0
3.366876667E0,-5.932704869E0,-4.712623681E0,2.078415023E0,7.856565282E0
3.376828667E0,-5.097380996E0,1.699768049E-1,2.767133996E0,5.802518047E0
3.386781667E0,-1.541504386E-1,4.684046584E-1,2.671976409E0,2.717098307E0
3.396733667E0,-3.015444195E-1,-4.497853696E-2,6.728047527E-2,3.122158998E-1
3.406685667E0,1.935282201E-3,3.226218778E-1,-2.583486255E-1,4.133190458E-1
3.416637667E0,1.086894625E0,2.718627834E-1,-9.198535609E-1,1.449613698E0
3.426590667E0,1.377558838E0,-9.624049187E-2,-1.419508663E0,1.980387697E0
3.436542667E0,2.050914837E0,5.974509537E-2,-1.522810253E0,2.555146221E0
3.446494667E0,2.353392326E0,-6.342591763E-2,-1.967060648E0,3.067866666E0
3.456446667E0,2.356133062E0,-3.257834673E-2,-1.774004298E0,2.949494127E0
3.466399667E0,2.319520575E0,1.859128064E-1,-9.796681651E-1,2.524775036E0
3.476351667E0,2.098929687E0,3.832493180E-1,-1.764958656E-1,2.140919583E0
3.486303667E0,1.703285733E0,4.172122854E-1,7.075668152E-1,1.891004807E0
3.496255667E0,1.429636479E0,3.018297637E-1,1.167718129E0,1.870435056E0
3.506208667E0,8.276052555E-1,1.363781190E-1,1.322195792E0,1.565800486E0
3.516160667E0,-1.158093685E-1,4.098898172E-3,1.268965080E0,1.274245261E0
3.526112667E0,-1.085902791E0,-2.195062298E-1,1.094045697E0,1.557017612E0
3.536065667E0,-2.006646298E0,-5.065729433E-1,8.220647264E-1,2.226889294E0
3.546017667E0,-2.755922253E0,-7.084854859E-1,4.781899738E-1,2.885433208E0
3.555969667E0,-3.235293072E0,-9.438365006E-1,1.360179305E-1,3.372899269E0
3.565921667E0,-3.183180347E0,-1.069698987E0,-5.800017659E-1,3.407828501E0
3.575874667E0,-3.400749979E0,-3.525169373E-1,-1.581437945E0,3.767003396E0
3.585826667E0,-1.930674741E0,-1.162040555E-1,2.259603864E0,2.974360092E0
3.595778667E0,-1.821067075E-1,-4.159984034E-1,9.360573649E-2,4.636588816E-1
3.605730667E0,1.036816877E0,-1.632343805E-1,3.574776419E-1,1.108794374E0
3.615683667E0,1.665277224E0,1.016187608E-2,8.284276664E-1,1.859984918E0
3.625635667E0,1.835262215E0,3.394454867E-1,8.846673560E-1,2.065441107E0
3.635588417E0,1.546269721E0,6.104417127E-1,5.756865207E-1,1.759262375E0
3.645540417E0,2.066119498E-1,1.004746946E0,1.746586704E-1,1.040533793E0
3.655493417E0,-2.875312749E-1,3.070934272E-1,-1.837627121E-1,4.590744399E-1
3.665445417E0,-5.291766711E-1,-3.288152486E-1,-1.213208297E0,1.363826158E0
3.675397417E0,-1.173540567E-1,-8.174775857E-1,-1.574940519E0,1.778336081E0
3.685349417E0,2.189191693E-1,-4.300211960E-1,-1.330369030E0,1.415176875E0
3.695302417E0,1.342071940E-1,-6.991457283E-2,-7.651245403E-1,7.799456267E-1
3.705254417E0,9.200973898E-2,8.799416363E-2,-3.542711750E-1,3.764529590E-1
3.715206417E0,2.354868163E-1,1.026022625E-1,2.561700992E-1,3.627731862E-1
3.725158417E0,7.245773157E-1,-3.380515105E-1,4.097471452E-1,8.984341006E-1
3.735111417E0,1.344295928E0,-1.060660946E0,4.068843484E-1,1.760025016E0
3.745063417E0,1.416393705E0,-1.291979721E0,1.474865862E-1,1.922793546E0
3.755015417E0,9.190552698E-1,-1.010926868E0,-2.358393303E-1,1.386454439E0
3.764967417E0,5.997369227E-1,-7.836929584E-1,-6.369524769E-1,1.174549908E0
3.774920417E0,5.415331534E-1,-5.087820214E-1,-9.583737751E-1,1.212681984E0
3.784872417E0,3.648506154E-1,-2.914217198E-1,-8.751328131E-1,9.919173508E-1
3.794824417E0,1.726146300E-1,-4.009780759E-1,-8.241030657E-1,9.325905268E-1
3.804776417E0,-1.218630786E0,3.802689922E-1,-4.077030317E-1,1.340107182E0
3.814729417E0,-2.922392190E0,-7.540259403E-1,-4.705418158E-1,3.054560661E0
3.824681417E0,-6.070348325E-1,-2.224003091E0,-2.292726002E0,3.251349498E0
3.834633417E0,6.267456503E-1,-8.524743408E-1,-6.089126658E-1,1.220777312E0
3.844585417E0,9.742801751E-1,2.157780451E-1,-1.162297468E-1,1.004634948E0
3.854538417E0,1.403938405E0,2.948148590E-1,3.891041350E-1,1.486391898E0
3.864490417E0,1.569213903E0,1.874874616E-1,7.715705109E-1,1.758665651E0
3.874442417E0,1.108488539E0,4.164819682E-1,2.449222855E-1,1.209210898E0
3.884394417E0,2.310243675E-1,5.526911026E-1,-3.279995986E-1,6.829520115E-1
3.894347417E0,-2.339374503E-1,3.032950759E-3,-1.342658708E0,1.362889701E0
3.904299417E0,-3.817066763E-1,-2.834712607E-1,-1.770135781E0,1.832876598E0
3.914251417E0,-4.305803360E-1,-5.392249650E-1,-1.958570491E0,2.076574429E0
3.924203417E0,-3.493035999E-1,-1.185417724E-1,-2.070673310E0,2.103272001E0
3.934156417E0,5.924384281E-2,-1.124203223E-1,-1.355875754E0,1.361817617E0
3.944108417E0,1.342681805E0,-7.088088369E-1,-4.780005240E-1,1.591756544E0
3.954060417E0,1.761654687E0,5.009765732E-1,-1.380855060E-1,1.836701491E0
3.964012417E0,2.277968360E0,8.854333413E-1,3.407441533E-1,2.467638270E0
3.973965417E0,2.121541454E0,-1.095224422E-1,4.347837166E-1,2.168402681E0
3.983917417E0,1.855603070E0,-1.661374646E0,8.720022869E-1,2.638904404E0
3.993869417E0,2.622695491E0,-3.731895343E0,1.987026551E0,4.975324010E0
4.003821417E0,2.014030308E0,-1.970694108E0,2.335655674E0,3.659950926E0
4.013774417E0,1.934475577E0,-7.215943587E-1,1.949776863E0,2.839810556E0
4.023726417E0,2.190427794E0,-3.323130530E-1,9.692274499E-1,2.418224088E0
4.033678417E0,2.966431080E0,-1.025668868E0,1.033657334E0,3.304566153E0
4.043630417E0,3.426390312E0,-1.213452784E0,1.630364522E0,3.983805556E0
4.053583417E0,3.204364517E0,-6.699330389E-1,2.174766612E0,3.930187279E0
4.063535417E0,1.965795311E0,-1.060006642E-1,2.580078059E0,3.245364407E0
4.073487417E0,5.854526134E-1,1.545290458E-1,1.867286684E0,1.963006253E0
4.083439417E0,-4.631877726E-1,5.630903757E-1,1.249103258E0,1.446330748E0
4.093392417E0,-1.415469992E0,1.324539356E0,1.022162878E0,2.191523842E0
4.103344417E0,-1.659574288E0,1.122680023E0,9.375899202E-1,2.212164576E0
4.113296417E0,-1.081743667E0,7.047268957E-1,6.031560820E-1,1.424993550E0
4.123248417E0,-1.083689474E0,8.358594775E-1,5.708618734E-1,1.482878019E0
4.133201417E0,-1.233436228E0,3.198567295E-1,6.375552517E-1,1.424833308E0
4.143153417E0,-1.341871819E0,5.773774624E-2,1.106318929E0,1.740084825E0
4.153105417E0,-1.500959500E0,-5.975146884E-1,1.700266816E0,2.345380666E0
4.163057417E0,-1.780110838E0,-2.369350255E-2,1.545614394E0,2.357600440E0
4.173010417E0,-1.344093761E0,8.148176873E-1,9.422472274E-1,1.832578986E0
4.182962417E0,-9.017950201E-1,1.197705647E0,5.048994702E-1,1.581978682E0
4.192914417E0,-1.446138638E0,1.817738548E0,3.183434701E-1,2.344532566E0
4.202866417E0,-1.445984564E0,1.000943332E0,5.237801296E-1,1.834967176E0
4.212819417E0,-2.764551574E0,1.465049118E0,3.857414013E-1,3.152445202E0
4.222771417E0,-2.287895909E0,-1.036148248E0,8.596640772E-1,2.654636173E0
4.232723417E0,-1.496769093E0,-1.403362747E0,9.793612593E-1,2.273520001E0
4.242675417E0,-8.379456179E-1,-6.802451885E-1,1.237972498E0,1.642395288E0
4.252628417E0,-9.294631675E-1,2.062827516E-1,1.355018553E0,1.656058462E0
4.262580417E0,-4.015520386E0,1.024647360E0,1.053093479E0,4.275898976E0
4.272532417E0,-2.722196682E0,2.417209715E0,9.866977608E-1,3.771847035E0
4.282484417E0,-1.731045390E0,2.251878523E0,8.700820613E-1,2.970608997E0
4.292437417E0,-3.430662288E-1,2.417233688E0,1.386677717E0,2.807772824E0
4.302389417E0,2.526181349E-1,5.936558184E0,-6.958198321E-1,5.982533262E0
4.312341417E0,5.981456029E-1,1.574541155E0,3.836229551E-1,1.727461890E0
4.322293417E0,5.937340249E-1,-3.669909595E0,2.451290796E0,4.453042004E0
4.332246417E0,1.432871744E0,-3.696546586E0,2.003561307E0,4.442053130E0
4.342198417E0,2.255228246E0,-1.820644029E0,2.166592205E0,3.618690496E0
4.352150417E0,1.640729735E0,-7.442581666E-1,1.272982117E0,2.205991331E0
4.362102417E0,9.798242126E-1,-2.599537593E-1,1.269002502E0,1.624191736E0
4.372055417E0,7.145205434E-1,-9.748594880E-2,1.057210504E0,1.279741054E0
4.382007417E0,3.058511862E-1,-4.437586445E-1,7.267773306E-1,9.048049353E-1
4.391959417E0,-4.068668067E-2,-4.825034648E-1,7.934695029E-1,9.295476597E-1
4.401911417E0,-1.198468709E-1,-4.540924287E-1,8.711111712E-1,9.896453299E-1
4.411864417E0,-1.066925360E-1,-6.124730355E-1,7.738848388E-1,9.926753045E-1
4.421816417E0,-2.019581509E-1,-5.702842051E-1,9.526997101E-1,1.128560103E0
4.431768417E0,-1.275021918E-1,-2.806008625E-1,1.119661106E0,1.161307300E0
4.441720417E0,2.736467689E-2,7.759606004E-2,9.689456141E-1,9.724328137E-1
4.451673417E0,1.621770577E-1,4.674772900E-1,9.113259816E-1,1.036991543E0
4.461625417E0,1.792652531E-1,6.885646069E-1,1.006881180E0,1.232909956E0
4.471577417E0,1.001620732E-1,6.103738850E-1,8.761678433E-1,1.072501194E0
4.481529417E0,-2.173585474E-2,2.905253416E-1,6.899644303E-1,7.489514915E-1
4.491482417E0,-1.892708623E-1,-2.803067476E-1,7.697122657E-1,8.407450886E-1
4.501434417E0,-3.897259864E-1,-8.103445673E-1,1.163191288E0,1.470224008E0
4.511386417E0,-4.864653920E-1,-1.052253234E0,1.646026289E0,2.013277922E0
4.521338417E0,-5.372671710E-1,-9.150670302E-1,1.977852269E0,2.244527407E0
4.531291417E0,-4.882885538E-1,-3.981766748E-1,1.945607214E0,2.045081369E0
4.541243417E0,-4.083921991E-1,2.211528057E-1,1.085136806E0,1.180345136E0
4.551195417E0,-2.980182561E-1,6.622410268E-1,1.369897377E-1,7.390157284E-1
4.561147417E0,-1.022561073E-1,9.531394207E-1,1.206139890E-1,9.661670669E-1
4.571100417E0,7.472712368E-2,9.802634847E-1,2.280776815E-1,1.009217554E0
4.581052417E0,1.366602471E-1,5.548259211E-1,2.417695399E-1,6.204517195E-1
4.591004417E0,2.007387140E-1,-1.755632347E-1,3.662567246E-1,4.530590127E-1
4.600956417E0,2.385509035E-1,-8.648663449E-1,5.340425412E-1,1.044079386E0
4.610909417E0,1.705200112E-1,-1.334761459E0,7.622114575E-1,1.546490068E0
4.620861417E0,9.908720881E-2,-1.502029248E0,7.475653517E-1,1.680703452E0
4.630812542E0,-2.502520591E-2,-1.348598310E0,4.212486184E-1,1.413079637E0
4.640764542E0,-2.776526964E-1,-9.660044646E-1,5.332309842E-1,1.137800918E0
4.650717542E0,-4.613260192E-1,-5.282544190E-1,8.807321799E-1,1.125861270E0
4.660669542E0,-3.027451453E-1,1.515212381E-1,1.330485975E0,1.372882456E0
4.670621542E0,-2.624616301E-1,9.599999589E-1,1.667103163E0,1.941576417E0
4.680573542E0,-1.360261166E-1,1.429318537E0,9.476652575E-1,1.720326720E0
4.690526542E0,1.235224307E-2,1.528359845E0,1.555616641E-1,1.536305902E0
4.700478542E0,2.267813355E-2,1.088053982E0,1.334346306E-1,1.096439951E0
4.710430542E0,1.540621457E-1,4.303410387E-1,3.717735726E-1,5.891893953E-1
4.720382542E0,3.042891026E-1,-7.386729062E-2,5.818833268E-1,6.607847157E-1
4.730335542E0,2.738008431E-1,-4.341709650E-1,5.938321120E-1,7.849254141E-1
4.740287542E0,4.197941235E-1,-3.958711177E-1,1.780091067E-1,6.038445909E-1
4.750239542E0,7.706905049E-1,-1.318137825E-2,-7.045380306E-1,1.044275557E0
4.760191542E0,1.226583876E0,4.364782763E-1,-1.248105138E0,1.803548648E0
4.770144542E0,1.737263904E0,7.127697408E-1,-1.195728119E0,2.226183350E0
4.780096542E0,2.052775421E0,7.204132211E-1,-9.719294482E-1,2.382756595E0
4.790048542E0,2.043703027E0,5.333315563E-1,-9.323315191E-1,2.308767350E0
4.800000542E0,1.984379224E0,1.442560726E-1,-1.290957627E0,2.371738247E0
4.809952542E0,1.947542058E0,-2.761113703E-1,-1.990403903E0,2.798368319E0
4.819905542E0,1.568745541E0,-4.431107730E-1,-2.007533906E0,2.586020516E0
4.829857542E0,1.206041584E0,-2.430453658E-1,-1.955956201E0,2.310708119E0
4.839809542E0,1.053325321E0,2.923806632E-1,-2.314306905E0,2.559491578E0
4.849761542E0,1.101180835E0,8.864612818E-1,-2.427209038E0,2.808871045E0
4.859714542E0,1.357007629E0,1.232076166E0,-3.078014081E0,3.582408696E0
4.869666542E0,1.338780835E0,1.052113486E0,-3.287726809E0,3.702488957E0
4.879618542E0,9.868604596E-1,2.978536570E-1,-2.627679657E0,2.822642512E0
4.889570542E0,6.528527373E-1,-5.143719596E-1,-2.398376418E0,2.538307438E0
4.899523542E0,4.061992009E-1,-1.295198028E0,-2.411832615E0,2.767575164E0
4.909475542E0,3.775854126E-2,-1.554450122E0,-2.515773305E0,2.957508447E0
4.919427542E0,-2.201758821E-1,-1.314973311E0,-2.643559526E0,2.960749769E0
4.929379542E0,9.257443383E-2,-1.232014770E0,-2.661916859E0,2.934660421E0
4.939332542E0,3.166080165E-1,-1.137682809E0,-2.561166995E0,2.820308349E0
4.949284542E0,4.228025890E-1,-1.323519017E0,-2.530529923E0,2.886874835E0
4.959236542E0,5.294056626E-1,-1.755853956E0,-2.477139582E0,3.082128158E0
4.969188542E0,4.858124042E-1,-2.105989323E0,-2.393445022E0,3.224869578E0
4.979141542E0,3.654941015E-1,-2.186230663E0,-2.447865205E0,3.302307452E0
4.989093542E0,1.648650227E-1,-1.945174520E0,-2.479059223E0,3.155411070E0
4.999045542E0,-9.879967198E-3,-1.385444539E0,-2.706690159E0,3.040678510E0
5.008997542E0,5.787376709E-2,-7.514660293E-1,-3.057361422E0,3.148890191E0
5.018950542E0,-2.452523974E-1,-3.208653742E-1,-3.021242587E0,3.048115827E0
5.028902542E0,-9.099226499E-1,-2.144074577E-1,-2.248674833E0,2.435255283E0
5.038854542E0,-1.131242832E0,-2.032439536E-1,-1.797182661E0,2.133280096E0
5.048806542E0,-7.608455479E-1,-2.255317855E-1,-1.862394026E0,2.024416470E0
5.058759542E0,-4.338157832E-1,-2.293529409E-1,-1.602438513E0,1.675890239E0
5.068711542E0,-5.374791326E-1,8.309478164E-2,-1.467532723E0,1.565068961E0
5.078663542E0,-8.599306371E-1,4.553700453E-1,-2.006684013E0,2.230162170E0
5.088615542E0,-1.013477716E0,7.093783557E-1,-2.669979585E0,2.942642642E0
5.098568542E0,-1.214485914E0,1.113043812E0,-2.212006359E0,2.758045448E0
5.108520542E0,-1.651246099E0,1.450680170E0,-1.207316716E0,2.507728113E0
5.118472542E0,-2.100381258E0,1.658255741E0,-6.610581350E-1,2.756521611E0
5.128424542E0,-1.846168149E0,1.992691333E0,-1.292660336E0,3.008342788E0
5.138377542E0,-1.248907961E0,2.066469162E0,-2.936671383E0,3.801855429E0
5.148329542E0,-5.502077536E-1,1.635452185E0,-4.038199981E0,4.391411106E0
5.158281542E0,-2.400391661E-1,7.147390831E-1,-3.341441086E0,3.425448772E0
5.168233542E0,-3.827166367E-1,1.990409750E-1,-1.482657715E0,1.544138347E0
5.178186542E0,-4.039315410E-1,5.506200188E-1,-4.851130772E-1,8.376620993E-1
5.188138542E0,-4.509576633E-1,1.048879976E0,-9.383480117E-1,1.477839304E0
5.198090542E0,-5.400375452E-1,1.691707662E0,-1.071536767E0,2.074055546E0
5.208042542E0,-4.686264141E-1,2.020383162E0,-1.310795476E0,2.453516582E0
5.217995542E0,-1.962365773E-1,2.194236086E0,-1.489661218E0,2.659374238E0
5.227947542E0,4.733124458E-1,2.640035409E0,-1.271321508E0,2.968176209E0
5.237899542E0,1.265988116E0,3.097305214E0,-1.659030497E-1,3.350156612E0
5.247851542E0,1.774513883E0,3.548310898E0,-2.350989997E-2,3.967362155E0
5.257804542E0,1.801429786E0,3.711573930E0,-7.783339852E-1,4.198420430E0
5.267756542E0,1.336801260E0,3.335110306E0,-1.214974814E0,3.792909458E0
5.277708542E0,7.663906087E-1,2.942358093E0,-2.008234402E0,3.643875838E0
5.287660542E0,6.416079569E-1,2.422420753E0,-2.654282734E0,3.650342437E0
5.297613542E0,7.302891684E-1,2.099619951E0,-2.480951967E0,3.331193310E0
5.307565542E0,1.053642387E0,1.738776578E0,-2.426274068E0,3.165487660E0
5.317517542E0,1.115467483E0,1.430535927E0,-2.029188484E0,2.721820466E0
5.327469542E0,9.920586343E-1,5.617794299E-1,-2.631348785E0,2.867712135E0
5.337422542E0,5.238251531E-1,-2.827163851E-1,-2.574604481E0,2.642519551E0
5.347374542E0,4.008856533E-2,-4.580773062E-1,-1.742038740E0,1.801704993E0
5.357326542E0,-4.328731754E-1,-9.193869531E-1,-9.634989327E-1,1.400350581E0
5.367278542E0,-1.314853590E0,-9.698525172E-1,-5.302722931E-2,1.634706626E0
5.377230542E0,-2.349840435E0,-7.637095141E-1,-4.990154171E-1,2.520717889E0
5.387183542E0,-2.799498627E0,7.359130204E-2,-1.878232087E0,3.371997037E0
5.397135542E0,-2.170118660E0,1.175326599E0,-2.442114176E0,3.471992117E0
5.407087542E0,-2.270242434E0,2.119560125E0,-3.148683529E0,4.422752966E0
5.417039542E0,-2.614993831E0,2.701104898E0,-2.807356408E0,4.692058227E0
5.426992542E0,-2.443833842E0,2.564810979E0,-1.386349103E0,3.804279569E0
5.436944542E0,-1.860722746E0,1.725024512E0,-4.481844020E-1,2.576600078E0
5.446896542E0,-1.055060848E0,6.812140721E-1,-6.837769067E-1,1.429949951E0
5.456848542E0,-7.615507221E-1,-7.007712543E-2,-9.710014951E-1,1.236007366E0
5.466801542E0,-7.376213575E-1,-1.092414250E0,-1.020594655E0,1.667053572E0
5.476753542E0,-3.397627712E-1,-1.716074179E0,-9.597754258E-1,1.995374199E0
5.486705542E0,4.029142717E-1,-1.808140343E0,-1.431027094E0,2.340843855E0
5.496657542E0,1.136595958E0,-1.977003838E0,-1.566000127E0,2.766360596E0
5.506610542E0,1.643032661E0,-2.181072249E0,-1.643789145E0,3.187267676E0
5.516562542E0,1.855745742E0,-2.382941523E0,-1.439904336E0,3.345971766E0
5.526514542E0,1.427684240E0,-2.277319173E0,-4.647355306E-1,2.727717731E0
5.536466542E0,2.405063586E-1,-2.124520903E0,1.144499493E0,2.425141535E0
5.546419542E0,-9.958501882E-1,-1.914802912E0,1.729058506E0,2.765471227E0
5.556371542E0,-1.687472085E0,-1.642195778E0,1.727727095E0,2.920515353E0
5.566323542E0,-1.962247805E0,-1.753492851E0,1.457010366E0,3.007994819E0
5.576275542E0,-2.052777468E0,-1.438537257E0,1.024283663E0,2.707848185E0
5.586228542E0,-2.048172785E0,-1.482097260E0,4.527405524E-1,2.568384327E0
5.596180542E0,-2.980634259E0,-1.677442210E0,-2.192705870E-3,3.420233583E0
5.606132542E0,-1.721842019E0,-1.786837767E0,-2.417320812E-1,2.493183415E0
5.616084542E0,-1.316150356E0,-1.686593687E0,-3.143100607E-1,2.162323019E0
5.626037542E0,-1.197536663E0,-1.050415455E0,-2.372121835E-1,1.610508089E0
5.635988792E0,-1.059077154E0,6.198335105E-1,-2.984676147E-1,1.262901784E0
5.645940792E0,1.886436936E-2,1.695103725E0,-7.051917493E-1,1.836035921E0
5.655892792E0,1.738885190E0,4.250042850E-1,-5.224025255E-1,1.864739860E0
5.665845792E0,1.565339684E0,-6.279319042E-1,6.659733045E-1,1.813313884E0
5.675797792E0,-2.780047280E0,6.321930626E0,-1.429168264E0,7.052516689E0
5.685749792E0,-2.098305789E0,5.527176490E0,1.004678534E1,1.165720647E1
5.695701792E0,1.523940374E0,-6.303361039E0,8.266868919E0,1.050694420E1
5.705654792E0,-1.524514570E-1,-9.463876408E-1,4.506252637E0,4.607081923E0
5.715606792E0,1.117863599E0,1.213673224E0,2.098714802E0,2.669686412E0
5.725558792E0,1.421251718E0,2.129830175E0,9.310445470E-1,2.724514080E0
5.735510792E0,4.927501986E-1,3.203766639E0,1.553599352E0,3.594522831E0
5.745463792E0,-7.226168905E-1,3.329776475E0,2.144066391E0,4.025743066E0
5.755415792E0,-1.439794701E0,2.719147652E0,2.015048162E0,3.677933092E0
5.765367792E0,-1.636216416E0,1.252083583E0,7.643187940E-1,2.197521485E0
5.775319792E0,-1.929138239E0,1.882887055E0,4.462571597E-1,2.732395187E0
5.785271792E0,-2.055762763E0,3.816929061E0,1.150609249E-1,4.336859119E0
5.795224792E0,-1.034608896E0,3.594167102E0,-4.365203762E-1,3.765501662E0
5.805176792E0,1.570704285E-1,3.435947878E0,-6.265385127E-1,3.496134930E0
5.815128792E0,1.025899541E0,2.833063692E0,-8.233592999E-1,3.123562115E0
5.825080792E0,1.496698050E0,1.642589296E0,-1.160218563E0,2.506852960E0
5.835033792E0,1.277369283E0,4.810299665E-1,-6.518926245E-1,1.512622262E0
5.844985792E0,4.639885488E-1,-1.043773018E0,3.656047601E-1,1.199339121E0
5.854937792E0,-4.939013327E-1,-2.222412064E0,1.202486331E0,2.574689745E0
5.864889792E0,-1.017908590E0,-2.661413999E0,1.685427167E0,3.310578062E0
5.874842792E0,-9.123814771E-1,-2.449566452E0,1.820770329E0,3.185595761E0
5.884794792E0,-4.533249816E-1,-1.277238305E0,1.632392921E0,2.121685150E0
5.894746792E0,-2.560564439E-1,-5.994284821E-1,1.358794684E0,1.507050896E0
5.904698792E0,9.969830132E-1,-1.542738149E0,8.328142476E-1,2.016828127E0
5.914651792E0,1.755068383E0,-4.893599099E-1,1.432876568E0,2.317945946E0
5.924603792E0,1.504718675E0,4.509244072E-1,1.674070120E0,2.295652822E0
5.934555792E0,7.191622093E-1,6.010592705E-1,1.104610373E0,1.448665112E0
5.944507792E0,4.754444137E-2,1.015014657E0,8.723928809E-1,1.339247761E0
5.954460792E0,-2.211318288E-1,1.227035281E0,-1.176506567E-1,1.252340426E0
5.964412792E0,-1.867798023E-1,1.389054610E0,-4.639496648E-1,1.476349788E0
5.974364792E0,3.898689508E-2,1.814596254E0,-3.568503088E-1,1.849762603E0
5.984316792E0,3.098897119E-1,2.136564998E0,-1.815355808E-1,2.166540282E0
5.994269792E0,5.159322891E-1,1.665957693E0,1.594757903E-1,1.751294861E0
6.004221792E0,4.469287855E-1,1.419603973E0,1.172928071E-1,1.492909368E0
6.014173792E0,3.005047846E-1,8.404559737E-1,3.300425792E-1,9.516288528E-1
6.024125792E0,2.876974089E-1,3.296940851E-1,3.349992639E-1,5.510830206E-1
6.034077792E0,3.955095040E-1,-1.015754914E-1,2.463928968E-1,4.769222240E-1
6.044030792E0,3.960430624E-1,-3.387058139E-1,5.390127110E-1,7.497375796E-1
6.053982792E0,6.644512743E-1,-3.961956382E-1,8.532917815E-1,1.151769658E0
6.063934792E0,9.154910995E-1,-2.807131290E-2,1.141396961E0,1.463454466E0
6.073886792E0,9.821483347E-1,3.787493008E-1,-1.890381432E-1,1.069486701E0
6.083839792E0,2.356993992E-1,3.519117504E-1,-1.478693596E0,1.538158261E0
6.093791792E0,-1.344753254E-1,2.651338077E-1,-2.645648151E0,2.662298572E0
6.103743792E0,-2.731712441E-1,4.198932338E-1,-2.003403432E0,2.065080669E0
6.113695792E0,-7.784917139E-2,4.736238831E-1,-7.970345503E-1,9.303999949E-1
6.123648792E0,4.653861064E-1,4.346024895E-1,-2.735327482E-3,6.367660747E-1
