"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
6.909875792E0,-7.595439577E-1,-1.641773610E0,-1.045665761E0,2.089436406E0
6.919828792E0,-4.481300229E-1,-1.129172187E0,-1.237720483E0,1.734301686E0
6.929780792E0,2.563843265E-2,-5.438495278E-1,-1.495698468E0,1.591710886E0
6.939732792E0,5.915442427E-1,-1.291100299E-1,-1.627726259E0,1.736688448E0
6.949684792E0,1.041909656E0,1.512230301E-1,-1.883563578E0,2.157835927E0
6.959637792E0,1.381983280E0,2.597847748E-1,-1.940911900E0,2.396769684E0
6.969589792E0,1.617601951E0,3.432683963E-1,-1.892886963E0,2.513461820E0
6.979541792E0,1.738099325E0,6.237768728E-1,-1.746364510E0,2.541628582E0
6.989493792E0,1.977910157E0,6.250311005E-1,-1.672467399E0,2.664571197E0
6.999446792E0,2.152770995E0,5.321334618E-1,-1.578278695E0,2.721865650E0
7.009398792E0,2.190823797E0,4.359444255E-1,-1.225486354E0,2.547856600E0
7.019350792E0,2.026234178E0,2.150167376E-1,-9.054735035E-1,2.229739762E0
7.029302792E0,1.873057593E0,1.420236057E-1,-4.478674829E-1,1.931087967E0
7.039255792E0,1.645018960E0,9.142414033E-2,-1.598827565E-1,1.655297028E0
7.049207792E0,1.260671097E0,1.168449104E-1,6.694535673E-2,1.267843061E0
7.059159792E0,6.164740659E-1,1.324254012E-1,8.958074713E-1,1.095466926E0
7.069111792E0,-1.325244384E-1,3.908208776E-1,1.713977952E0,1.762958906E0
7.079063792E0,-1.216537556E0,3.447904265E-1,2.188422199E0,2.527456386E0
7.089016792E0,-2.346985532E0,-2.373607028E-1,2.150983062E0,3.192398679E0
7.098968792E0,-3.380068085E0,-5.254951179E-2,2.420657233E0,4.157788252E0
7.108920792E0,-3.389342061E0,-1.121661438E0,-5.926153064E-3,3.570125924E0
7.118872792E0,-1.224177966E0,-3.643189573E-1,-1.345210433E0,1.854974691E0
7.128825792E0,3.905404305E-1,1.013149395E0,-1.853381420E0,2.148026120E0
7.138777792E0,9.756085163E-1,5.544569618E-1,-1.243896897E0,1.675265349E0
7.148729792E0,6.244789041E-1,-9.338324994E-1,-7.582879758E-1,1.355366258E0
7.158681792E0,3.874081136E-1,-1.220879917E0,1.603856170E-1,1.290874264E0
7.168634792E0,1.229859852E-1,-1.053234397E0,7.133100235E-1,1.277982565E0
7.178586792E0,-3.101055472E-1,-8.680244261E-1,6.415804750E-1,1.123057149E0
7.188538792E0,-5.391322135E-1,-5.384952325E-1,3.165577304E-1,8.251360226E-1
7.198490792E0,-8.840678702E-1,-3.146474451E-1,-8.083424807E-2,9.418668640E-1
7.208442792E0,-1.280316280E0,4.126029253E-2,-5.318498719E-1,1.387002694E0
7.218395792E0,-1.721545419E0,-4.963525951E-1,-3.440174246E-1,1.824399220E0
7.228347792E0,-1.670109655E0,-7.287338090E-1,2.041438401E-1,1.833574087E0
7.238299792E0,-1.105762859E0,-5.504855329E-1,5.059221482E-1,1.334804496E0
7.248251792E0,-5.650078239E-1,-2.458327335E-1,6.899492276E-1,9.250391940E-1
7.258204792E0,-4.717797444E-1,6.667696953E-2,4.580849075E-1,6.609566763E-1
7.268156792E0,-9.135934588E-1,2.386558610E-1,-3.804660434E-1,1.018019665E0
7.278108792E0,-7.356483608E-1,7.544679898E-1,-1.485427834E0,1.821234830E0
7.288060792E0,1.894392622E-1,1.044495733E0,-2.828328617E0,3.020976884E0
7.298013792E0,-5.001060690E-1,5.223306048E-1,-9.287992162E-1,1.177116530E0
7.307965792E0,-1.359413320E0,-5.373585337E-1,3.421122848E0,3.720327984E0
7.317917792E0,-1.677828272E0,-1.432037492E0,5.664979575E0,6.079295410E0
7.327869792E0,-1.640829869E0,-1.150692864E0,4.521743665E0,4.945966286E0
7.337822792E0,-1.682434562E0,-8.021473557E-1,2.228812426E0,2.905448549E0
7.347774792E0,-1.299677434E0,-4.965666032E-1,1.159867145E0,1.811361813E0
7.357726792E0,-9.006708929E-1,-3.300168514E-1,1.146554790E0,1.494893663E0
7.367678792E0,-1.225710156E0,-1.003654101E0,1.028955004E0,1.889030265E0
7.377630792E0,-1.763145727E0,-1.603999427E0,1.149851450E0,2.646442021E0
7.387583792E0,-1.635285685E0,-1.429778713E0,1.657233648E0,2.732187732E0
7.397535792E0,-1.163031074E0,-1.081707414E0,1.540839558E0,2.212898269E0
7.407487792E0,-9.158319922E-1,-7.219907999E-1,9.748513019E-1,1.519984873E0
7.417439792E0,-8.489800447E-1,-3.952133060E-1,6.068790042E-1,1.115913437E0
7.427392792E0,-7.837439753E-1,-4.852393770E-1,6.040647393E-1,1.102091685E0
7.437344792E0,-9.445099537E-1,-5.478460997E-1,6.960361791E-1,1.294874806E0
7.447296792E0,-8.197050825E-1,-7.458129412E-1,6.628655094E-1,1.291334213E0
7.457248792E0,-4.791354686E-1,-5.576162124E-1,3.082605314E-1,7.972021029E-1
7.467201792E0,3.690492086E-1,-1.753901571E-1,3.982737386E-1,5.705970526E-1
7.477153792E0,1.390522700E0,-2.388879955E-1,4.584222919E-1,1.483499865E0
7.487105792E0,8.235059188E-1,-3.049024755E-1,-3.839281797E-3,8.781470594E-1
7.497057792E0,9.786802049E-1,-9.496983343E-1,5.826750398E-2,1.364967755E0
7.507010792E0,1.441167773E0,-1.279299449E0,3.659216791E-1,1.961496955E0
7.516962792E0,1.415769954E0,-7.187952965E-1,-2.983717203E-2,1.588068480E0
7.526914792E0,1.383362930E0,-1.629624850E-1,1.402315511E0,1.976547131E0
7.536866792E0,1.451907062E0,2.276239192E-1,1.065101906E0,1.815017586E0
7.546818792E0,1.428282995E0,1.005949134E0,1.115362818E0,2.072669821E0
7.556771792E0,2.004429180E0,1.001657862E0,6.569808716E-1,2.335097145E0
7.566723792E0,2.596876818E0,6.767947465E-1,-3.002229488E-1,2.700361856E0
7.576675792E0,2.069584266E0,5.948822719E-1,-1.611951056E0,2.689879208E0
7.586627792E0,1.115960695E0,4.037660283E-1,-1.956449121E0,2.288250083E0
7.596580792E0,5.983834384E-1,6.684887767E-2,-1.373982242E0,1.500119567E0
7.606532792E0,1.962541920E-1,-1.124168140E-1,-6.211906493E-1,6.610832555E-1
7.616484792E0,1.758424392E-1,-4.330284190E-1,-4.260222852E-1,6.323995277E-1
7.626436792E0,3.986274952E-1,-6.506717259E-1,-2.111441267E-1,7.917445402E-1
7.636388792E0,6.993834177E-1,-4.452479303E-1,2.089397264E-1,8.550080079E-1
7.646340792E0,7.907083015E-1,-4.740454674E-2,4.037654436E-1,8.890969253E-1
7.656292792E0,5.604369092E-1,2.360941958E-1,4.057944274E-1,7.310944644E-1
7.666244792E0,1.215105499E-1,1.932142246E-1,5.074342382E-1,5.564045798E-1
7.676196792E0,-5.889102182E-1,5.185310841E-3,7.781480438E-1,9.758875501E-1
7.686149792E0,-9.330425406E-1,-2.071574950E-1,1.057155540E0,1.425152780E0
7.696101792E0,-8.327809185E-1,-2.185279906E-2,1.449881440E0,1.672171580E0
7.706053792E0,-5.318478984E-1,3.230288440E-1,9.709564716E-1,1.153241645E0
7.716005792E0,-2.023735955E-1,5.102514267E-1,1.040339532E0,1.176272899E0
7.725958792E0,-7.291931078E-2,4.994440180E-1,1.163210583E0,1.267998586E0
7.735910792E0,3.348576151E-2,6.821408558E-1,1.102679037E0,1.297049923E0
7.745862792E0,-1.888539559E-1,7.977753925E-1,3.771968651E-1,9.024349664E-1
7.755814792E0,-3.917176943E-1,8.627584237E-1,-1.858549190E-1,9.655759424E-1
7.765767792E0,-7.273286500E-1,7.130030447E-1,-9.113400149E-1,1.366719038E0
7.775719792E0,-8.112484737E-1,5.627997690E-1,-1.292696005E0,1.626631681E0
7.785671792E0,-5.366867252E-1,3.087236309E-1,-1.342710748E0,1.478585498E0
7.795623792E0,-2.191289747E-1,4.019545609E-1,-8.683863688E-1,9.816719727E-1
7.805575792E0,1.563608688E-1,7.618027371E-1,-5.775049317E-1,9.686609715E-1
7.815528792E0,3.306992215E-1,6.731244493E-1,-3.772196692E-1,8.394957880E-1
7.825480792E0,9.928853575E-2,6.825103998E-1,-2.781070250E-1,7.436546084E-1
7.835432792E0,6.808327971E-2,5.790100050E-1,-4.487223458E-1,7.356899228E-1
7.845384792E0,-2.792600960E-2,2.033187979E-1,-5.044919193E-1,5.446379460E-1
7.855337792E0,1.567815760E-2,2.262989402E-2,-1.706375402E-1,1.728441114E-1
7.865289792E0,3.056912649E-1,-1.067333204E-1,1.398086804E-1,3.526834533E-1
7.875241792E0,2.859362823E-1,-2.728363448E-1,8.757959604E-2,4.048078733E-1
7.885193792E0,-9.142984137E-2,-3.713391244E-1,5.366106749E-1,6.589409515E-1
7.895146792E0,-1.456728164E-1,-3.383181435E-1,1.780085403E0,1.817796407E0
7.905098792E0,-2.997660802E-1,-3.733564138E-1,2.488504815E0,2.534148956E0
7.915050792E0,-3.445465245E-1,-1.992584914E-1,2.701903628E0,2.731061967E0
7.925002792E0,2.215891907E-1,7.006408614E-1,1.399105974E0,1.580347086E0
7.934954792E0,7.107930896E-1,1.197638404E0,-3.225943959E-1,1.429556472E0
7.944907792E0,8.513192964E-1,1.002304564E0,-6.152235657E-1,1.451846762E0
7.954859792E0,6.969986308E-1,9.452702379E-1,2.727141380E-3,1.174457471E0
7.964811792E0,6.165712027E-1,8.856906188E-1,4.728690076E-1,1.178224520E0
7.974763792E0,9.136375321E-1,6.386171061E-1,2.022095811E-1,1.132896316E0
7.984716792E0,7.443694098E-1,3.857033944E-1,8.783804297E-2,8.429522220E-1
7.994668792E0,3.891917336E-1,2.614652646E-1,2.618745697E-1,5.370405761E-1
8.004620792E0,1.340620369E-3,2.316935813E-1,3.847432816E-1,4.491225953E-1
8.014572792E0,-4.573530919E-1,1.427048063E-1,2.373893541E-1,5.346870280E-1
8.024525792E0,-8.180035427E-1,6.290434599E-2,1.829318959E-1,8.405657804E-1
8.034477792E0,-1.064284173E0,-1.012094557E-2,-3.052117932E-1,1.107229639E0
8.044429792E0,-1.038174162E0,-2.568512267E-1,-9.262550926E-1,1.414823890E0
8.054381792E0,-8.483005983E-1,-7.607648563E-1,-1.499409111E0,1.883243148E0
8.064333792E0,-5.532805385E-1,-9.742051846E-1,-1.504825387E0,1.876084897E0
8.074286792E0,-1.421049551E-1,-9.741993374E-1,-1.215350205E0,1.564076177E0
8.084238792E0,1.578303472E-1,-9.527915114E-1,-1.316622226E0,1.632855220E0
8.094190792E0,2.073098150E-1,-8.506342220E-1,-1.652259421E0,1.869897627E0
8.104142792E0,3.317982057E-1,-6.029385656E-1,-1.321892322E0,1.490310127E0
8.114095792E0,5.483705950E-1,-5.891291964E-1,-1.800618485E0,1.972310941E0
8.124047792E0,9.926655753E-1,-3.650919592E-1,-1.877656721E0,2.155057272E0
8.133999792E0,1.623623706E0,-1.238171303E-1,-1.703682759E0,2.356696749E0
8.143951792E0,1.982981155E0,1.618257862E-1,-1.270718075E0,2.360746973E0
8.153904792E0,1.821836130E0,2.209370434E-2,-8.913770360E-1,2.028331343E0
8.163856792E0,1.597048111E0,1.238329178E-1,-9.200009108E-1,1.847240898E0
8.173808792E0,1.312342503E0,3.041709888E-1,-1.060545171E0,1.714502521E0
8.183760792E0,8.833478587E-1,2.614062077E-1,-7.572167659E-1,1.192482233E0
8.193712792E0,3.345012638E-1,1.804006362E-1,1.139037609E-2,3.802173401E-1
8.203665792E0,1.238597419E-2,1.631285459E-1,8.739394695E-1,8.891200881E-1
8.213617792E0,-2.823709974E-1,2.194243687E-1,1.329293727E0,1.376554484E0
8.223569792E0,-6.176554227E-1,1.705773139E-1,1.017982119E0,1.202864263E0
8.233521792E0,-6.860098853E-1,-2.365736675E-1,8.360927814E-1,1.107080757E0
8.243474792E0,-7.539254413E-1,-2.275537527E-1,1.098529269E0,1.351647452E0
8.253426792E0,-7.081326795E-1,-3.028156042E-2,4.880916488E-1,8.605825483E-1
8.263378792E0,-4.881827192E-1,4.033000052E-2,-1.390438646E-1,5.091974789E-1
8.273330792E0,-1.347764204E-1,5.990507519E-1,1.089827442E-1,6.236214600E-1
8.283283792E0,7.386911787E-2,1.018612449E0,7.573114908E-1,1.271435669E0
8.293235792E0,1.004805272E-1,9.809411770E-1,9.443873084E-1,1.365360508E0
8.303187792E0,-2.244060503E-1,3.177862304E-1,6.521306062E-1,7.593553129E-1
8.313139792E0,-7.300268476E-1,-5.158723551E-1,3.376194012E-1,9.555366791E-1
8.323091792E0,-1.460098573E0,-8.580660331E-1,1.828658223E-1,1.703409836E0
8.333044792E0,-1.947945662E0,-5.450347584E-1,2.274344695E-1,2.035505251E0
8.342996792E0,-2.192011513E0,-1.671865135E-1,3.442934132E-1,2.225174995E0
8.352948792E0,-1.820176837E0,-4.316414595E-2,2.152512109E-1,1.833368469E0
8.362900792E0,-1.338643279E0,-6.904924339E-1,-3.531402504E-1,1.547079076E0
8.372853792E0,-9.004777886E-1,-7.232602304E-1,-7.469244969E-1,1.375449677E0
8.382805792E0,-5.261591423E-1,-4.819538265E-1,-7.139976561E-1,1.009413487E0
8.392757792E0,-5.373067128E-1,-4.630842769E-1,-4.557694101E-1,8.431318440E-1
8.402709792E0,-5.501723414E-1,-1.537390870E-1,-2.300107527E-1,6.158167410E-1
8.412661792E0,-5.881914492E-1,-3.819822264E-1,6.314291239E-2,7.041779814E-1
8.422614792E0,-4.882436033E-1,-8.254087490E-1,1.413283718E-1,9.693581009E-1
8.432566792E0,-4.231061326E-1,-8.391549683E-1,5.101461768E-2,9.411707345E-1
8.442518792E0,-4.724267388E-1,-7.720254242E-1,-1.992526442E-1,9.267749972E-1
8.452470792E0,-3.952428344E-1,-6.589923137E-1,-5.718050659E-1,9.578354770E-1
8.462423792E0,-1.975109048E-1,-6.137488979E-1,-9.166533798E-1,1.120692503E0
8.472375792E0,2.120144847E-1,-8.288258618E-1,-9.678018987E-1,1.291720932E0
8.482327792E0,9.922545160E-1,-1.026208566E0,-6.857532656E-1,1.583644716E0
8.492279792E0,1.408155710E0,-1.102356271E0,-7.573962754E-1,1.942097054E0
8.502232792E0,1.423022255E0,-7.517531276E-1,-3.762484467E-1,1.652781897E0
8.512184792E0,9.744715983E-1,-3.861360884E-1,-2.031006968E-1,1.067682475E0
8.522136792E0,2.913222440E-1,-1.262700373E-1,-6.494438106E-1,7.229038908E-1
8.532088792E0,-4.287716460E-1,-2.209604323E-2,-1.084154474E0,1.166072160E0
8.542040792E0,-1.102202051E0,-4.084040397E-1,-6.858532530E-1,1.360895994E0
8.551993792E0,-1.597939957E0,-1.128060046E0,4.251568973E-1,2.001671792E0
8.561945792E0,-1.770500939E0,-1.171211913E0,1.715893500E0,2.729597301E0
8.571897792E0,-1.810132636E0,-7.400165963E-1,1.730164214E0,2.611067393E0
8.581849792E0,-1.850339845E0,-3.092282456E-1,9.266667366E-1,2.092388800E0
8.591802792E0,-1.964781257E0,1.702492851E-1,1.323911365E0,2.375308719E0
8.601754792E0,-1.361752645E0,1.760670308E0,3.615248069E0,4.245509250E0
8.611706792E0,1.896513991E0,4.761530963E0,4.329776652E0,6.709389561E0
8.621658792E0,6.057462524E-1,-1.488753730E-1,4.311935627E-1,7.583009215E-1
8.631611792E0,-1.874559158E0,-1.244232527E0,8.978458107E-1,2.422439621E0
8.641564042E0,-2.878795350E0,-4.091554070E-1,1.496963806E0,3.270439030E0
8.651516042E0,-2.531788244E0,2.355100590E-1,3.332429357E0,4.191718278E0
8.661468042E0,-1.407700358E0,5.983292055E-1,3.912702361E0,4.201054379E0
8.671420042E0,-1.075916770E0,4.557512838E-1,3.377445316E0,3.573855480E0
8.681373042E0,-2.131903890E0,-6.321284509E-1,2.991395767E0,3.727338086E0
8.691325042E0,-2.424288500E0,-7.648620003E-1,2.514010370E0,3.575253383E0
8.701277042E0,-2.501622751E0,-1.276195747E0,2.028665743E0,3.464430208E0
8.711229042E0,-1.815689830E0,-2.339596113E0,1.379656380E0,3.267092172E0
8.721182042E0,1.283577856E-1,-4.505648035E-1,5.999944925E-1,7.612343623E-1
8.731134042E0,1.424000494E0,1.123785147E0,1.807035220E-1,1.822998691E0
8.741086042E0,1.708944961E0,2.041286373E0,-9.281226933E-2,2.663823766E0
8.751038042E0,1.467779475E0,2.461961380E0,9.452842712E-2,2.867850423E0
8.760990042E0,1.036518669E0,1.897046673E0,-4.832805598E-1,2.215111087E0
8.770943042E0,4.354938244E-1,8.129033089E-1,-9.759880006E-1,1.342765519E0
8.780895042E0,6.987656593E-2,2.159435213E-2,-6.017276073E-1,6.061560557E-1
8.790847042E0,2.561723650E-1,-6.869998920E-1,9.463893950E-2,7.392899709E-1
8.800799042E0,7.941584511E-1,-8.868887132E-1,1.188848870E0,1.682444909E0
8.810752042E0,1.228942935E0,-6.116111559E-1,2.123231592E0,2.528335685E0
8.820704042E0,1.328285960E0,-2.794039375E-1,1.815393814E0,2.266729991E0
8.830656042E0,1.133929189E0,-6.998473942E-2,3.931188333E-1,1.202179557E0
8.840608042E0,1.100087113E0,4.691723979E-1,-8.849222946E-1,1.487750605E0
8.850560042E0,1.080394787E0,7.285852897E-1,-8.420049012E-1,1.551470810E0
8.860513042E0,1.263522784E0,8.054954714E-1,-4.756312323E-1,1.572112543E0
8.870465042E0,1.496382885E0,8.413307172E-1,1.206467700E-1,1.720916836E0
8.880417042E0,1.616121874E0,8.249251842E-1,2.636199635E-1,1.833534008E0
8.890369042E0,1.857013126E0,8.136880052E-1,2.496585667E-1,2.042771480E0
8.900322042E0,2.030097580E0,7.126457798E-1,3.573022985E-1,2.181014700E0
8.910274042E0,1.664069043E0,5.478560400E-1,3.879317683E-1,1.794369827E0
8.920226042E0,9.789572167E-1,3.988830185E-1,-2.901657379E-1,1.096203015E0
8.930178042E0,5.497125310E-1,6.007914680E-1,-5.931058878E-1,1.007426845E0
8.940131042E0,-1.050799470E0,-1.716473544E-1,-4.812849051E-1,1.168450898E0
8.950083042E0,-1.851289140E0,-2.531014073E-1,-2.358299017E-2,1.868659402E0
8.960035042E0,-1.530938321E0,-1.620093888E-1,2.478196174E-1,1.559305534E0
8.969987042E0,-9.995169771E-1,8.508809745E-2,1.670853567E-1,1.016952156E0
8.979939042E0,-1.100301267E-1,2.902113461E-1,-8.062550247E-2,3.206707437E-1
8.989892042E0,5.936439778E-1,2.736303967E-1,3.182949382E-1,7.270477523E-1
8.999844042E0,1.286119495E0,8.976610386E-1,1.105854660E0,1.919065717E0
9.009796042E0,1.674699427E0,1.157126555E0,6.956619573E-1,2.151163777E0
9.019748042E0,1.847623959E0,1.179757619E0,-4.013979059E-1,2.228601044E0
9.029701042E0,1.558558375E0,8.720689452E-1,-1.594703524E0,2.394303193E0
9.039653042E0,1.100183007E0,6.518820995E-1,-2.119054341E0,2.475024085E0
9.049605042E0,5.653373145E-1,-1.007767618E-2,-1.805309122E0,1.891784571E0
9.059557042E0,6.511013500E-1,-4.694957489E-1,-1.212717204E0,1.454318481E0
9.069509042E0,1.186859355E0,-5.784837556E-1,-7.876655567E-1,1.537431498E0
9.079462042E0,1.774164074E0,-5.937502509E-1,3.983006358E-2,1.871305415E0
9.089414042E0,2.622566267E0,1.221150059E-1,4.001033324E-1,2.655719973E0
9.099366042E0,2.847696057E0,3.707380307E-1,1.197410363E-1,2.874222927E0
9.109318042E0,2.554796453E0,3.519129199E-1,-4.451385874E-1,2.617054830E0
9.119271042E0,1.936321689E0,3.882241291E-1,-1.308118621E0,2.368804336E0
9.129223042E0,1.005726062E0,2.154798371E-1,-1.286767513E0,1.647327261E0
9.139175042E0,2.496509653E-1,1.282019573E-1,-5.447663713E-1,6.128064504E-1
9.149127042E0,-7.923409903E-1,-5.053011739E-1,-1.014211249E-1,9.452088478E-1
9.159079042E0,-1.587488936E0,-5.605240327E-1,1.054007399E-1,1.686836575E0
9.169032042E0,-1.954501998E0,-2.832970136E-1,7.788491249E-3,1.974942004E0
9.178984042E0,-1.743637661E0,-2.280297160E-2,-5.866926616E-1,1.839837098E0
9.188936042E0,-7.473791179E-1,1.343239921E-1,-9.084298557E-1,1.184003076E0
9.198888042E0,6.356063747E-1,1.545939499E-1,-9.749378407E-1,1.174052191E0
9.208841042E0,1.560523332E0,-8.090382993E-2,-1.118937513E0,1.921926028E0
9.218793042E0,1.938865667E0,-5.637592971E-1,-1.032141151E0,2.267672810E0
9.228745042E0,1.955125896E0,-7.358685815E-1,-4.605366451E-1,2.139185322E0
9.238697042E0,1.841984612E0,-6.612674654E-1,1.992830497E-1,1.967205049E0
9.248649042E0,1.548109693E0,-5.304155499E-1,6.004342031E-1,1.743130950E0
9.258602042E0,1.198504669E0,-1.768367583E-1,6.615022311E-1,1.380315139E0
9.268554042E0,9.352732533E-1,2.572084916E-1,6.327622890E-1,1.158136599E0
9.278506042E0,6.331163380E-1,6.716065121E-1,4.531960505E-1,1.028240373E0
9.288458042E0,4.648936978E-1,8.655457914E-1,3.051243773E-1,1.028784017E0
9.298411042E0,3.639374265E-1,1.032162786E0,3.949647993E-1,1.163532406E0
9.308363042E0,5.613552144E-1,1.300321943E0,5.450113696E-1,1.517561935E0
9.318315042E0,9.541316932E-1,1.288122897E0,3.310518086E-2,1.603347698E0
9.328267042E0,1.049367633E0,1.022790284E0,-4.217058706E-1,1.524830560E0
9.338219042E0,1.016937514E0,6.332476079E-1,-7.404989916E-1,1.408368984E0
9.348172042E0,9.873333532E-1,3.298648238E-1,-9.451375061E-1,1.406030888E0
9.358124042E0,6.937920177E-1,1.704083294E-1,-8.764800847E-1,1.130753599E0
9.368076042E0,3.154534838E-1,-1.097522378E-3,-1.307586524E0,1.345100228E0
9.378028042E0,2.461201242E-1,-2.357918948E-1,-2.044269623E0,2.072489137E0
9.387981042E0,5.439448375E-1,-4.901568854E-1,-2.391204223E0,2.500797352E0
9.397933042E0,6.132223561E-1,-6.495309341E-1,-2.562097287E0,2.713351175E0
9.407885042E0,5.192862520E-1,-4.421453977E-1,-2.200784090E0,2.304040229E0
9.417837042E0,4.925454730E-1,-4.597314835E-2,-1.887369823E0,1.951122606E0
9.427789042E0,4.960792378E-1,-1.013930583E-1,-2.504127991E0,2.554805698E0
9.437742042E0,5.560924280E-1,-2.858902538E-1,-2.984548677E0,3.049344656E0
9.447694042E0,6.243776742E-1,-4.284892255E-1,-3.171305822E0,3.260464861E0
9.457646042E0,5.302199605E-1,-5.278720111E-1,-3.113563690E0,3.202196265E0
9.467598042E0,7.080025059E-1,-5.570560491E-1,-2.602020906E0,2.753559838E0
9.477551042E0,1.037844818E0,-5.003643698E-1,-1.763990357E0,2.106928653E0
9.487503042E0,1.169377934E0,-3.027840292E-1,-1.641750805E0,2.038251365E0
9.497455042E0,1.280788735E0,-2.076100695E-1,-1.878244951E0,2.282832849E0
9.507407042E0,1.494213860E0,-3.939462143E-1,-2.039995308E0,2.559189234E0
9.517359042E0,1.875766901E0,-5.617835230E-1,-1.953996214E0,2.766261629E0
9.527312042E0,2.410002144E0,-7.667681926E-1,-1.880185057E0,3.151371074E0
9.537264042E0,2.830690892E0,-1.022814842E0,-1.757860136E0,3.485546354E0
9.547216042E0,2.932972727E0,-1.044893344E0,-1.539385940E0,3.473303930E0
9.557168042E0,2.874585355E0,-9.014985663E-1,-5.315352917E-1,3.059161714E0
9.567121042E0,2.614478399E0,-7.514075571E-1,7.251518047E-1,2.815307399E0
9.577073042E0,2.030653796E0,-5.596223921E-1,1.764051168E0,2.747473127E0
9.587025042E0,1.128302121E0,-2.272222155E-1,2.505340703E0,2.757068670E0
9.596977042E0,4.267758451E-2,1.602382672E-1,2.972222747E0,2.976844929E0
9.606929042E0,-8.655371667E-1,8.185949886E-1,3.172958245E0,3.389235366E0
9.616882042E0,-1.353415831E0,1.302305903E0,3.205265281E0,3.715031709E0
9.626834042E0,-1.615141443E0,1.067689299E0,3.044361600E0,3.607877475E0
9.636786417E0,-1.579365838E0,1.070262074E0,2.601224515E0,3.225868307E0
9.646738417E0,-1.505009574E0,7.326719087E-1,1.724363776E0,2.403183800E0
9.656691417E0,-1.415389592E0,-4.418974757E-2,1.048122761E0,1.761772333E0
9.666643417E0,-1.075968079E0,-4.403245747E-1,1.051314172E0,1.567435653E0
9.676595417E0,-5.167236366E-1,-2.933267426E-1,1.463058726E0,1.579108840E0
9.686547417E0,-8.293398321E-1,-3.710233748E-2,1.791668152E0,1.974653364E0
9.696499417E0,-1.396150645E0,2.873053384E0,4.439275705E0,5.469080467E0
9.706452417E0,-2.404730587E0,5.197642618E-1,1.597528898E0,2.933425074E0
9.716404417E0,-2.707554670E0,-1.330345057E0,7.764862651E-1,3.115060381E0
9.726356417E0,-2.479990100E0,-5.146116954E-1,6.221659648E-1,2.608115523E0
9.736308417E0,-2.188812647E0,-8.371259844E-1,1.351051801E-1,2.347324888E0
9.746261417E0,-1.910799324E0,-5.547148240E-1,2.865930891E-1,2.010223418E0
9.756213417E0,-1.362579002E0,-7.317848861E-1,1.146381712E-1,1.550894119E0
9.766165417E0,-7.652575645E-1,-6.991194159E-1,-1.195094866E-1,1.043393318E0
9.776117417E0,-4.158739674E-1,-7.563385141E-1,-4.988388312E-1,9.969148831E-1
9.786069417E0,-2.029472805E-1,-7.938969344E-1,-1.666388633E0,1.856962848E0
9.796022417E0,2.777522452E-2,-4.170731217E-1,-2.951204930E0,2.980659657E0
9.805974417E0,1.778999282E-1,-4.443357646E-2,-4.167238090E0,4.171270313E0
9.815926417E0,1.862018050E-1,-7.610671574E-1,-3.450911488E0,3.538740514E0
9.825878417E0,-9.336119863E-1,-1.675278155E0,2.275013031E0,2.975545753E0
9.835831417E0,-1.685900061E0,-1.630085025E0,5.722360057E0,6.184241330E0
9.845783417E0,-1.376379747E0,-1.010376645E0,4.278455640E0,4.606567577E0
9.855735417E0,-1.490231614E0,-9.288138342E-1,2.541735528E0,3.089321106E0
9.865687417E0,-2.042984989E0,-1.359676445E0,2.188321627E0,3.288047938E0
9.875639417E0,-1.992896571E0,-1.085029217E0,2.035037454E0,3.047999767E0
9.885592417E0,-1.240026625E0,-9.772439826E-1,1.800988614E0,2.395043177E0
9.895544417E0,-5.966404565E-1,-7.608239132E-1,1.882813965E0,2.116558832E0
9.905496417E0,-2.036401024E-1,-2.698443246E-1,1.588031266E0,1.623615888E0
9.915448417E0,-2.270768391E-1,6.655300856E-3,1.269803571E0,1.289964841E0
9.925400417E0,-4.640012665E-1,2.075738168E-1,8.831406480E-1,1.018980603E0
9.935353417E0,-6.843359005E-1,-1.192703354E-1,5.526238596E-1,8.876565597E-1
9.945305417E0,-9.168504310E-1,-5.607204992E-1,5.539412373E-1,1.209079437E0
9.955257417E0,-1.101218549E0,-8.536531395E-1,3.060970616E-1,1.426569797E0
9.965209417E0,-1.173940809E0,-8.947678363E-1,1.433982861E-1,1.483006936E0
9.975162417E0,-1.182636203E0,-7.849284750E-1,-1.163899970E-1,1.424179670E0
9.985114417E0,-9.776405700E-1,-3.304115385E-1,6.674947500E-2,1.034122024E0
9.995066417E0,-1.092369665E0,-2.838501602E-1,3.169880855E-1,1.172315591E0
1.000501842E1,-6.027612488E-1,-3.956383985E-1,7.293232083E-1,1.025555073E0
1.001497042E1,-2.588224693E-1,-5.705245256E-1,2.762435174E-1,6.846880939E-1
1.002492342E1,-4.309017867E-2,-5.248402297E-1,-2.828192961E-1,5.977464216E-1
1.003487542E1,5.775242275E-1,-2.467215103E-1,-1.862718254E-1,6.550594858E-1
1.004482742E1,7.606248155E-1,-1.217986715E-1,2.171568185E-1,8.003387472E-1
1.005477942E1,6.655110821E-1,1.101059943E-1,4.899183190E-1,8.336955618E-1
1.006473242E1,9.319122738E-1,6.140810198E-1,7.625307155E-1,1.351668997E0
