"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
5.306049166E-1,4.690496063E0,4.397405548E0,7.749534760E0,1.006941994E1
5.405579166E-1,4.244573364E0,4.324357452E0,7.614515533E0,9.731254659E0
5.505099166E-1,3.716172180E0,4.385430450E0,7.490273895E0,9.441723303E0
5.604629166E-1,3.398832092E0,4.695286102E0,7.454498291E0,9.442844696E0
5.704149166E-1,3.233426056E0,4.983885956E0,7.728578339E0,9.748081166E0
5.803679166E-1,3.102897491E0,5.133574677E0,7.971074066E0,9.975950259E0
5.903199167E-1,3.062780914E0,4.763244781E0,7.507188721E0,9.403563700E0
6.002729167E-1,2.716401215E0,4.265380096E0,7.110812988E0,8.725592489E0
6.102259167E-1,2.412682800E0,4.032015381E0,6.433621216E0,7.966785316E0
6.201779167E-1,2.412084045E0,4.722978516E0,6.370452576E0,8.288989174E0
6.301309167E-1,2.919828186E0,4.913382568E0,6.676715698E0,8.788928115E0
6.400829167E-1,4.068090363E0,4.131408691E0,6.250402222E0,8.525574755E0
6.500359167E-1,5.306465149E0,4.382885742E0,5.943839722E0,9.093816055E0
6.599889167E-1,4.911436615E0,4.396657104E0,6.076314240E0,8.965176967E0
6.699409167E-1,4.781057739E0,3.136577454E0,5.826483765E0,8.163610983E0
6.798939167E-1,5.173990631E0,2.341880035E0,6.681655426E0,8.769213213E0
6.898459167E-1,5.582491150E0,2.428849182E0,7.148534546E0,9.389625229E0
6.997989167E-1,6.311325531E0,3.419489136E0,7.161108398E0,1.013938901E1
7.097509167E-1,6.370751953E0,6.393205261E0,5.566773834E0,1.060417488E1
7.197039167E-1,6.362219696E0,5.639073486E0,6.095923462E0,1.046122708E1
7.296569167E-1,6.642886047E0,3.469036102E0,4.988376617E0,9.002557847E0
7.396089167E-1,7.551496582E0,3.198249207E0,4.549339600E0,9.378186893E0
7.495619167E-1,8.135432281E0,3.095113678E0,4.818629608E0,9.949079273E0
7.595139167E-1,8.822353821E0,2.641706543E0,3.151246948E0,9.733596341E0
7.694669167E-1,1.083102676E1,2.066303101E0,2.547702026E0,1.131686948E1
7.794199167E-1,1.120450012E1,-3.013233948E-1,7.021748199E0,1.322635878E1
7.893719167E-1,1.081905167E1,-3.139870605E0,7.521558838E0,1.354564556E1
7.993249167E-1,1.126407623E1,4.715194702E0,3.704197083E0,1.276062500E1
8.092769167E-1,9.508227539E0,7.854765930E0,3.685635681E0,1.287197145E1
8.192299167E-1,8.149952087E0,6.640940094E0,3.227288818E0,1.099723590E1
8.291819167E-1,9.286538544E0,5.679339752E0,5.079986115E0,1.201253333E1
8.391349167E-1,5.332211609E0,5.107528839E0,2.596949615E0,7.827099002E0
8.490879167E-1,9.072783051E0,5.706134033E0,1.861828308E0,1.087850001E1
8.590399167E-1,9.678573303E0,4.121080170E0,2.983445892E0,1.093430530E1
8.689929167E-1,7.466772766E0,2.109114075E0,2.934497681E0,8.295320028E0
8.789449167E-1,8.203690338E0,1.884431305E0,1.998793488E0,8.651404043E0
8.888979167E-1,6.775959320E0,3.328927460E0,-2.421963501E-1,7.553412594E0
8.988509167E-1,1.113264954E1,6.306834869E0,-1.029409332E0,1.283634431E1
9.088029166E-1,1.404155045E1,6.705156555E0,1.180145874E0,1.560503148E1
9.187559166E-1,9.680519257E0,2.624642029E0,5.310357056E0,1.134905683E1
9.287079166E-1,9.495354309E0,2.507735138E0,4.649032288E0,1.086572548E1
9.386609166E-1,1.206715622E1,3.261268158E0,3.537144470E0,1.299090144E1
9.486129166E-1,1.241263779E1,2.190395050E0,5.999523926E-1,1.261869051E1
9.585659166E-1,1.352437592E1,3.804488525E0,-9.689350891E-1,1.408267418E1
9.685189166E-1,1.339624237E1,4.934189301E0,-5.819897461E-1,1.428790558E1
9.784709166E-1,1.300555481E1,5.070555725E0,6.333329773E-1,1.397340695E1
9.884239166E-1,1.239841736E1,5.668262787E0,1.522933044E0,1.371748086E1
9.983759166E-1,1.189770859E1,6.100264435E0,1.601519623E0,1.346601503E1
1.008328917E0,1.123758133E1,6.436315613E0,2.032922516E0,1.310885833E1
1.018281917E0,1.062295944E1,6.312073975E0,2.247875519E0,1.255955770E1
1.028233917E0,1.086560486E1,6.000122681E0,1.696721649E0,1.252763767E1
1.038186917E0,1.142544067E1,6.473737793E0,1.288221130E0,1.319505549E1
1.048138917E0,1.166075134E1,6.454128571E0,2.100132751E0,1.349219979E1
1.058091917E0,1.213212112E1,5.462291107E0,2.805166626E0,1.359757136E1
1.068044917E0,1.230186813E1,6.379882965E0,2.611020355E0,1.410164152E1
1.077996917E0,1.187705154E1,6.568191376E0,2.904559937E0,1.387955186E1
1.087949917E0,1.196372131E1,5.767805786E0,3.315305786E0,1.368902713E1
1.097901917E0,1.163919617E1,5.313051453E0,3.438499603E0,1.324849737E1
1.107854917E0,1.170820267E1,4.856351166E0,3.165317688E0,1.306466197E1
1.117806917E0,1.132275421E1,4.765789490E0,3.052302704E0,1.265835946E1
1.127759917E0,1.065948349E1,4.878954163E0,3.104394379E0,1.212707906E1
1.137712917E0,9.874515839E0,5.211113434E0,2.604134674E0,1.146487172E1
1.147664917E0,8.918603668E0,5.129682770E0,2.187401276E0,1.051854843E1
1.157617917E0,7.765102386E0,4.693190460E0,2.285896454E0,9.356718141E0
1.167569708E0,6.648274841E0,4.802912292E0,2.209854584E0,8.494173423E0
1.177522708E0,5.979615326E0,5.005590820E0,1.834584961E0,8.011082379E0
1.187475708E0,5.806575165E0,4.792134705E0,1.805545349E0,7.742148551E0
1.197427708E0,5.905220032E0,4.581672363E0,1.709445190E0,7.667173412E0
1.207380708E0,5.941145325E0,4.659809875E0,2.088606720E0,7.834112194E0
1.217332708E0,5.258115692E0,4.575235748E0,2.784958649E0,7.505768279E0
1.227285708E0,4.431833954E0,4.375700684E0,2.696193237E0,6.786557790E0
1.237237708E0,4.268074493E0,4.281097412E0,2.432741089E0,6.516324435E0
1.247190708E0,4.215833130E0,3.745511169E0,2.273921356E0,6.080528039E0
1.257143708E0,4.633913727E0,3.222498779E0,1.721719666E0,5.901014609E0
1.267095708E0,5.267097015E0,3.376229095E0,2.431693268E0,6.712254913E0
1.277048708E0,5.643863525E0,3.370989990E0,2.474055176E0,7.024081294E0
1.287000708E0,5.790408783E0,3.414998474E0,2.738255768E0,7.258725308E0
1.296953708E0,5.949378204E0,3.690276031E0,2.319576416E0,7.375206638E0
1.306906708E0,6.207441559E0,3.935615845E0,2.049987030E0,7.630455400E0
1.316858708E0,6.244564362E0,3.987857208E0,1.792372742E0,7.623003950E0
1.326811708E0,6.030060425E0,3.903582458E0,1.054706726E0,7.260302405E0
1.336763708E0,6.909331970E0,4.182452545E0,2.222877502E-1,8.079677556E0
1.346716708E0,8.298742676E0,4.422253876E0,-2.790197754E-1,9.407619857E0
1.356668708E0,9.276659088E0,4.728816376E0,-4.538562012E-1,1.042228831E1
1.366621708E0,9.211394806E0,5.386398926E0,-6.976991272E-1,1.069344995E1
1.376574708E0,8.905580750E0,6.020929413E0,-1.163829803E0,1.081274522E1
1.386526708E0,8.288114777E0,6.419700165E0,-1.207389221E0,1.055287570E1
1.396479708E0,8.033344574E0,6.395300903E0,-1.055305481E0,1.032221722E1
1.406431708E0,7.611671448E0,5.816454620E0,-1.143023071E0,9.647548306E0
1.416384708E0,7.575596466E0,5.870342560E0,-1.743723907E0,9.741209199E0
1.426337708E0,8.161627808E0,5.647905121E0,-1.212927704E0,9.999109677E0
1.436289708E0,8.203540649E0,4.594246216E0,-3.267704773E-1,9.408079316E0
1.446242708E0,7.671247559E0,4.894671478E0,-6.418652344E-1,9.122381211E0
1.456194708E0,6.915618896E0,5.363047485E0,-1.094823303E0,8.819676928E0
1.466147708E0,6.244714050E0,5.368585968E0,-9.412426758E-1,8.288794040E0
1.476099708E0,5.482499084E0,5.269791412E0,-1.323248291E0,7.718774759E0
1.486052708E0,5.213358765E0,5.154381409E0,-2.035018158E0,7.608420087E0
1.496005708E0,5.708828430E0,5.263205109E0,-2.057022400E0,8.032645344E0
1.505957708E0,5.157375183E0,7.005881195E0,-2.479144592E0,9.045830421E0
1.515910708E0,4.533322906E0,9.030570831E0,-3.269650726E0,1.062039745E1
1.525862708E0,3.361559601E0,1.169712570E1,-3.159030762E0,1.257387402E1
1.535815708E0,3.082240448E0,1.073387878E1,-3.443289642E0,1.168642818E1
1.545768708E0,2.494861908E0,1.630723892E1,-5.283413086E0,1.732237949E1
1.555720708E0,1.435963898E0,1.599274292E1,-4.561165009E0,1.669233491E1
1.565673708E0,4.730163574E-1,1.583751572E1,-4.161196747E0,1.638188655E1
1.575625708E0,9.517208862E-1,1.520642807E1,-4.555177460E0,1.590254285E1
1.585578708E0,2.010618896E0,1.329924408E1,-4.299509125E0,1.412084488E1
1.595530708E0,1.780247955E0,1.210787155E1,-4.352199554E0,1.298889823E1
1.605483708E0,1.162931671E0,9.926008759E0,-3.369193726E0,1.054654096E1
1.615436708E0,1.703906708E0,8.482560425E0,-1.278042297E0,8.745885978E0
1.625388708E0,6.743476868E-1,7.728578339E0,-2.251468048E0,8.078042851E0
1.635341708E0,3.432512054E0,5.928122406E0,-1.780697021E0,7.077828491E0
1.645293708E0,5.447322235E0,6.002817078E0,-2.364033966E0,8.443683378E0
1.655246708E0,5.653742981E0,4.280199280E0,-1.005758514E0,7.162155106E0
1.665199708E0,3.929478607E0,7.503895569E0,-3.646417236E-1,8.478337951E0
1.675151708E0,8.054750061E-1,8.371940460E0,-2.770738220E-1,8.415161731E0
1.685104708E0,-7.894583130E-1,1.223226288E1,5.577401733E-1,1.227039419E1
1.695056708E0,-1.633852386E0,7.840545502E0,-3.823049927E-1,8.018091075E0
1.705009708E0,-5.435347137E0,7.908354492E0,1.359472961E0,9.691916013E0
1.714962708E0,-1.328487396E0,1.314326843E1,4.770579529E-1,1.321884897E1
1.724914708E0,6.765930176E-1,1.245709534E1,-2.200873260E0,1.266810347E1
1.734867708E0,-1.603166199E-1,1.228480362E1,-2.339185638E0,1.250655392E1
1.744819708E0,1.378932495E0,1.104657852E1,-2.154918823E0,1.133896058E1
1.754772708E0,1.653162231E0,1.094583801E1,-8.071215820E-1,1.109935856E1
1.764724708E0,1.927990723E0,1.175415710E1,2.863545227E-1,1.191466980E1
1.774677708E0,2.724185028E0,1.305914337E1,9.466314697E-1,1.337379979E1
1.784630708E0,1.428629150E0,8.621920624E0,-2.948418732E0,9.223430463E0
1.794582708E0,-2.929408264E-1,8.040379944E0,-2.330952759E0,8.376566405E0
1.804535708E0,1.960024109E0,1.039094193E1,-4.317022705E0,1.142147336E1
1.814487708E0,3.056943054E0,1.153231842E1,-5.569019165E0,1.316636789E1
1.824440708E0,2.153272247E0,1.077444443E1,-6.143075409E0,1.258819326E1
1.834393708E0,1.866618347E0,9.020841064E0,-2.605781250E0,9.573397176E0
1.844345708E0,1.432970123E0,7.460336151E0,-1.998344421E-1,7.599338962E0
1.854298708E0,1.505718842E0,7.480544128E0,-9.812095642E-1,7.693406391E0
1.864250708E0,2.168540497E0,9.096284180E0,-2.035467224E0,9.570166173E0
1.874203708E0,1.842668152E0,9.046138458E0,-1.633702698E0,9.375341670E0
1.884155708E0,1.431473236E0,8.511899414E0,-1.631906433E0,8.784342085E0
1.894108708E0,1.537003784E0,8.788374481E0,-1.840123444E0,9.109553279E0
1.904061708E0,1.451531525E0,8.964857483E0,-1.724563751E0,9.243902509E0
1.914013708E0,1.132844238E0,9.231453094E0,-6.346801758E-1,9.322332392E0
1.923966708E0,8.846603394E-1,9.443262634E0,1.534309387E0,9.607910199E0
1.933918708E0,7.114704895E-1,9.566306763E0,9.478289795E-1,9.639439564E0
1.943871708E0,6.608757019E-1,1.107980942E1,-1.381626892E-1,1.110036136E1
1.953824708E0,2.490820312E-1,1.135748199E1,-5.688171387E-3,1.136021441E1
1.963776708E0,4.173321533E-1,1.112546448E1,-8.119116211E-1,1.116285476E1
1.973729708E0,7.487429810E-1,9.796228638E0,-9.271719360E-1,9.868452734E0
1.983681708E0,1.780996399E0,8.417146454E0,-1.507365417E-1,8.604825629E0
1.993634708E0,2.909499664E0,8.402626648E0,-9.175918579E-2,8.892566707E0
2.003586708E0,2.150577850E0,8.172405396E0,-1.082997894E0,8.519746444E0
2.013539708E0,1.607806549E0,7.683821411E0,-1.753303986E0,8.043645209E0
2.023492708E0,1.623224487E0,8.355325012E0,-9.645941162E-1,8.566023325E0
2.033444708E0,9.315129089E-1,8.415200500E0,-8.131091309E-1,8.505554786E0
2.043397708E0,-6.673123169E-1,8.767867126E0,-2.379002838E0,9.109360800E0
2.053349708E0,-5.659730530E-1,9.389524384E0,-1.746268616E0,9.567285285E0
2.063302708E0,1.450483704E-1,1.024469604E1,-1.076261902E0,1.030209570E1
2.073255708E0,-2.984793091E-1,9.925859070E0,-2.143542480E0,1.015906209E1
2.083207708E0,-4.257147217E-1,8.202792206E0,-2.853216705E0,8.695279096E0
2.093160708E0,-4.405339050E-1,7.859106903E0,-1.052611084E0,7.941512547E0
2.103112708E0,-1.965263214E0,8.757239227E0,4.457730103E-1,8.986112172E0
2.113065708E0,-4.590653687E0,9.219028931E0,-6.556365967E-1,1.031961506E1
2.123017708E0,-5.440885620E0,9.173673248E0,-1.373094635E0,1.075383216E1
2.132970708E0,-5.400619354E0,9.598340149E0,-1.659000092E0,1.113764357E1
2.142923708E0,-5.739813995E0,9.692045288E0,-3.605252838E0,1.182704759E1
2.152875708E0,-4.678071899E0,9.670490112E0,-5.272336121E0,1.196663127E1
2.162828708E0,-2.196831665E0,8.342002716E0,-5.096302185E0,1.001935001E1
2.172780417E0,-1.195414124E0,6.637048187E0,-5.437293091E0,8.662769749E0
2.182733417E0,-1.786983948E0,6.458619232E0,-4.536765747E0,8.092547032E0
2.192686417E0,-2.315684509E-1,3.957919464E0,-2.442171478E0,4.656495674E0
2.202638417E0,9.455836487E-1,3.716621246E0,-8.970845032E-1,3.938548277E0
2.212591417E0,4.966671753E-1,8.821755066E0,-3.992497559E0,9.695879407E0
2.222543417E0,-1.915117493E0,1.181103882E1,-5.871989136E0,1.332848714E1
2.232496417E0,-1.166673889E0,1.130598907E1,-4.071233826E0,1.207317116E1
2.242448417E0,1.939516754E0,1.094434113E1,-3.817361755E0,1.175213081E1
2.252401417E0,1.940714264E0,1.235874985E1,-5.150788879E0,1.352906855E1
2.262354417E0,2.786006470E0,1.182495987E1,-3.994742889E0,1.278864648E1
2.272306417E0,3.788022766E0,1.107052872E1,-3.035238190E0,1.208794414E1
2.282259417E0,4.273014221E0,1.018032990E1,-3.291804657E0,1.152101320E1
2.292211417E0,4.775668945E0,9.447304230E0,-3.822600861E0,1.125481446E1
2.302164417E0,4.261039124E0,8.929381256E0,-3.011138306E0,1.034201421E1
2.312117417E0,3.353775787E0,8.727151794E0,-2.705773315E0,9.733046785E0
2.322069417E0,3.148253174E0,8.563991089E0,-1.178050232E0,9.200067596E0
2.332022417E0,2.930456085E0,7.661817169E0,-1.186881866E0,8.288528444E0
2.341974417E0,1.639390869E0,7.877817993E0,-1.644629974E0,8.212942622E0
2.351927417E0,-3.650907898E-1,8.600365448E0,-1.241218872E0,8.697137541E0
2.361880417E0,1.431473236E0,9.455686798E0,-1.209634552E0,9.639623654E0
2.371832417E0,1.181044006E-1,6.251599731E0,-5.506149902E0,8.331514544E0
2.381785417E0,-2.266137543E0,7.388036499E0,-4.115391998E0,8.755279206E0
2.391737417E0,-5.243895264E0,9.098080444E0,-3.697311401E-1,1.050762611E1
2.401690417E0,-8.153394928E0,8.667425995E0,2.770887909E0,1.221801711E1
2.411642417E0,-9.138646088E0,7.991282043E0,6.686445465E0,1.385943700E1
2.421595417E0,-1.124356888E1,7.837102661E0,9.362879791E0,1.659823898E1
2.431548417E0,-1.014515305E1,7.851472778E0,8.464597778E0,1.536942324E1
2.441500417E0,-6.273304596E0,6.166576538E0,3.224594421E0,9.369046159E0
2.451453417E0,-6.699169006E0,4.145030365E0,-5.617817688E-1,7.897831402E0
2.461405417E0,-8.062384186E0,5.246140594E0,-2.317181396E0,9.894107313E0
2.471358417E0,-9.242829437E0,5.491630096E0,-1.969903564E0,1.093016089E1
2.481311417E0,-8.814869385E0,5.699098663E0,1.379680939E0,1.058702826E1
2.491263417E0,-7.929161224E0,6.827901306E0,2.798131256E0,1.083149909E1
2.501216417E0,-7.459887085E0,7.994275818E0,3.513343964E0,1.148485729E1
2.511168417E0,-6.048771515E0,8.104297028E0,4.198918304E0,1.094980283E1
2.521121417E0,-4.522844696E0,7.777825928E0,3.226690063E0,9.558359120E0
2.531073417E0,-4.017196198E0,7.836503906E0,3.936813354E-2,8.806259627E0
2.541026417E0,-4.143683167E0,7.974965973E0,-3.554208984E0,9.664501744E0
2.550979417E0,-4.672533417E0,9.703122253E0,-5.884263611E0,1.227223322E1
2.560931417E0,-5.629343719E0,1.217508179E1,-6.650520172E0,1.497169148E1
2.570884417E0,-6.929989014E0,1.387105499E1,-5.572761383E0,1.647684993E1
2.580836417E0,-7.702382813E0,1.398556686E1,-3.359014893E0,1.631581327E1
2.590789417E0,-7.051685944E0,1.136646332E1,-1.312770081E0,1.344046607E1
2.600742417E0,-6.842870178E0,9.453591156E0,3.212319946E-1,1.167469263E1
2.610694417E0,-7.242539063E0,8.086633759E0,1.343605957E0,1.093861484E1
2.620647417E0,-7.645800476E0,8.340356140E0,2.819087677E0,1.166049145E1
2.630599417E0,-8.888965302E0,7.844138031E0,3.421135712E0,1.233889684E1
2.640552417E0,-9.582622833E0,7.815397797E0,2.179467773E0,1.255616115E1
2.650505417E0,-8.243208160E0,8.292904816E0,8.072712708E-1,1.172068419E1
2.660457417E0,-4.350403290E0,1.099852844E1,-1.714235229E0,1.195124425E1
2.670410417E0,6.236181793E0,1.748783386E1,-6.177952881E0,1.956735543E1
2.680362417E0,7.539222107E0,1.781445465E1,-1.153830597E1,2.252392437E1
2.690315417E0,1.979483643E0,1.450004700E1,-1.370519989E1,2.004999308E1
2.700267417E0,-2.365979919E0,6.570287018E0,4.850662994E0,8.502673930E0
2.710220417E0,-5.178481293E0,1.887275391E0,1.020877075E1,1.160161528E1
2.720173417E0,-5.220094757E0,1.892364807E0,1.014245865E1,1.156286735E1
2.730125417E0,-4.348008270E0,2.085014191E0,6.511309662E0,8.102444915E0
2.740078417E0,-5.066065063E0,2.380499725E0,2.431393890E0,6.102742860E0
2.750030417E0,-6.113886108E0,3.930227051E0,1.149908752E0,7.358571747E0
2.759983417E0,-7.364385681E0,5.126539307E0,-4.580474854E-1,8.984730893E0
2.769936417E0,-8.259224854E0,5.989794159E0,-1.403631134E0,1.029867028E1
2.779888417E0,-8.337512054E0,6.006259918E0,-1.297950897E0,1.035731345E1
2.789841417E0,-7.417674866E0,6.796616364E0,-2.016307068E-1,1.006263133E1
2.799793417E0,-5.973029022E0,7.942483521E0,1.012045441E0,9.989211988E0
2.809746417E0,-4.857997742E0,8.497229919E0,1.566342773E0,9.912441074E0
2.819698417E0,-4.392316132E0,8.550668793E0,2.028880920E0,9.824598495E0
2.829651417E0,-4.363725586E0,8.374934235E0,2.073039093E0,9.668459831E0
2.839604417E0,-4.769382019E0,8.034841461E0,1.320104828E0,9.436543801E0
2.849556417E0,-5.282664642E0,7.713010712E0,5.182223511E-1,9.362992810E0
2.859509417E0,-5.716013489E0,7.338938599E0,7.095245361E-2,9.302572989E0
2.869461417E0,-5.941893768E0,6.957681427E0,9.415420532E-2,9.150098218E0
2.879414417E0,-5.891897736E0,6.855444031E0,4.180805969E-1,9.049108419E0
2.889367417E0,-5.746699677E0,6.983427887E0,7.560777283E-1,9.075487632E0
2.899319417E0,-5.584287415E0,7.317233734E0,5.703140259E-1,9.222333411E0
2.909272417E0,-5.177283783E0,7.709268494E0,3.649411011E-1,9.293560678E0
2.919224417E0,-5.103187866E0,8.023315430E0,2.368075562E-1,9.511687269E0
2.929177417E0,-5.163512421E0,8.239765320E0,4.354444885E-1,9.733714859E0
2.939130417E0,-5.135969696E0,8.286767578E0,8.259823608E-1,9.784219359E0
2.949082417E0,-5.247188416E0,8.305478668E0,3.266207886E-1,9.829580017E0
2.959035417E0,-5.032235413E0,8.330776062E0,-8.292755127E-2,9.733041663E0
2.968987417E0,-5.007536774E0,8.458011475E0,3.698808289E-1,9.836167672E0
2.978940417E0,-5.606141968E0,8.616681519E0,-2.484832764E-2,1.027991467E1
2.988892417E0,-5.952671356E0,8.018226013E0,-2.339634705E-1,9.989043176E0
2.998845417E0,-6.219117279E0,6.977739716E0,-3.300636292E-1,9.352818467E0
3.008798417E0,-6.459517365E0,6.851103058E0,1.300794983E-1,9.417000497E0
3.018750417E0,-6.286327515E0,7.358996887E0,3.659889221E-1,9.685385728E0
3.028703417E0,-5.832321625E0,7.751031647E0,1.835183716E-1,9.701966095E0
3.038655417E0,-5.194647675E0,7.732769623E0,9.734257507E-1,9.366303870E0
3.048608417E0,-4.727918243E0,7.790848846E0,2.045496368E0,9.339946041E0
3.058561417E0,-4.701273651E0,8.513995056E0,8.481362915E-1,9.762654400E0
3.068513417E0,-4.726121979E0,8.688981171E0,-1.317260742E-2,9.891147368E0
3.078466417E0,-5.318140869E0,9.079369354E0,-5.057981873E-1,1.053439139E1
3.088418417E0,-5.935307465E0,8.470585327E0,-4.704716492E-1,1.035374493E1
3.098371417E0,-6.422544250E0,7.345075836E0,1.601669312E-2,9.757021586E0
3.108324417E0,-6.856491852E0,7.065157928E0,9.279203796E-1,9.888830735E0
3.118276417E0,-6.803502045E0,7.589667206E0,9.443861389E-1,1.023633497E1
3.128229417E0,-6.352340240E0,7.906408539E0,1.240919495E0,1.021779838E1
3.138181417E0,-5.742209015E0,8.016579437E0,1.172511749E0,9.930422652E0
3.148134417E0,-4.907245331E0,8.266709290E0,1.052162018E0,9.670914338E0
3.158086417E0,-4.299509125E0,8.903784485E0,8.005352783E-1,9.919879717E0
3.168040042E0,-4.167483673E0,8.798104248E0,6.548881531E-1,9.757224863E0
3.177993042E0,-4.262985077E0,8.397387543E0,7.656578064E-1,9.448565562E0
3.187945042E0,-4.452940063E0,8.488847351E0,5.614823914E-1,9.602315712E0
3.197898042E0,-4.919220428E0,8.916058960E0,4.390370178E-1,1.019252621E1
3.207850042E0,-5.517526245E0,8.704399109E0,5.424719238E-1,1.032007439E1
3.217803042E0,-5.969735870E0,7.598947906E0,4.008663940E-1,9.671734566E0
3.227756042E0,-6.484665070E0,6.770869904E0,1.977388000E-1,9.377348290E0
3.237708042E0,-6.910978546E0,6.976841583E0,2.318678284E-1,9.823019171E0
3.247661042E0,-7.032226410E0,7.717651062E0,7.244934082E-1,1.046609941E1
3.257613042E0,-6.778504028E0,8.086035004E0,1.093625793E0,1.060792611E1
3.267566042E0,-6.277495880E0,8.304131470E0,1.202449493E0,1.047909532E1
3.277519042E0,-5.729036407E0,8.264763336E0,1.087338867E0,1.011486416E1
3.287471042E0,-5.305267639E0,8.338859253E0,6.744973755E-1,9.906431500E0
3.297424042E0,-4.970264282E0,8.634045410E0,2.677931213E-1,9.966041357E0
3.307376042E0,-4.935686188E0,8.763975220E0,4.463717651E-1,1.006814320E1
3.317329042E0,-4.397405548E0,8.484207001E0,1.353335724E0,9.651448677E0
