"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
2.408582916E-1,-9.135502625E-1,6.683152313E0,7.651788025E0,1.020043915E1
2.508122916E-1,-1.558259583E0,6.149512024E0,6.896458740E0,9.370475666E0
2.607662916E-1,-1.850601654E0,5.666167145E0,6.624025269E0,8.911110332E0
2.707192916E-1,-1.401086426E0,5.795498199E0,6.468648376E0,8.797400433E0
2.806732917E-1,-9.621990967E-1,5.783822479E0,6.677613831E0,8.886447887E0
2.906272917E-1,-4.598437500E-1,5.709427185E0,6.920558624E0,8.983493014E0
3.005812917E-1,-1.736389160E-2,5.470523987E0,7.069498901E0,8.938945626E0
3.105342917E-1,3.911366272E-1,5.418132935E0,7.386240234E0,9.168734763E0
3.204882917E-1,6.239025879E-1,5.417683868E0,7.525301056E0,9.293584288E0
3.304422917E-1,5.040019226E-1,5.557642822E0,7.439978485E0,9.300252230E0
3.403952917E-1,-6.511459351E-2,5.455255737E0,7.413633270E0,9.204673451E0
3.503492917E-1,-5.053491211E-1,5.214107208E0,7.184310150E0,8.891378074E0
3.603032917E-1,-9.452842712E-1,4.928950195E0,7.345674591E0,8.896462644E0
3.702572917E-1,-1.744023285E0,5.055586853E0,7.361990662E0,9.099422078E0
3.802102917E-1,-2.916235657E0,5.640720062E0,7.350913696E0,9.713809006E0
3.901642917E-1,-3.725602570E0,6.601272583E0,8.065078583E0,1.106808054E1
4.001182917E-1,-3.748804321E0,7.185208282E0,7.691156158E0,1.117294209E1
4.100712917E-1,-3.289709015E0,6.496490479E0,7.118147736E0,1.018305461E1
4.200252916E-1,-2.444566498E0,5.578150177E0,6.702162781E0,9.055973206E0
4.299792916E-1,-1.342408447E0,5.101541290E0,6.437962189E0,8.323168935E0
4.399332916E-1,-9.674382019E-1,4.990621948E0,7.086713104E0,8.721453246E0
4.498862916E-1,-2.069596252E0,5.461093597E0,7.745343475E0,9.700366873E0
4.598402916E-1,-3.345692596E0,6.390660553E0,8.154293060E0,1.088699667E1
4.697942917E-1,-2.986289978E0,6.491550751E0,9.089847565E0,1.156215757E1
4.797472917E-1,-8.152047729E-1,5.598507843E0,9.675429840E0,1.120811275E1
4.897012917E-1,5.548960876E-1,4.918621674E0,8.498876495E0,9.835224986E0
4.996552917E-1,1.945953369E-3,5.964646454E0,8.120613098E0,1.007578127E1
5.096082917E-1,-1.844165039E-1,7.437733154E0,7.552394714E0,1.060153526E1
5.195622917E-1,-2.808160400E-1,8.417146454E0,8.443341980E0,1.192548682E1
5.295162917E-1,-2.130070496E-1,9.267977142E0,9.112600250E0,1.299924058E1
5.394702917E-1,7.539820862E-1,1.016910324E1,8.646020508E0,1.336909946E1
5.494232917E-1,1.997146912E0,1.108953918E1,8.434510345E0,1.407506447E1
5.593772917E-1,2.526895294E0,1.176014465E1,8.874744873E0,1.494815369E1
5.693312917E-1,2.327060852E0,1.176807816E1,9.654024353E0,1.539815125E1
5.792842917E-1,2.068099365E0,1.129880402E1,1.070708450E1,1.570291902E1
5.892382917E-1,1.710942078E0,1.066666855E1,1.166254761E1,1.589717451E1
5.991922917E-1,1.165476379E0,1.012434631E1,1.174322983E1,1.554876748E1
6.091462916E-1,7.315287781E-1,9.679770813E0,1.142933258E1,1.499542399E1
6.190992916E-1,-1.731898499E-1,9.170978851E0,1.126512405E1,1.452721129E1
6.290532916E-1,-1.127904510E0,8.386460266E0,1.116198853E1,1.400695799E1
6.390072916E-1,-2.652783508E0,7.387587433E0,1.102202957E1,1.353140216E1
6.489602916E-1,-4.252207489E0,6.159541168E0,1.050335815E1,1.289735432E1
6.589142916E-1,-5.342240753E0,4.945565643E0,9.801168365E0,1.220905636E1
6.688682917E-1,-5.980962524E0,3.911366272E0,9.635013885E0,1.199600731E1
6.788222917E-1,-6.185287628E0,3.132236481E0,9.779762878E0,1.198801278E1
6.887752917E-1,-5.953120422E0,2.367177429E0,9.838440857E0,1.174044676E1
6.987292917E-1,-5.952222290E0,1.737886047E0,9.362430725E0,1.122961741E1
7.086832917E-1,-6.093678131E0,1.082548828E0,8.622220001E0,1.061355279E1
7.186362917E-1,-6.142476654E0,3.989204407E-1,7.981252899E0,1.007916439E1
7.285902917E-1,-5.706882477E0,-2.514770508E-1,7.070696411E0,9.089911773E0
7.385442917E-1,-5.422922974E0,-4.611909485E-1,5.837560730E0,7.981096788E0
7.484972917E-1,-5.464985504E0,-3.092568970E-1,4.806055756E0,7.284221188E0
7.584512917E-1,-6.097570038E0,1.227447510E-1,3.858077087E0,7.216660270E0
7.684052917E-1,-6.502328339E0,5.602848816E-1,2.598745880E0,7.024789899E0
7.783592917E-1,-6.020180969E0,1.016835480E0,2.073338470E0,6.447888469E0
7.883122917E-1,-5.831722870E0,1.844464417E0,1.930535431E0,6.413891772E0
7.982662916E-1,-5.461842041E0,2.782264252E0,1.992057495E0,6.445231254E0
8.082202916E-1,-4.963677979E0,3.788322144E0,1.794767761E0,6.496974300E0
8.181732916E-1,-4.922962646E0,4.588108978E0,1.689237213E0,6.938287078E0
8.281272916E-1,-4.811594238E0,5.182822266E0,1.685494995E0,7.270074218E0
8.380812916E-1,-4.304897919E0,5.663023682E0,2.155068512E0,7.432785723E0
8.480352917E-1,-3.920347595E0,6.081253967E0,3.163820801E0,7.896868819E0
8.579882917E-1,-3.788471832E0,6.511609039E0,4.000880127E0,8.529983171E0
8.679422917E-1,-3.870201874E0,6.742429047E0,4.837340698E0,9.156346270E0
8.778962917E-1,-3.796255646E0,6.785838776E0,5.423072662E0,9.479919932E0
8.878492917E-1,-3.624412994E0,6.873107300E0,5.803581390E0,9.698326168E0
8.978032917E-1,-3.717968445E0,6.953041077E0,5.714965668E0,9.738013255E0
9.077572917E-1,-3.995341644E0,6.937922516E0,5.147944794E0,9.518343306E0
9.177112917E-1,-4.504732361E0,6.809040527E0,4.678520966E0,9.409793036E0
9.276642917E-1,-4.922663269E0,6.423292694E0,4.529730377E0,9.274144704E0
9.376182917E-1,-4.977898407E0,5.838758240E0,4.622537384E0,8.957590200E0
9.475722917E-1,-4.635111237E0,5.342390442E0,4.617447968E0,8.446669021E0
9.575252917E-1,-4.472100220E0,4.937931519E0,4.523892517E0,8.052853629E0
9.674792917E-1,-4.688101044E0,4.779560852E0,4.042044525E0,7.820525384E0
9.774332917E-1,-4.691693573E0,5.036576385E0,3.339255981E0,7.650471932E0
9.873872916E-1,-4.552782440E0,5.561085663E0,2.783162384E0,7.707106756E0
9.973402916E-1,-4.434977417E0,5.964796143E0,2.307301941E0,7.782766858E0
1.007294292E0,-4.354295197E0,6.191125488E0,2.303559723E0,7.911782913E0
1.017248292E0,-4.065545654E0,6.340664520E0,2.691103821E0,7.998420332E0
1.027201292E0,-3.802841949E0,6.327042847E0,3.006048889E0,7.970533734E0
1.037155292E0,-3.691922607E0,6.199807434E0,3.344944153E0,7.953399031E0
1.047109292E0,-3.365601196E0,6.190975800E0,3.491489410E0,7.864219673E0
1.057062292E0,-2.990780640E0,6.385122070E0,3.237916718E0,7.758779373E0
1.067016292E0,-2.785407715E0,6.772815857E0,2.426304474E0,7.714692746E0
1.076970292E0,-2.922672272E0,7.014712830E0,1.504970398E0,7.746815164E0
1.086924292E0,-2.997217255E0,7.042554932E0,1.067579956E0,7.727911632E0
1.096877292E0,-2.942131805E0,7.240144043E0,1.494342499E0,7.956688056E0
1.106831292E0,-2.273621979E0,7.401358795E0,2.534080353E0,8.146841851E0
1.116785792E0,-1.536554718E0,7.716752930E0,3.414998474E0,8.577382512E0
1.126738792E0,-9.583071899E-1,8.245752869E0,3.368894348E0,8.958808078E0
1.136692792E0,-1.280886383E0,8.657845917E0,2.384541321E0,9.071108155E0
1.146646792E0,-1.986968079E0,9.034911804E0,9.163943481E-1,9.296098755E0
1.156600792E0,-2.367626495E0,9.978848877E0,-1.748214569E0,1.040381345E1
1.166553792E0,-2.506687317E0,1.023287064E1,-2.417921906E0,1.080932325E1
1.176507792E0,-2.816093903E0,1.002180954E1,-1.378333740E0,1.050080260E1
1.186461792E0,-2.940934296E0,9.892478485E0,4.117936707E-1,1.032859134E1
1.196414792E0,-1.916315002E0,1.098879868E1,3.619772644E0,1.172726368E1
1.206368792E0,-7.634124756E-1,1.153112091E1,5.903124390E0,1.297676484E1
1.216322792E0,-9.672885132E-1,1.248613495E1,5.755381622E0,1.378272943E1
1.226275792E0,-1.072369995E0,1.439571396E1,3.474574585E0,1.484786942E1
1.236229792E0,-7.267387390E-1,1.536180496E1,2.260149994E0,1.554417830E1
1.246183792E0,-7.783813477E-3,1.506721756E1,1.316961365E0,1.512466505E1
1.256137792E0,1.402433624E0,1.328936462E1,-2.686912537E-1,1.336586051E1
1.266090792E0,5.529501343E-1,1.147858017E1,-4.140390015E-1,1.149934715E1
1.276044792E0,-7.824229431E-1,9.431586914E0,-9.189390564E-1,9.508494432E0
1.285998792E0,8.984317017E-1,8.583600311E0,-2.972817993E-1,8.635609434E0
1.295951792E0,2.041005707E0,9.026229858E0,2.779420166E0,9.662489649E0
1.305905792E0,1.644779663E0,1.081620758E1,2.198627930E0,1.115928364E1
1.315859792E0,5.763015747E-1,1.192240723E1,7.689509583E-1,1.196107032E1
1.325813792E0,6.788383484E-1,1.180939224E1,-1.317260742E0,1.190200582E1
1.335766792E0,1.353934479E0,1.101020416E1,-8.017327881E-1,1.112207309E1
1.345720792E0,9.611512756E-1,9.812844086E0,8.954379272E-1,9.900380291E0
1.355674792E0,3.144960022E-1,9.437724152E0,2.220332794E0,9.700485690E0
1.365627792E0,5.535488892E-1,8.719068604E0,4.053869934E0,9.631325720E0
1.375581792E0,8.369096375E-1,7.627239075E0,4.355492706E0,8.823010278E0
1.385535792E0,2.640509033E-1,6.610852661E0,4.140539703E0,7.804944896E0
1.395488792E0,-7.509883118E-1,5.708229675E0,3.431763611E0,6.702601805E0
1.405442792E0,-1.360221405E0,5.720653839E0,4.152814178E0,7.198746295E0
1.415396792E0,-1.250050507E0,5.448669434E0,4.939129028E0,7.459599213E0
1.425350792E0,-5.794450378E-1,5.948031006E0,6.501579895E0,8.830932597E0
1.435303792E0,3.397933960E-2,7.157515869E0,6.896608429E0,9.939537003E0
1.445257792E0,1.851649475E0,8.334368591E0,6.153852997E0,1.052426778E1
1.455211792E0,3.561992798E0,9.758656769E0,4.391717377E0,1.127857953E1
1.465164792E0,3.709136810E0,1.215023346E1,7.466473389E-1,1.272569649E1
1.475118792E0,2.991978149E0,1.429871567E1,-3.205733643E0,1.495599984E1
1.485072792E0,2.809956665E0,1.377181137E1,-2.779719543E0,1.432778719E1
1.495026792E0,2.301913147E0,1.202778809E1,3.571572876E0,1.275627780E1
1.504979792E0,-1.936972046E-1,1.125674149E1,8.656798096E0,1.420182737E1
1.514933792E0,-7.634124756E-2,1.023496628E1,5.810616760E0,1.176960619E1
1.524887792E0,-1.208886108E0,8.205636292E0,-3.538341980E0,9.017412963E0
1.534840792E0,-1.415456543E0,7.043902130E0,7.447013855E-1,7.223202517E0
1.544794792E0,-1.474433899E0,7.070546722E0,5.224884796E0,8.914370836E0
1.554748792E0,-1.888472900E0,9.144783325E0,7.124734039E0,1.174543431E1
1.564701792E0,-1.675166473E0,1.037028488E1,5.769452362E0,1.198480587E1
1.574655792E0,-2.461032257E0,1.467099152E1,6.543043671E0,1.625134125E1
1.584609792E0,-1.686842194E0,1.049018555E1,4.785548401E0,1.165293538E1
1.594563792E0,-3.105741577E0,7.712112579E0,3.166066132E0,8.896419838E0
1.604516792E0,-4.411027222E0,7.894583130E0,1.993255005E0,9.260381712E0
1.614470792E0,-4.429438934E0,8.248147888E0,1.405427399E0,9.467158974E0
1.624424792E0,-3.392994232E0,8.832382965E0,8.436456299E-1,9.499217686E0
1.634377792E0,-2.406395874E0,9.129066010E0,1.278491364E0,9.527073395E0
1.644331792E0,-1.915416870E0,9.157357178E0,1.400637360E0,9.459799008E0
1.654285792E0,-1.744322662E0,9.539811859E0,1.981878662E0,9.898409715E0
1.664239792E0,-1.475781097E0,9.618099060E0,8.241860962E-1,9.765502655E0
1.674192792E0,-1.420246582E0,9.345815277E0,-5.334906006E-1,9.468155880E0
1.684146792E0,-1.738634491E0,8.565937042E0,3.091072083E-1,8.746066234E0
1.694100792E0,-1.889969788E0,9.048234100E0,1.463955688E0,9.358722797E0
1.704053792E0,-9.184899902E-1,1.024379791E1,1.769170990E0,1.043594680E1
1.714007792E0,3.583547974E-1,1.044363235E1,7.550299072E-1,1.047701986E1
1.723961792E0,1.440005493E0,1.150821854E1,-1.268761597E0,1.166715328E1
1.733915792E0,2.207459564E0,1.275587402E1,-1.586251373E0,1.304229248E1
1.743868792E0,3.425925751E0,1.239542358E1,-9.889933777E-1,1.289812393E1
1.753822792E0,3.718716888E0,1.111348938E1,-5.945635986E-1,1.173422376E1
1.763776792E0,3.061882782E0,1.060814026E1,1.179996185E0,1.110406038E1
1.773729792E0,4.519701233E0,1.012449600E1,1.832788696E0,1.123798171E1
1.783683792E0,5.175487518E0,8.889564056E0,1.712888031E0,1.042803939E1
1.793637792E0,3.547772369E0,1.031909134E1,1.777254181E0,1.105572102E1
1.803590792E0,2.792293396E0,1.204590042E1,2.166295166E0,1.255362315E1
1.813544792E0,3.317401428E0,1.296753387E1,2.665806427E0,1.364802590E1
1.823498792E0,3.334765320E0,1.393137955E1,3.490591278E0,1.474409113E1
1.833452792E0,1.501228180E0,1.608330460E1,4.963378601E0,1.689856503E1
1.843405792E0,6.972500610E-1,1.507305542E1,5.977519684E0,1.623003077E1
1.853359792E0,1.333726501E0,1.068897217E1,5.970783691E0,1.231597379E1
1.863313792E0,1.898052979E0,6.799011383E0,5.073100433E0,8.692842395E0
1.873266792E0,-3.159928894E-1,5.769602051E0,2.621797943E0,6.345233155E0
1.883220792E0,-1.751956787E0,6.137387238E0,2.693947906E0,6.927786805E0
1.893174792E0,-3.684587860E0,6.211632843E0,-1.112187195E-1,7.223083821E0
1.903128792E0,-3.409459991E0,2.257904663E0,7.402107239E-1,4.155774635E0
1.913081792E0,-2.154020691E0,5.403762817E-2,4.728666687E0,5.196442421E0
1.923035792E0,-1.416504364E0,-2.113604736E-1,4.982838135E0,5.184576525E0
1.932989792E0,-8.887019348E-1,1.121916962E0,3.982169037E0,4.231566972E0
1.942942792E0,-1.136137390E-1,2.877316589E0,8.863069153E-1,3.012872182E0
1.952896792E0,-5.942642212E-2,4.101470947E0,4.155358887E-1,4.122895282E0
1.962850792E0,-9.235794067E-1,6.906038818E0,-1.197509766E-1,6.968551598E0
1.972803792E0,2.287243652E-1,1.230007187E1,5.179229736E-2,1.230230731E1
1.982757792E0,2.460882568E0,1.861498993E1,-4.390370178E0,1.928339035E1
1.992711792E0,1.081650696E0,2.146057251E1,-2.950364685E0,2.168941660E1
2.005153792E0,6.548881531E-1,1.909983170E1,-3.921994171E0,1.950934360E1
2.015106792E0,-3.511697388E-1,1.308354263E1,-7.580236816E-1,1.311018718E1
2.025060792E0,-1.898352356E0,9.177565155E0,7.297325134E-1,9.400210284E0
2.035014792E0,-2.524949341E0,7.291038208E0,1.657503204E0,7.891889773E0
2.044967792E0,-3.278482361E0,6.384373627E0,6.316864014E0,9.560933227E0
2.054921792E0,-2.586321716E0,5.655539246E0,5.848188629E0,8.536714498E0
2.064875792E0,-1.363664246E0,5.011728058E0,1.465452576E-1,5.196005563E0
2.074828792E0,-1.597777405E0,6.964417419E0,-1.076112213E0,7.225926939E0
2.084782792E0,-3.879931641E-1,1.040890457E1,-7.848179626E-1,1.044565806E1
2.094736792E0,1.310075684E0,1.229842529E1,-4.748126221E-1,1.237711639E1
2.104690792E0,1.167122955E0,1.242715759E1,3.543132019E-1,1.248687149E1
2.114643792E0,1.298100586E0,1.071202423E1,1.138382721E0,1.085027389E1
2.124597833E0,7.512876892E-1,7.965535583E0,2.541864166E0,8.394954661E0
2.134551833E0,1.329684906E0,7.402556305E0,3.168161774E0,8.161075347E0
2.144504833E0,2.139051819E0,7.115004272E0,2.354453888E0,7.793733482E0
2.154458833E0,1.279239807E0,7.816445618E0,2.759960632E0,8.387529986E0
2.164412833E0,1.688039703E0,1.082683548E1,1.761836243E-1,1.095905494E1
2.174366833E0,2.438429260E-1,1.461545700E1,-4.417314148E-1,1.462416389E1
2.184319833E0,6.509962463E-1,1.506197845E1,1.607956238E0,1.516154723E1
2.194273833E0,-8.397537231E-2,1.252310806E1,-8.867559814E-1,1.255474506E1
2.204227833E0,-1.726809082E0,1.050290909E1,-1.725910950E-1,1.064531618E1
2.214180833E0,-9.120533752E-1,1.091709778E1,9.295669556E-2,1.095552400E1
2.224134833E0,-1.345252533E0,8.559051361E0,2.399959259E0,8.990376467E0
2.234088833E0,-2.079924774E0,9.257798309E0,2.402054901E0,9.787889678E0
2.244041833E0,-8.199948120E-1,1.134236343E1,4.074676666E0,1.207992507E1
2.253995833E0,-2.065255280E0,1.015338593E1,3.879931641E0,1.106392311E1
2.263949833E0,-2.641107788E0,9.875264282E0,4.073479156E0,1.100406868E1
2.273903833E0,-2.232756958E0,1.071202423E1,4.738097076E0,1.192401907E1
2.283856833E0,-2.293231201E0,1.144774429E1,4.039649506E0,1.235429184E1
2.293810833E0,-2.535726929E0,1.127230911E1,2.700833588E0,1.186546947E1
2.303764833E0,-2.020049286E0,1.053808594E1,1.210981750E0,1.079807071E1
2.313717833E0,-1.714534607E0,9.899364166E0,-6.018983459E-1,1.006475640E1
2.323671833E0,-1.747316437E0,9.228908386E0,-3.288661194E0,9.951942382E0
2.333625833E0,-1.842368774E0,9.038504333E0,-4.730762329E0,1.036672540E1
2.343578833E0,-1.294058990E0,9.537117462E0,-4.253704376E0,1.052260420E1
2.353532833E0,3.354524231E-1,1.087832840E1,-3.264561310E0,1.136256651E1
2.363486833E0,2.480342102E0,1.241203903E1,-2.945574646E0,1.299566158E1
2.373440833E0,1.718276825E0,1.182690582E1,-2.753973083E0,1.226427920E1
2.383393833E0,-4.340972900E-2,9.129215698E0,-3.395089874E0,9.740179615E0
2.393347833E0,-1.365759888E0,8.854237518E0,-2.437082062E0,9.284513508E0
2.403301833E0,-1.226250000E0,1.059317139E1,-1.931882629E0,1.083748770E1
2.413254833E0,-1.328038330E0,1.099134338E1,-1.359922028E0,1.115449251E1
2.423208833E0,-1.562001801E0,1.048898804E1,-2.432441711E-1,1.060744490E1
2.433162833E0,-1.347797241E0,1.024334885E1,2.050735474E-1,1.033367351E1
2.443116833E0,-1.451830902E0,9.749675446E0,2.643502808E-1,9.860723368E0
2.453069833E0,-3.062631226E0,8.385262756E0,4.189787292E-1,8.936883388E0
2.463023833E0,-4.391567688E0,8.830886078E0,7.164102173E-1,9.888562043E0
2.472977833E0,-4.736151123E0,8.555907898E0,-5.209167480E-2,9.779437661E0
2.482930833E0,-4.660109253E0,8.703650665E0,-1.115330658E0,9.935497754E0
2.492884833E0,-4.732109528E0,8.406518555E0,1.621128845E-1,9.648248306E0
2.502838833E0,-4.982688446E0,7.974816284E0,1.755848694E0,9.565975306E0
2.512791833E0,-4.609065399E0,8.150999908E0,2.304158478E0,9.643206399E0
2.522745833E0,-4.082610168E0,7.966583405E0,2.985990601E0,9.436646480E0
2.532699833E0,-3.186723175E0,8.407117310E0,3.008443909E0,9.480799587E0
2.542653833E0,-1.972148895E0,9.062753906E0,3.033142548E0,9.758218759E0
2.552606833E0,-7.752378845E-1,9.682016144E0,2.955903168E0,1.015282197E1
2.562560833E0,2.140548706E-1,1.011910721E1,2.582579498E0,1.044566259E1
2.572514833E0,8.330177307E-1,1.031834290E1,2.021845551E0,1.054751052E1
2.582467833E0,8.672964478E-1,1.022852966E1,1.517244873E0,1.037675548E1
2.592421833E0,3.423381042E-1,9.923164673E0,1.120420074E0,9.992083549E0
2.602375833E0,-5.031037903E-1,9.578730927E0,9.523196411E-1,9.639092918E0
2.612328833E0,-1.466799774E0,9.402247925E0,7.970924377E-1,9.549299659E0
2.622282833E0,-2.305505676E0,9.408235474E0,5.580395508E-1,9.702662485E0
2.632236833E0,-3.021167450E0,9.421857147E0,6.950047302E-1,9.918763856E0
2.642190833E0,-3.471431122E0,9.451495514E0,6.273454285E-1,1.008836775E1
2.652143833E0,-3.660338287E0,9.343869324E0,5.918692017E-1,1.005267524E1
2.662097833E0,-3.587888947E0,9.206604767E0,6.828799438E-1,9.904586990E0
2.672051833E0,-3.243155823E0,9.144184570E0,7.848179626E-1,9.733966837E0
2.682004833E0,-2.803220673E0,9.135951691E0,7.493417358E-1,9.585675379E0
2.691958833E0,-2.445614319E0,9.278754730E0,1.070723419E0,9.655193803E0
2.701912833E0,-2.197580109E0,9.160201263E0,4.433779907E-1,9.430547681E0
2.711866833E0,-1.716480560E0,9.565408630E0,2.093696136E0,9.941172531E0
2.721819833E0,-2.315385132E0,1.051129166E1,4.269122314E0,1.157901835E1
2.731773833E0,-1.263821869E0,9.124425659E0,2.113754425E0,9.450944244E0
2.741727833E0,-2.014810181E-1,9.706565094E0,9.017248535E-1,9.750441438E0
2.751680833E0,-2.549198914E-1,1.033001862E1,1.024170227E0,1.038379475E1
2.761634833E0,-8.008346558E-1,1.060814026E1,1.338815918E0,1.072223876E1
2.771588833E0,-1.474882965E0,1.030636780E1,1.701661377E0,1.054950939E1
2.781541833E0,-2.174078979E0,9.965077515E0,1.795965271E0,1.035639322E1
2.791495833E0,-2.719993744E0,9.304650879E0,6.810836792E-2,9.694304137E0
2.801449833E0,-1.870659943E0,8.096363525E0,3.713777161E-1,8.317956021E0
2.811403833E0,-2.177821198E0,9.003177795E0,6.997947693E-1,9.289231847E0
2.821356833E0,-2.514022064E0,9.329199829E0,5.301974487E-1,9.676537900E0
2.831310833E0,-2.601140900E0,9.587412872E0,1.315015411E0,1.002066291E1
2.841264833E0,-3.002306671E0,9.742041321E0,1.563648376E0,1.031339957E1
2.851217833E0,-3.233426056E0,9.728868713E0,1.481469269E0,1.035860423E1
2.861171833E0,-2.553090820E0,9.281898193E0,1.893861694E0,9.811147686E0
2.871125833E0,-2.026635590E0,9.320218506E0,1.085243225E0,9.599556118E0
2.881079833E0,-1.651066589E0,9.432335358E0,8.178991699E-1,9.610615497E0
2.891032833E0,-2.054028625E0,1.012255005E1,1.556463318E0,1.044545983E1
2.900986833E0,-2.399959259E0,9.895921326E0,1.159339142E0,1.024856724E1
2.910940833E0,-2.695594482E0,9.759704590E0,9.993218994E-1,1.017431607E1
2.920893833E0,-2.978356476E0,9.763746185E0,1.297352142E0,1.029001795E1
2.930847833E0,-3.004402313E0,9.487121429E0,1.756896515E0,1.010537439E1
2.940801833E0,-2.786904602E0,9.109756165E0,1.795516205E0,9.694244327E0
2.950754833E0,-2.831062775E0,9.345366211E0,1.840422821E0,9.936696745E0
2.960708833E0,-2.660866699E0,9.401349792E0,2.032024384E0,9.979715056E0
2.970662833E0,-2.231559448E0,9.021589508E0,1.630708923E0,9.435472771E0
2.980616833E0,-1.882635040E0,8.962312775E0,1.677561493E0,9.310294170E0
2.990569833E0,-1.785337372E0,9.124126282E0,1.840273132E0,9.477537398E0
3.000523833E0,-1.700912933E0,9.165140991E0,1.596430206E0,9.457351828E0
3.010477833E0,-1.810335388E0,9.264384613E0,1.303489380E0,9.529177354E0
3.020430833E0,-1.870210876E0,9.360484772E0,1.597028961E0,9.678164360E0
3.030384833E0,-1.875899048E0,9.249116364E0,1.549278259E0,9.563755218E0
3.040338833E0,-1.867366791E0,9.726623383E0,2.005679169E0,1.010529614E1
3.050291833E0,-1.486259308E0,9.587113495E0,2.505190430E0,1.001986482E1
3.060245833E0,-9.397457886E-1,9.421857147E0,2.486329651E0,9.789604148E0
3.070199833E0,-4.442761230E-1,9.584419098E0,2.529140625E0,9.922450454E0
3.080153833E0,-1.333576813E0,1.078103073E1,2.993624725E0,1.126813382E1
3.090106833E0,-1.397044830E0,9.887838135E0,2.553839264E0,1.030743286E1
3.100060833E0,-1.315614166E0,9.424252167E0,2.624492340E0,9.870933572E0
3.110014833E0,-1.916764069E0,9.462273102E0,2.151625671E0,9.891313855E0
3.119967708E0,-2.118394775E0,1.002764740E1,2.756068726E0,1.061306853E1
3.129921708E0,-4.611909485E-1,8.920100555E0,2.667602692E0,9.321855777E0
3.139875708E0,8.187973022E-1,9.690099335E0,2.401905212E0,1.001686592E1
3.149828708E0,2.145039368E-1,1.139385635E1,1.907483368E0,1.155441333E1
3.159782708E0,5.986051941E-1,1.013692017E1,1.487905884E0,1.026300846E1
3.169736708E0,4.258644104E-1,1.016266663E1,1.861229553E0,1.034047044E1
3.179690708E0,3.682342529E-2,9.844727783E0,1.826651459E0,1.001282561E1
3.189643708E0,-3.299139404E-1,9.495354309E0,2.126777344E0,9.736209659E0
3.199597708E0,-1.112935638E0,9.742490387E0,2.288590851E0,1.006937897E1
3.209551708E0,-2.460732880E0,9.736053772E0,2.329605560E0,1.030888022E1
3.219504708E0,-5.894442444E0,9.164991302E0,1.090781708E0,1.095131600E1
3.229458708E0,-8.521928558E0,8.427774353E0,-3.004851379E0,1.235636592E1
3.239412708E0,-9.957144012E0,7.307653656E0,-4.727169800E0,1.322469860E1
3.249365708E0,-1.013078293E1,7.175328827E0,-6.654711456E0,1.408557031E1
3.259319708E0,-7.702083435E0,8.228089600E0,-6.508465576E0,1.301474824E1
3.269273708E0,-4.457281036E0,7.989036713E0,-2.899620209E0,9.596867155E0
3.279227708E0,-2.148631897E0,1.028241760E1,6.144721985E-1,1.052246677E1
3.289180708E0,-1.398242340E0,1.079165863E1,1.252595215E0,1.095371957E1
3.299134708E0,-6.108796692E-1,1.034977753E1,1.716779938E0,1.050896770E1
