"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
1.546767875E0,-8.643924866E0,2.397713928E0,-2.483335876E-1,8.973747196E0
1.556718875E0,-7.454049225E0,2.521506500E0,-4.068539429E-1,7.879490784E0
1.566670875E0,-6.234684906E0,2.998265076E0,-5.495072937E-1,6.939945793E0
1.576623250E0,-5.376220093E0,3.716621246E0,-1.490899658E-1,6.537525816E0
1.586575250E0,-4.919968872E0,4.738845520E0,1.228345642E0,6.940575162E0
1.596527250E0,-4.679718475E0,5.700595551E0,2.660866699E0,7.840712100E0
1.606479250E0,-4.631967773E0,6.312972107E0,3.198847961E0,8.458213201E0
1.616431250E0,-4.346212006E0,6.200406189E0,3.327879639E0,8.270996228E0
1.626383250E0,-3.319796448E0,5.578449554E0,3.306474152E0,7.285116279E0
1.636335250E0,-2.236648865E0,4.794829102E0,3.498524780E0,6.342922031E0
1.646287250E0,-1.365161133E0,4.158652039E0,3.650758209E0,5.699656761E0
1.656239250E0,-3.543132019E-1,4.191882935E0,3.487148438E0,5.464213082E0
1.666191250E0,-8.726852417E-2,5.250930634E0,3.209625549E0,6.154801742E0
1.676143250E0,-1.604663086E-1,7.141050110E0,3.572620697E0,7.986486383E0
1.686095250E0,2.668949890E-1,7.108717346E0,2.704575806E0,7.610507574E0
1.696047250E0,-1.197509766E-3,6.320157166E0,1.611548767E0,6.522382805E0
1.705999250E0,-1.701960754E-1,7.509883118E0,-5.245841217E0,9.162213773E0
1.715951250E0,8.204438782E-1,1.113100296E1,-9.310788116E0,1.453489355E1
1.725903250E0,3.221151581E0,1.050590286E1,-3.182831268E0,1.144028965E1
1.735855250E0,2.499202881E0,9.010961609E0,-1.742376709E-1,9.352743069E0
1.745806250E0,1.656605072E0,7.527696075E0,9.681866455E-1,7.768393267E0
1.755758250E0,1.869911499E0,4.878505096E0,1.615740051E0,5.468729003E0
1.765710250E0,1.780697021E0,4.132456512E0,1.179098053E0,4.651704089E0
1.775662250E0,2.775079193E0,7.945926361E0,-1.109941864E0,8.489451172E0
1.785614250E0,4.899611206E0,1.197075668E1,-2.888842621E0,1.325332476E1
1.795566250E0,6.111640778E0,1.396071854E1,-2.117346954E0,1.538625923E1
1.805518250E0,5.782624969E0,1.924173660E1,1.083147583E0,2.012104341E1
1.815470250E0,5.518125000E0,2.353525818E1,2.972817993E0,2.435560978E1
1.829154250E0,3.009940796E0,2.427382233E1,4.816533966E0,2.492944431E1
1.839106250E0,3.412753143E0,1.755579254E1,1.504371643E0,1.794758674E1
1.849058250E0,-1.801204376E0,1.183483932E1,-2.162403259E0,1.216485704E1
1.859010250E0,-3.296145630E0,1.001971390E1,-1.208886108E0,1.061699808E1
1.868962250E0,-2.861748962E0,9.389973450E0,8.391549683E-1,9.852176895E0
1.878914250E0,-2.645299072E0,9.339827728E0,1.816173248E0,9.875650583E0
1.888866250E0,-1.246308289E0,1.015682877E1,9.309141541E-1,1.027526428E1
1.898818250E0,7.372169495E-1,1.194830338E1,1.168170776E0,1.202788699E1
1.908770250E0,1.589544525E0,1.264959503E1,1.492097168E0,1.283609209E1
1.918721250E0,1.916015625E0,1.177241913E1,1.048569489E0,1.197332310E1
1.928673250E0,2.871478729E0,1.037148239E1,5.251080322E-1,1.077445013E1
1.938625250E0,2.882555695E0,1.001357666E1,1.454974365E-1,1.042122902E1
1.948577250E0,2.861898651E0,1.063059357E1,-4.496649170E-1,1.101826584E1
1.958529250E0,3.314257965E0,1.117620895E1,-3.222798157E-1,1.166172443E1
1.968481250E0,3.120411072E0,9.896370392E0,-1.004561005E0,1.042517410E1
1.978433250E0,1.224453735E-1,6.428082733E0,-2.649490356E-1,6.434705781E0
1.988385250E0,-5.858816528E-1,7.237150269E0,2.279010773E0,7.610091420E0
1.998337250E0,-2.596650238E0,1.065199905E1,1.476379852E0,1.106288271E1
2.008289250E0,-1.626517639E0,1.143397293E1,1.433119812E0,1.163765995E1
2.018241250E0,6.551875305E-1,1.091619965E1,1.951641541E0,1.110862683E1
2.028193250E0,4.450245667E-1,1.178544205E1,7.698490906E-1,1.181894068E1
2.038145250E0,-1.296753387E0,1.166060165E1,9.553134155E-1,1.177131361E1
2.048097250E0,-2.689008179E0,8.623118134E0,-1.017883301E-1,9.033232655E0
2.058049250E0,-5.184319153E0,2.079924774E0,-2.837200012E0,6.265217957E0
2.068001250E0,-8.736432495E0,-5.924529877E0,-7.197333069E0,1.277602874E1
2.077953250E0,-9.944570160E0,-1.828747101E0,-2.801274719E0,1.049218431E1
2.087904250E0,-6.800059204E0,-1.501377869E-1,1.749412079E0,7.023089716E0
2.097856250E0,-6.161487122E0,-9.610015869E-1,3.099005585E0,6.963568282E0
2.107808250E0,-3.983067169E0,-1.176852722E0,4.593497772E0,6.192739958E0
2.117760250E0,-2.307301941E0,2.175575867E0,6.569688263E0,7.295037798E0
2.127712250E0,-1.015937347E0,1.781445465E0,3.172652435E0,3.777750669E0
2.137664250E0,6.301895142E-1,5.241051178E0,-8.170010376E-1,5.341652082E0
2.147616250E0,4.187541962E0,1.259570709E1,9.470805359E-1,1.330730275E1
2.157568250E0,6.832990723E0,1.699535797E1,6.292015686E0,1.936805143E1
2.167520250E0,5.560037842E0,1.755399628E1,5.361101532E0,1.917806601E1
2.177472250E0,1.212822922E1,2.477243546E1,3.611988831E-1,2.758437904E1
2.187424250E0,1.580233887E1,3.056329330E1,-1.204994202E0,3.442790761E1
2.197376250E0,1.366268829E1,2.256781998E1,-3.879781952E0,2.666511312E1
2.207328250E0,8.282426605E0,1.469763611E1,-3.322041779E0,1.719462297E1
2.217280250E0,8.298293610E0,1.202703964E1,-3.685336304E0,1.506960726E1
2.227232250E0,7.978857880E0,7.262597351E0,-1.246607666E0,1.086100935E1
2.237184250E0,7.085365906E0,6.960375824E0,-4.719685364E-1,9.943439844E0
2.247136250E0,7.813751221E0,7.768694916E0,-8.093669128E-1,1.104818554E1
2.257088250E0,8.211623840E0,9.057664490E0,-1.288969574E0,1.229363635E1
2.267039250E0,7.373965759E0,1.162377823E1,-9.241781616E-1,1.379643782E1
2.276991250E0,2.861299896E0,1.281365387E1,-1.317709808E0,1.319519313E1
2.286943250E0,-3.867956543E-1,1.191671906E1,-5.267546082E-1,1.193462502E1
2.296895250E0,-4.013453979E0,9.746082916E0,3.901636505E0,1.123907080E1
2.306847250E0,-1.637145538E0,8.339907074E0,6.126759338E0,1.047718834E1
2.316799250E0,-2.000140686E0,7.450007629E0,2.118245087E0,7.999383644E0
2.326751250E0,-1.992805939E0,7.452103271E0,-2.838098145E-1,7.719175260E0
2.336703250E0,6.301895142E-2,7.904462585E0,2.415975952E-1,7.908404994E0
2.346655250E0,1.666185150E0,7.610773315E0,8.846603394E-1,7.841088402E0
2.356607250E0,3.265309753E0,7.625442810E0,-2.300715637E-1,8.298346749E0
2.366559250E0,3.911515961E0,7.484735413E0,-4.661306763E-1,8.458043457E0
2.376511250E0,4.450395355E0,7.346572723E0,-5.406756592E-1,8.606420845E0
2.386463250E0,5.009632416E0,7.702532501E0,-3.697311401E-2,9.188405242E0
2.396415250E0,5.658682709E0,8.506510620E0,8.069718933E-1,1.024854217E1
2.406367250E0,6.086792450E0,9.514963531E0,1.720073090E0,1.142550764E1
2.416319250E0,5.882167969E0,1.037342834E1,2.433639221E0,1.217088803E1
2.426271250E0,5.648952942E0,9.873468018E0,1.932331696E0,1.153819508E1
2.436222250E0,5.501659241E0,1.055799454E1,1.539398804E0,1.200455129E1
2.446174250E0,4.580624542E0,1.116767670E1,7.351213074E-1,1.209295362E1
2.456126250E0,2.802322540E0,1.145313309E1,-1.825903015E0,1.193152090E1
2.466078250E0,1.687291260E0,9.613907776E0,2.387235718E0,1.004853566E1
2.476030250E0,2.507286072E0,7.290439453E0,1.879790955E0,7.935402000E0
2.485982250E0,2.760409698E0,9.297465820E0,-5.819897461E-1,9.716040575E0
2.495934250E0,3.170107727E0,8.299940186E0,3.573069763E-1,8.891920960E0
2.505886250E0,3.028202820E0,8.852590942E0,1.215322723E0,9.434796661E0
2.515838250E0,3.006348267E0,9.144483948E0,1.662293243E0,9.768466379E0
2.525790250E0,3.046165466E0,9.127419434E0,1.412013702E0,9.725363349E0
2.535742250E0,2.684367828E0,9.826166382E0,1.187929688E0,1.025526954E1
2.545694250E0,3.011587372E0,9.041348419E0,6.686595154E-1,9.553153683E0
2.555646250E0,3.920497284E0,8.280181274E0,-2.056723022E-1,9.163732972E0
2.565598250E0,3.555406494E0,9.479487305E0,4.716691589E-1,1.013528819E1
2.575550250E0,3.789519653E0,8.953331451E0,3.772155762E-2,9.722346743E0
2.585502333E0,3.435505829E0,9.870324554E0,7.920030212E-1,1.048109135E1
2.595454333E0,4.280199280E0,8.701405334E0,-2.296224976E-1,9.699860162E0
2.605405333E0,4.687801666E0,8.245752869E0,-1.062939606E0,9.544514940E0
2.615357333E0,4.318220215E0,8.067922668E0,8.120613098E-1,9.186830007E0
2.625309333E0,4.238436127E0,9.862241364E0,1.070873108E0,1.078772055E1
2.635261333E0,2.246079254E0,1.241233841E1,1.855840759E0,1.274971222E1
2.645213333E0,3.854185181E0,8.712033234E0,-5.535488892E-1,9.542572129E0
2.655165333E0,4.033063202E0,8.806187439E0,-1.738484802E0,9.840572413E0
2.665117333E0,3.160976715E0,8.024363251E0,7.780819702E-1,8.659537570E0
2.675069333E0,3.045267334E0,8.637787628E0,2.167941742E0,9.411960457E0
2.685021333E0,3.562741241E0,9.418863373E0,1.869761810E0,1.024227131E1
2.694973333E0,4.244124298E0,9.616602173E0,1.840123444E0,1.067134868E1
2.704925333E0,4.763544159E0,9.734257507E0,1.852098541E0,1.099442546E1
2.714877333E0,4.771028595E0,1.026475433E1,1.074465637E0,1.137024062E1
2.724829333E0,4.137545929E0,1.069106781E1,7.961943054E-1,1.149139428E1
2.734781333E0,3.839216309E0,9.290580139E0,-2.993774414E-2,1.005262938E1
2.744733333E0,4.069886627E0,9.114097137E0,-6.622229004E-1,1.000346355E1
2.754685333E0,4.084107056E0,7.354955292E0,7.388635254E-1,8.445188991E0
2.764637333E0,4.264931030E0,9.144783325E0,2.528242493E-1,1.009359296E1
2.774588333E0,4.674179993E0,8.867260437E0,2.103425903E0,1.024210265E1
2.784540333E0,5.409151611E0,1.072220306E1,1.976789246E0,1.217095951E1
2.794492333E0,6.309080200E0,8.949289856E0,2.536026306E0,1.123947113E1
2.804444333E0,6.457272034E0,8.631800079E0,1.471290436E0,1.087975323E1
2.814396333E0,5.993386688E0,8.204289093E0,8.161029053E-1,1.019299110E1
2.824348333E0,5.223687286E0,7.393425293E0,2.107617188E-1,9.055057533E0
2.834300333E0,4.045487366E0,7.825876007E0,-6.771917725E-1,8.835660247E0
2.844252333E0,2.816542969E0,8.555608521E0,-5.915698242E-1,9.026699635E0
2.854204333E0,1.952689362E0,9.803114319E0,-6.744973755E-1,1.001843265E1
2.864156333E0,1.929337921E0,1.010683273E1,-3.065625000E-1,1.029390078E1
2.874108333E0,2.551444244E0,1.013766861E1,4.011657715E-2,1.045388932E1
2.884060333E0,3.681145020E0,1.047132477E1,8.704399109E-1,1.113360394E1
2.894012333E0,5.548511810E0,8.120762787E0,1.879790955E0,1.001331042E1
2.903964333E0,5.990243225E0,8.452472992E0,7.623646545E-1,1.038790226E1
2.913916333E0,5.731581116E0,8.254734192E0,8.017327881E-1,1.008139049E1
2.923868333E0,5.695805511E0,6.302044830E0,1.175056458E0,8.575472415E0
2.933819333E0,6.560407562E0,5.392835541E0,2.245480499E0,8.784293098E0
2.943771333E0,5.436095581E0,7.060517578E0,1.747166748E0,9.080453473E0
2.953723333E0,5.219496002E0,5.630990295E0,1.758992157E0,7.876880324E0
2.963675333E0,6.767427063E0,5.606141968E0,2.364333344E0,9.100382903E0
2.973627333E0,6.795867920E0,7.382198639E0,1.056053925E0,1.008939678E1
2.983579333E0,6.350843353E0,8.326285400E0,2.421963501E-1,1.047467894E1
2.993531333E0,5.346132660E0,8.218210144E0,1.205592957E0,9.877933325E0
3.003483333E0,5.105732574E0,7.062463531E0,2.369123383E0,9.031037695E0
3.013435333E0,4.290827179E0,7.351512451E0,1.695224762E0,8.679269566E0
3.023387333E0,3.159330139E0,7.270680542E0,-2.377056885E-1,7.930994040E0
3.033339333E0,1.583407288E0,8.532556458E0,-2.232607269E0,8.960816568E0
3.043291333E0,1.806742859E-1,9.649683380E0,-3.141068115E0,1.014964736E1
3.053243333E0,-1.013392639E-1,1.007240433E1,-2.990181885E0,1.050736819E1
3.063195333E0,9.681866455E-1,1.061023590E1,-2.571652222E0,1.096028678E1
3.073147333E0,1.752405853E0,1.078582077E1,-1.668131104E0,1.105384627E1
3.083099333E0,2.574047241E0,1.108729385E1,-3.758683777E-1,1.138837483E1
3.093051333E0,3.088826752E0,1.111528564E1,1.772314453E-1,1.153784367E1
3.103003333E0,3.621868286E0,1.076606186E1,8.367599487E-2,1.135927020E1
3.112954333E0,4.068838806E0,9.328601074E0,-1.015937347E0,1.022792139E1
3.122906333E0,4.391567688E0,9.125174103E0,-1.405128021E0,1.022394513E1
3.132858333E0,4.480782166E0,8.607999573E0,-1.046174469E0,9.760611993E0
3.142810333E0,4.039050751E0,7.926167450E0,-3.606001282E-1,8.903263102E0
3.152762333E0,3.573069763E0,7.816445618E0,1.782792664E-1,8.596245292E0
3.162714333E0,2.248773651E0,1.152737869E1,2.567161560E-1,1.174748252E1
3.172666333E0,3.538641357E-1,8.458909607E0,1.178199921E0,8.547896035E0
3.182618333E0,1.415306854E0,7.201224976E0,-2.056723022E-1,7.341868682E0
3.192570333E0,2.718047791E0,1.009036697E1,-4.379891968E-1,1.045921240E1
3.202522333E0,3.362158356E0,1.044707520E1,2.704875183E-1,1.097809876E1
3.212474333E0,3.095413055E0,9.208550720E0,8.750802612E-1,9.754217232E0
3.222426333E0,2.685715027E0,8.920250244E0,5.278024292E-1,9.330729073E0
3.232378333E0,2.453697510E0,8.810229034E0,5.227130127E-1,9.160458286E0
3.242330333E0,2.404300232E0,8.240064697E0,5.292993164E-1,8.599969976E0
3.252282333E0,2.302960968E0,7.535180511E0,3.659889221E-1,7.887745080E0
3.262234333E0,2.067201233E0,7.173083496E0,2.362088013E-1,7.468751059E0
3.272186333E0,1.864522705E0,7.272027740E0,1.862127686E-1,7.509561077E0
3.282137333E0,1.987866211E0,7.838300171E0,1.266366577E-1,8.087434605E0
3.292089333E0,2.719844055E0,9.020391998E0,2.333647156E-1,9.424408872E0
3.302041333E0,2.714155884E0,1.080378342E1,3.778143311E-1,1.114590158E1
3.311993333E0,2.533481598E0,1.277623169E1,4.498146057E-1,1.303276480E1
3.321945333E0,3.554208984E0,1.485181549E1,-7.000941467E-1,1.528721547E1
