"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
6.979515042E0,1.887125702E0,7.644752655E0,5.003794556E0,9.329600556E0
6.989468042E0,1.711840210E0,8.073311462E0,4.971162415E0,9.634376504E0
6.999420042E0,1.437460785E0,8.324638824E0,5.398374023E0,1.002538514E1
7.009373042E0,1.413061523E0,9.028624878E0,5.972430267E0,1.091708447E1
7.019326000E0,1.561403046E0,9.470955048E0,5.809119873E0,1.121975235E1
7.029279000E0,1.623673553E0,9.259295197E0,4.725373535E0,1.052140762E1
7.039232000E0,1.775757294E0,8.918304291E0,3.933969269E0,9.907854440E0
7.049184000E0,1.969005432E0,8.472680969E0,3.684737549E0,9.446724088E0
7.059137000E0,1.901795197E0,7.951015778E0,3.484154663E0,8.886777289E0
7.069089000E0,1.672322388E0,7.632627869E0,3.285218353E0,8.476221445E0
7.079042000E0,1.454525299E0,7.641609192E0,3.812422028E0,8.662816898E0
7.088995000E0,1.336420898E0,7.588619385E0,4.324207764E0,8.835832602E0
7.098947000E0,9.235794067E-1,7.424111481E0,4.284240875E0,8.621203517E0
7.108900000E0,2.818638611E-1,7.363038483E0,5.193749542E0,9.014921921E0
7.118852000E0,-4.962181091E-1,7.658823395E0,6.852450256E0,1.028882319E1
7.128805000E0,-1.033450928E0,8.022417297E0,6.703360291E0,1.050534337E1
7.138758000E0,-1.177152100E0,8.202792206E0,5.637875977E0,1.002283057E1
7.148710000E0,-1.384321289E0,7.969427490E0,5.109624481E0,9.567464779E0
7.158663000E0,-1.348845062E0,7.678133240E0,5.154381409E0,9.345627895E0
7.168615000E0,-1.136137390E0,7.827971649E0,5.773194580E0,9.792738328E0
7.178568000E0,-9.539662170E-1,8.120014343E0,6.418203278E0,1.039413382E1
7.188521000E0,-7.235952759E-1,8.361462250E0,6.134094086E0,1.039541973E1
7.198473000E0,-2.942880249E-1,8.387059021E0,5.389692078E0,9.973873127E0
7.208426000E0,1.742376709E-1,8.554710388E0,5.159620514E0,9.991752221E0
7.218379000E0,4.299060059E-1,8.897647247E0,5.170398102E0,1.029980399E1
7.228331000E0,3.219804382E-1,8.696764984E0,4.984784088E0,1.002923053E1
7.238284000E0,1.297801208E-1,8.439749451E0,4.894372101E0,9.757104690E0
7.248236000E0,-5.777984619E-2,8.104596405E0,4.762646027E0,9.400564801E0
7.258189000E0,-2.094145203E-1,8.087831268E0,4.336182861E0,9.179289236E0
7.268142000E0,-1.407073975E-2,8.681796112E0,5.279670868E0,1.016113705E1
7.278094000E0,1.627116394E-1,8.656199341E0,5.252876587E0,1.012664676E1
7.288047000E0,1.454974365E-1,8.441246338E0,5.020110626E0,9.822286900E0
7.297999000E0,1.751358032E-1,8.173303528E0,5.061574402E0,9.615253431E0
7.307952000E0,1.520837402E-1,7.758366394E0,5.085674286E0,9.277901784E0
7.317905000E0,-5.074447632E-2,7.645052032E0,5.104684753E0,9.192779885E0
7.327857000E0,-2.127076721E-1,7.712561646E0,5.086273041E0,9.241159296E0
7.337810000E0,-2.176473999E-1,7.753726044E0,4.937781830E0,9.195070818E0
7.347762000E0,-2.465373230E-1,7.849975891E0,4.954846344E0,9.286194292E0
7.357715000E0,-3.156935120E-1,7.876620483E0,5.780828705E0,9.775417799E0
7.367668000E0,-3.308120728E-1,7.672445068E0,6.303691406E0,9.935410173E0
7.377620000E0,-3.948788452E-1,7.515571289E0,5.355563049E0,9.236979846E0
7.387573000E0,-2.372566223E-1,7.810158691E0,4.581522675E0,9.057881624E0
7.397525000E0,-1.008901978E-1,8.576714630E0,4.499044189E0,9.685639437E0
7.407478000E0,-8.517288208E-1,9.198072510E0,5.959257660E0,1.099284912E1
7.417431000E0,-1.422491913E0,8.373587036E0,7.826175385E0,1.154943567E1
7.427383000E0,-1.212628326E0,7.514523468E0,6.910230103E0,1.028055497E1
7.437336000E0,-8.137078857E-1,7.268584900E0,5.484295349E0,9.141769109E0
7.447288000E0,1.249900818E-1,7.221732330E0,4.880750427E0,8.717268213E0
7.457241000E0,1.135239258E0,7.241790619E0,4.914280701E0,8.825103645E0
7.467194000E0,2.112556915E0,7.404053192E0,5.004093933E0,9.182802213E0
7.477146000E0,2.917582855E0,7.500901794E0,5.059029694E0,9.506292594E0
7.487099000E0,3.218307495E0,7.681875458E0,5.295986938E0,9.869964100E0
7.497052000E0,3.331023102E0,7.636819153E0,5.908962250E0,1.021433094E1
7.507004000E0,2.979703674E0,7.942184143E0,6.858138428E0,1.090829893E1
7.516957000E0,2.166145477E0,8.126450958E0,7.597001953E0,1.133339446E1
7.526909000E0,1.072968750E0,7.753127289E0,7.955356750E0,1.116019470E1
7.536862000E0,7.012916565E-1,7.320227509E0,7.758965149E0,1.069013943E1
7.546815000E0,7.631130981E-1,7.171586609E0,7.115453339E0,1.013132135E1
7.556767000E0,8.397537231E-1,7.281009064E0,7.148833923E0,1.023836441E1
7.566720000E0,8.054750061E-1,7.134613495E0,7.321724396E0,1.025471344E1
7.576672000E0,8.994795227E-1,7.124584351E0,7.211553497E0,1.017719359E1
7.586625000E0,1.118174744E0,7.149432678E0,7.187004547E0,1.019890861E1
7.596578000E0,1.371597748E0,7.018754425E0,6.903194733E0,9.939732973E0
7.606530000E0,1.716330872E0,7.217990112E0,6.473588104E0,9.846446865E0
7.616483000E0,2.006277924E0,7.240742798E0,6.181096344E0,9.729309296E0
7.626435000E0,2.020797729E0,7.102729797E0,5.906866608E0,9.456398213E0
7.636388000E0,2.044448547E0,7.292984161E0,6.036646729E0,9.685478386E0
7.646341000E0,1.984423370E0,7.620802460E0,6.389612732E0,1.014109053E1
7.656293000E0,2.301913147E0,7.516469421E0,6.390061798E0,1.013059754E1
7.666246000E0,2.640209656E0,7.300318909E0,6.518644409E0,1.013696642E1
7.676198000E0,2.846929779E0,7.232958984E0,6.416706390E0,1.007942586E1
7.686151000E0,2.787353668E0,7.244485016E0,6.453679504E0,1.009464624E1
7.696104000E0,2.593955841E0,7.055877228E0,6.574927368E0,9.987175790E0
7.706056000E0,2.562970276E0,6.888824615E0,6.563551025E0,9.854183035E0
7.716009000E0,2.798131256E0,6.937473450E0,6.216123505E0,9.726164085E0
7.725961000E0,3.086880798E0,7.103927307E0,5.738317108E0,9.639652456E0
7.735914000E0,3.197800140E0,7.319479065E0,5.209466858E0,9.536207027E0
7.745867000E0,3.143463135E0,7.574548645E0,4.774471436E0,9.489506054E0
7.755819000E0,3.387306061E0,8.017776947E0,3.740571442E0,9.473672162E0
7.765772000E0,3.514391785E0,7.660769348E0,4.943769379E0,9.771345470E0
7.775724000E0,3.077749786E0,6.726711731E0,7.068002014E0,1.023121923E1
7.785677000E0,3.104544067E0,6.646777954E0,7.627538452E0,1.058287267E1
7.795630000E0,3.592978363E0,7.481741638E0,8.509504395E0,1.188686740E1
7.805582000E0,3.378025360E0,8.261021118E0,8.207133179E0,1.212487362E1
7.815535000E0,2.458038483E0,8.091573486E0,7.295379181E0,1.116861997E1
7.825487000E0,1.613644409E0,7.653135223E0,6.975344696E0,1.047996950E1
7.835440000E0,1.411564636E0,7.520061951E0,7.322173462E0,1.059047075E1
7.845393000E0,1.564696198E0,7.416627045E0,7.505242767E0,1.066692551E1
7.855345000E0,1.704804840E0,7.347321167E0,7.246580658E0,1.045956113E1
7.865298000E0,1.918260956E0,7.190447388E0,7.245383148E0,1.038642555E1
7.875251000E0,2.111060028E0,6.872957611E0,7.153773651E0,1.014251439E1
7.885203000E0,2.347268829E0,6.712940369E0,6.848558350E0,9.872993002E0
7.895156000E0,2.186952209E0,6.784491577E0,6.877298584E0,9.905014979E0
7.905108000E0,1.964514771E0,6.947053528E0,7.007378082E0,1.006102473E1
7.915061000E0,1.640289001E0,7.038363647E0,6.878945160E0,9.977424385E0
7.925014000E0,1.367855530E0,7.153174896E0,6.585106201E0,9.818480714E0
7.934966000E0,1.273252258E0,7.383695526E0,6.040239258E0,9.624168599E0
7.944919000E0,1.554068298E0,7.484585724E0,6.045777740E0,9.746054598E0
7.954871000E0,1.882036285E0,7.464527435E0,6.409072266E0,1.001685768E1
7.964824000E0,1.863923950E0,7.327711945E0,6.595734100E0,1.003360768E1
7.974777000E0,1.870659943E0,7.145989838E0,6.837182007E0,1.006536622E1
7.984729000E0,1.953737183E0,7.001540222E0,6.962621155E0,1.006562208E1
7.994682000E0,2.183359680E0,6.977440338E0,7.097490692E0,1.018950967E1
8.004634000E0,2.461631012E0,6.850504303E0,6.841672668E0,9.989870937E0
8.014587000E0,2.478246460E0,6.875951385E0,5.656886444E0,9.242336134E0
8.024539625E0,2.221679993E0,6.942263489E0,5.022056580E0,8.851662930E0
8.034491625E0,2.253114624E0,7.391778717E0,4.654720459E0,9.021160716E0
8.044444625E0,2.298170929E0,7.499105530E0,4.566104736E0,9.075653466E0
8.054396625E0,2.611619110E0,7.540718994E0,4.563709717E0,9.192956200E0
8.064349625E0,2.640958099E0,7.358248444E0,4.803361359E0,9.175552309E0
8.074302625E0,2.769241333E0,7.039112091E0,4.579427032E0,8.842451500E0
8.084254625E0,2.335443420E0,6.900500336E0,5.004243622E0,8.838192976E0
8.094207625E0,1.556014252E0,6.522087250E0,5.601800995E0,8.737217911E0
8.104159625E0,1.803300018E0,6.603068848E0,5.973178711E0,9.084672425E0
8.114112625E0,2.418071594E0,6.828350372E0,6.544690247E0,9.762500165E0
8.124065625E0,3.273243256E0,7.160060577E0,6.715335388E0,1.034776876E1
8.134017625E0,4.206402740E0,7.430248718E0,6.692582703E0,1.084864431E1
8.143970625E0,4.197720795E0,7.622299347E0,6.884783020E0,1.109596974E1
8.153922625E0,3.830833740E0,7.705675964E0,6.771917725E0,1.095041547E1
8.163875625E0,3.821553040E0,7.376211090E0,5.832770691E0,1.015056509E1
8.173828625E0,3.761827240E0,7.302863617E0,5.304219818E0,9.778441035E0
8.183780625E0,3.437601471E0,7.254065094E0,5.086273041E0,9.503090955E0
8.193733625E0,3.034789124E0,7.036417694E0,5.226082306E0,9.275400544E0
8.203685625E0,2.670446777E0,7.451803894E0,5.531297607E0,9.656910504E0
8.213638625E0,2.592458954E0,7.516020355E0,5.553451538E0,9.698052866E0
8.223591625E0,2.605332184E0,7.310647430E0,5.738915863E0,9.652381930E0
8.233543625E0,2.778671722E0,7.651788025E0,5.560337219E0,9.858408924E0
8.243496625E0,2.876568146E0,7.574997711E0,5.640121307E0,9.872497302E0
8.253448625E0,2.874771881E0,7.744445343E0,5.569917297E0,9.963168459E0
8.263401625E0,2.852168884E0,8.090375977E0,5.491480408E0,1.018554897E1
8.273354625E0,2.528691559E0,7.874375153E0,5.595065002E0,9.985229964E0
8.283306625E0,2.361040192E0,8.154742126E0,5.384003906E0,1.005295121E1
8.293259625E0,2.397414551E0,8.344697113E0,5.414390717E0,1.023216464E1
8.303212625E0,2.064955902E0,7.992778931E0,5.937403107E0,1.016864364E1
8.313164625E0,1.687291260E0,7.954757996E0,6.028563538E0,1.012268269E1
8.323117625E0,1.457668762E0,8.101452942E0,5.986051941E0,1.017797405E1
8.333069625E0,1.215472412E0,8.183781738E0,5.716013489E0,1.005606618E1
8.343022625E0,1.174308014E0,8.117469635E0,5.486690369E0,9.867932093E0
8.352975625E0,1.352138214E0,8.009394379E0,5.670358429E0,9.906141569E0
8.362927625E0,1.349294128E0,8.102650452E0,5.968987427E0,1.015393273E1
8.372880625E0,1.109193420E0,7.881859589E0,5.644611969E0,9.757851449E0
8.382832625E0,7.012916565E-1,7.405999146E0,5.430108032E0,9.210141507E0
8.392785625E0,2.481838989E-1,7.059020691E0,5.266049194E0,8.810371302E0
8.402738625E0,-2.160008240E-1,7.371720428E0,5.488336945E0,9.192973450E0
8.412690625E0,-3.405418396E-1,7.726183319E0,6.151907043E0,9.882096827E0
8.422643625E0,-3.784130859E-1,8.197104034E0,7.183861084E0,1.090612539E1
8.432595625E0,-3.106040955E-1,8.550668793E0,7.357200623E0,1.128445004E1
8.442548625E0,-6.271957397E-2,8.327931976E0,6.726262665E0,1.070518539E1
8.452501625E0,3.948788452E-1,8.022417297E0,6.644382935E0,1.042415144E1
8.462453625E0,7.524851990E-1,8.064928894E0,6.910379791E0,1.064719028E1
8.472406625E0,8.490344238E-1,8.221054230E0,6.727609863E0,1.065679720E1
8.482358625E0,8.720864868E-1,8.536298676E0,6.441704407E0,1.072960790E1
8.492311625E0,6.123765564E-1,8.625962219E0,6.235283661E0,1.066119091E1
8.502264625E0,5.896238708E-1,8.585396576E0,5.869893494E0,1.041692566E1
8.512216625E0,8.153544617E-1,8.578660583E0,5.832471313E0,1.040557264E1
8.522169625E0,8.782237244E-1,8.288414154E0,5.785918121E0,1.014622760E1
8.532121625E0,7.183561707E-1,8.209378510E0,5.899082794E0,1.013455026E1
8.542074625E0,4.349954224E-1,7.901468811E0,5.987848206E0,9.923545562E0
8.552027625E0,-6.541397095E-2,7.283553772E0,4.750670929E0,8.696166328E0
8.561979625E0,-4.486170959E-1,7.318281555E0,4.010460205E0,8.357170172E0
8.571932625E0,-2.381547546E-1,7.838599548E0,4.683460693E0,9.134285119E0
8.581884625E0,-1.992356873E-1,7.917036438E0,4.909939728E0,9.318082901E0
8.591837625E0,-2.288740540E-1,7.901019745E0,4.968468018E0,9.336175383E0
8.601790625E0,-2.811154175E-1,7.866142273E0,4.994663544E0,9.322118002E0
8.611742625E0,-3.227288818E-1,7.728728027E0,5.087620239E0,9.258578214E0
8.621695625E0,-5.712121582E-1,7.526797943E0,4.787045288E0,8.938387617E0
8.631647625E0,-8.469387817E-1,7.629634094E0,4.361929321E0,8.829215657E0
8.641600625E0,-9.907896423E-1,7.798932037E0,4.428391113E0,9.023062279E0
8.651553625E0,-8.698411560E-1,7.953410797E0,4.354444885E0,9.109037117E0
8.661505625E0,-7.209008789E-1,8.033643951E0,4.859943695E0,9.416909575E0
8.671458625E0,-6.831793213E-1,8.224796448E0,5.725743256E0,1.004480694E1
8.681410625E0,-6.682104492E-1,8.510402527E0,6.160139923E0,1.052714492E1
8.691363625E0,-5.902226257E-1,8.511899414E0,6.555467834E0,1.075987699E1
8.701316625E0,-5.454656982E-1,8.423283691E0,6.705755310E0,1.078037083E1
8.711268625E0,-4.906796265E-1,8.257278900E0,6.331084442E0,1.041662381E1
8.721221625E0,-3.085084534E-1,8.014932861E0,6.021827545E0,1.002979228E1
8.731173625E0,-3.098556519E-2,7.983498230E0,6.071224823E0,1.002980433E1
8.741126625E0,1.291813660E-1,8.214318237E0,6.535259857E0,1.049768228E1
8.751079625E0,1.625619507E-1,8.563841400E0,7.008725281E0,1.106743132E1
8.761031625E0,3.153941345E-1,8.634344788E0,6.716981964E0,1.094391292E1
8.770984625E0,7.728428650E-1,8.315208435E0,6.221512299E0,1.041379819E1
8.780936625E0,1.269360352E0,7.868237915E0,5.053042145E0,9.436825658E0
8.790889625E0,1.575773163E0,7.348967743E0,4.107308807E0,8.565067051E0
8.800842625E0,1.846410370E0,6.936725006E0,4.078418884E0,8.255960614E0
8.810794625E0,2.079625397E0,6.982080688E0,4.766088867E0,8.705739235E0
8.820747625E0,2.247127075E0,7.256460114E0,5.558840332E0,9.413102534E0
8.830700625E0,2.467768250E0,7.404352570E0,6.097719727E0,9.904367873E0
8.840652625E0,2.560275879E0,7.434889069E0,6.201154633E0,1.001433507E1
8.850605625E0,2.149080963E0,7.598798218E0,5.817801819E0,9.808521874E0
8.860557625E0,1.669627991E0,7.851622467E0,5.474415894E0,9.716216464E0
8.870510625E0,1.268162842E0,7.748187561E0,5.459896088E0,9.563112086E0
8.880463625E0,7.484436035E-1,7.487878876E0,5.727240143E0,9.456731864E0
8.890415625E0,6.051914978E-1,7.335495758E0,5.998775482E0,9.495317902E0
8.900368625E0,1.005758514E0,7.173981628E0,6.168672180E0,9.514729584E0
8.910320625E0,1.576072540E0,7.170389099E0,6.388115845E0,9.731726904E0
8.920273625E0,2.061063995E0,7.443571014E0,6.603966980E0,1.016204281E1
8.930226625E0,2.136207733E0,7.524402924E0,6.355932770E0,1.007858642E1
8.940178625E0,1.923050995E0,7.714806976E0,6.127807159E0,1.003824648E1
8.950131625E0,1.894909515E0,7.970475311E0,6.158343658E0,1.024911486E1
8.960083625E0,1.886077881E0,7.741750946E0,6.470594330E0,1.026453060E1
8.970036625E0,1.791773987E0,7.499554596E0,6.151607666E0,9.863876015E0
8.979989625E0,2.031575317E0,7.196884003E0,5.644162903E0,9.369045442E0
8.989941625E0,2.465373230E0,6.995702362E0,5.671855316E0,9.337443945E0
8.999894625E0,2.659369812E0,6.775360565E0,5.813311157E0,9.315167481E0
9.009846625E0,2.709365845E0,6.803202667E0,5.790558472E0,9.335673368E0
9.019799625E0,2.541115723E0,6.876400452E0,5.503605194E0,9.166887281E0
9.029752917E0,2.314786377E0,7.118896179E0,5.416336670E0,9.239784722E0
9.039704917E0,2.163750458E0,6.987619171E0,5.513634338E0,9.160174744E0
9.049657917E0,2.070793762E0,6.830745392E0,5.896687775E0,9.258412182E0
9.059609917E0,2.048789520E0,6.705306244E0,6.103557587E0,9.295810107E0
9.069562917E0,2.152673492E0,6.606661377E0,6.311924286E0,9.387351379E0
9.079515917E0,2.278412018E0,6.737639008E0,6.350693665E0,9.535106226E0
9.089467917E0,2.317780151E0,6.875801697E0,6.000571747E0,9.415711077E0
9.099420917E0,2.520308990E0,7.092251587E0,5.745801544E0,9.469225172E0
9.109372917E0,2.743494873E0,7.178172913E0,5.613327026E0,9.516426366E0
9.119325917E0,2.936743011E0,7.291187897E0,5.938750305E0,9.851631116E0
9.129278917E0,2.870580597E0,7.360942841E0,6.139782257E0,1.000603011E1
9.139230917E0,2.708617401E0,7.228468323E0,6.069877625E0,9.819917357E0
9.149183917E0,2.708767090E0,7.234455872E0,6.022575989E0,9.795212731E0
9.159136917E0,2.722837830E0,7.310946808E0,6.072122955E0,9.886074360E0
9.169088917E0,2.546654205E0,7.436086578E0,6.052663422E0,9.920461972E0
9.179041917E0,2.605332184E0,7.461833038E0,6.164181519E0,1.002316526E1
9.188993917E0,2.868634644E0,7.480394440E0,6.195017395E0,1.012736917E1
9.198946917E0,3.072061615E0,7.467820587E0,6.116730194E0,1.013016758E1
9.208899917E0,3.171005859E0,7.444469147E0,5.885311432E0,1.000561291E1
9.218851917E0,2.885998535E0,7.177873535E0,5.639821930E0,9.573841832E0
9.228804917E0,2.695295105E0,7.007827148E0,5.626499634E0,9.382523923E0
9.238756917E0,2.644700317E0,7.094496918E0,5.766608276E0,9.517357685E0
9.248709917E0,2.578088837E0,7.235952759E0,5.909710693E0,9.691761184E0
9.258662917E0,2.645897827E0,7.340136108E0,6.131250000E0,9.923235358E0
9.268614917E0,2.669249268E0,7.383396149E0,6.175258484E0,9.988655950E0
9.278567917E0,2.671195221E0,7.422913971E0,6.242019653E0,1.005970900E1
9.288519917E0,2.542911987E0,7.468868408E0,6.296506348E0,1.009437412E1
9.298472917E0,2.560724945E0,7.469018097E0,6.378386078E0,1.015023904E1
9.308425917E0,2.822829895E0,7.558831329E0,6.492598572E0,1.035655039E1
9.318377917E0,2.949616241E0,7.439529419E0,6.109096069E0,1.006816213E1
9.328330917E0,2.847977600E0,7.323520660E0,5.833369446E0,9.786374730E0
9.338283917E0,3.041076050E0,7.505991211E0,5.765111389E0,9.941054116E0
9.348235917E0,3.176694031E0,7.681127014E0,6.110742645E0,1.031660181E1
9.358188917E0,3.529360657E0,8.032596130E0,5.917045441E0,1.058255234E1
9.368140917E0,3.707789612E0,8.398585052E0,5.403463440E0,1.065276264E1
9.378093917E0,3.580254822E0,8.550668793E0,5.988746338E0,1.103617887E1
9.388046917E0,3.805686035E0,8.618926849E0,5.924679565E0,1.112973379E1
9.397998917E0,4.055366821E0,8.784183197E0,5.659281464E0,1.120871720E1
9.407951917E0,4.078568573E0,8.572972412E0,6.436914368E0,1.147015450E1
9.417903917E0,3.738026733E0,8.042475586E0,7.084617462E0,1.135103793E1
9.427856917E0,3.402274933E0,7.437134399E0,7.573800201E0,1.114669872E1
9.437809917E0,3.464695129E0,7.137158203E0,7.763605499E0,1.110030224E1
9.447761917E0,3.375929718E0,6.991211700E0,6.782695313E0,1.030916574E1
9.457714917E0,2.811303864E0,7.094945984E0,6.081703033E0,9.758524464E0
9.467666917E0,2.390528870E0,7.261100464E0,6.365363159E0,9.947665876E0
9.477619917E0,2.293231201E0,7.324867859E0,6.372697906E0,9.976165451E0
9.487572917E0,2.245031433E0,7.312892761E0,6.050418091E0,9.753262313E0
9.497524917E0,2.176473999E0,7.207960968E0,5.868246918E0,9.546101941E0
9.507477917E0,2.426753540E0,7.181166687E0,6.057902527E0,9.703425723E0
9.517430917E0,2.669698334E0,6.996151428E0,6.655310211E0,1.001831213E1
9.527382917E0,2.526146851E0,7.027735748E0,6.609655151E0,9.972864628E0
9.537335917E0,2.392774200E0,7.388036499E0,6.294410706E0,9.996402244E0
9.547287917E0,2.397564240E0,7.528145142E0,6.514004059E0,1.023980139E1
9.557240917E0,2.247127075E0,7.134314117E0,6.157295837E0,9.688153077E0
9.567193917E0,2.432591400E0,6.871909790E0,5.446873169E0,9.099949033E0
9.577145917E0,2.900368652E0,8.114326172E0,5.148393860E0,1.003794734E1
9.587098917E0,3.285218353E0,8.310418396E0,5.042264557E0,1.026061136E1
9.597050917E0,3.565285950E0,7.516918488E0,4.555027771E0,9.484914625E0
9.607003917E0,3.778592377E0,7.577991486E0,4.898413696E0,9.782544252E0
9.616956917E0,3.780089264E0,7.626490631E0,5.567821655E0,1.017118834E1
9.626908917E0,3.685336304E0,7.692054291E0,6.189329224E0,1.053836795E1
9.636861917E0,3.432062988E0,7.678432617E0,7.051536255E0,1.097549759E1
9.646813917E0,3.113076324E0,7.573650513E0,7.490124207E0,1.109744957E1
9.656766917E0,2.948418732E0,7.434140625E0,7.540120239E0,1.099149822E1
9.666719917E0,3.129991150E0,7.339986420E0,7.769293671E0,1.113706287E1
9.676671917E0,3.642076263E0,7.571704559E0,7.200925598E0,1.106565673E1
9.686624917E0,3.992048492E0,7.860603790E0,6.445296936E0,1.092096130E1
9.696577917E0,3.998784485E0,8.247848511E0,6.425538025E0,1.119396361E1
9.706529917E0,3.642675018E0,8.145910492E0,6.501879272E0,1.104080491E1
9.716482917E0,3.006647644E0,7.890391846E0,6.345753937E0,1.056251895E1
9.726434917E0,2.005529480E0,8.197702789E0,6.392606506E0,1.058725165E1
9.736387917E0,1.379680939E0,8.621022491E0,6.539600830E0,1.090834210E1
9.746340917E0,1.184337158E0,8.691974945E0,6.778803406E0,1.108626441E1
9.756292917E0,1.257684631E0,8.529562683E0,6.512207794E0,1.080481654E1
9.766245917E0,1.600920868E0,8.461903381E0,6.334676971E0,1.069087877E1
9.776197917E0,2.005679169E0,8.514144745E0,6.320306854E0,1.079164901E1
9.786150917E0,2.615061951E0,8.677155762E0,5.736969910E0,1.072587548E1
9.796103917E0,2.795137482E0,8.823102264E0,5.365741882E0,1.069818270E1
9.806055917E0,2.609972534E0,8.760382690E0,4.543801117E0,1.020795720E1
9.816008917E0,2.420915680E0,8.799900513E0,3.732039185E0,9.860385299E0
9.825961917E0,2.026785278E0,8.463100891E0,3.466641083E0,9.367472213E0
9.835913917E0,1.542691956E0,8.145611115E0,3.563938751E0,9.023997912E0
9.845866917E0,9.571096802E-1,7.669900360E0,4.327800293E0,8.858514878E0
9.855818917E0,5.706134033E-1,7.273075562E0,4.599635010E0,8.624376499E0
9.865771917E0,7.655081177E-1,7.533833313E0,3.883374481E0,8.510302252E0
9.875724917E0,9.972262573E-1,7.507338409E0,3.333418121E0,8.274434517E0
9.885676917E0,1.111139374E0,7.673941956E0,3.481310577E0,8.499619943E0
9.895629917E0,8.370593262E-1,7.758965149E0,3.898343353E0,8.723490666E0
9.905581917E0,1.645079041E-1,7.924969940E0,4.133204956E0,8.939552260E0
9.915534917E0,-6.155200195E-1,7.577542419E0,4.250261536E0,8.709921764E0
9.925487917E0,-7.264393616E-1,7.835755463E0,5.367687836E0,9.525694228E0
9.935439917E0,-1.114133148E0,6.620881805E0,5.970484314E0,8.984656448E0
9.945392917E0,-1.702409821E0,6.498436432E0,6.182443542E0,9.129648592E0
9.955345917E0,-1.670975189E0,6.661148071E0,5.764362946E0,8.966099034E0
9.965297917E0,-1.515149231E0,6.624474335E0,4.677772522E0,8.249902616E0
9.975250917E0,-1.319057007E0,8.001909943E0,4.067641296E0,9.072826452E0
9.985202917E0,-7.458988953E-1,7.601642303E0,4.213587799E0,8.723282238E0
9.995155917E0,-5.019062805E-1,7.546407166E0,4.663552094E0,8.885318742E0
1.000510892E1,-5.834866333E-1,7.442523193E0,5.212760010E0,9.105189457E0
1.001506092E1,-4.529580688E-1,7.675139465E0,5.854924622E0,9.664009476E0
1.002501375E1,-2.962339783E-1,8.304430847E0,6.817273407E0,1.074832745E1
1.003496575E1,-5.343887329E-2,8.850644989E0,6.974895630E0,1.126880391E1
1.004491875E1,1.589694214E-1,9.402397614E0,6.421795807E0,1.138726541E1
1.005487175E1,-3.206332397E-1,1.002195923E1,5.820047150E0,1.159376648E1
1.006482375E1,-7.701484680E-1,1.008827133E1,5.501060486E0,1.151642365E1
1.007477675E1,-1.009201355E0,9.925260315E0,5.563630371E0,1.142292706E1
1.008472975E1,-1.368005219E0,9.521400146E0,5.172643433E0,1.092175531E1
1.009468175E1,-1.457369385E0,9.161099396E0,4.682712250E0,1.039122041E1
1.010463475E1,-1.482367401E0,8.775351563E0,4.909191284E0,1.016387560E1
1.011458675E1,-1.440903625E0,8.436605988E0,4.984335022E0,9.904348513E0
1.012453975E1,-1.535656586E0,8.082292786E0,4.823569336E0,9.536693293E0
1.013449275E1,-1.902094574E0,7.585625610E0,4.339625702E0,8.943826413E0
1.014444475E1,-2.104922791E0,7.073690186E0,2.938688965E0,7.943782829E0
1.015439775E1,-1.849853210E0,7.144343262E0,2.102827148E0,7.673687481E0
1.016434975E1,-1.223256226E0,6.906787262E0,2.650089111E0,7.498202343E0
1.017430275E1,-1.124910736E0,6.058950348E0,2.540816345E0,6.665737107E0
1.018425575E1,-1.577419739E0,5.738616486E0,2.390379181E0,6.413570365E0
1.019420775E1,-2.036664734E0,5.889353027E0,3.284020844E0,7.043953096E0
1.020416075E1,-1.916913757E0,6.372099152E0,3.001857605E0,7.299955824E0
1.021411375E1,-1.549128571E0,6.827152863E0,3.009192352E0,7.620042923E0
1.022406575E1,-1.164428558E0,7.103178864E0,3.427123260E0,7.972215356E0
1.023401875E1,-3.782633972E-1,7.288792877E0,3.642974396E0,8.157257336E0
1.024397075E1,8.652008057E-2,7.176676025E0,4.196972351E0,8.314249299E0
1.025392375E1,4.818479919E-1,7.176676025E0,4.744683380E0,8.616778786E0
1.026387675E1,7.304809570E-1,6.984475708E0,5.252577209E0,8.769610635E0
1.027382875E1,6.551875305E-1,6.934180298E0,5.561085663E0,8.912788613E0
1.028378175E1,4.793032837E-1,7.266189880E0,5.229076080E0,8.964958654E0
1.029373375E1,1.613644409E-1,7.768994293E0,4.862189026E0,9.166471128E0
1.030368675E1,2.050735474E-2,8.314310303E0,4.860991516E0,9.631065096E0
1.031363975E1,3.453318787E-1,8.476123810E0,5.237458649E0,9.969699195E0
1.032359175E1,1.048868866E0,8.224796448E0,5.770500183E0,1.010178573E1
1.033354475E1,1.889371033E0,8.019124146E0,5.932463379E0,1.015234932E1
1.034349775E1,2.449955292E0,8.045319672E0,6.125711517E0,1.040450821E1
1.035344975E1,2.222578125E0,8.508456573E0,6.303392029E0,1.081972448E1
1.036340275E1,1.432521057E0,9.941127319E0,6.320755920E0,1.186718519E1
1.037335475E1,1.548529816E0,9.803862762E0,7.254663849E0,1.229405617E1
1.038330775E1,2.097288666E0,9.256750488E0,7.847580872E0,1.231546081E1
