Time (ms),Sensor 0 (raw),Sensor 1 (raw),Sensor 2 (raw)
500,467,414,376
1000,357,354,351
1500,333,330,331
2000,318,316,318
2500,310,309,309
3000,304,304,304
3500,301,301,301
4000,299,299,299
4500,298,298,297
5000,297,297,297
